"plb0022_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Voll erwerbstaetig","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","938","0.367689126469748","0.348592378479241","0.386785874460254"
"Voll erwerbstaetig","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","272","0.320542075677911","0.287706772027199","0.353377379328623"
"Voll erwerbstaetig","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1499","0.094448342427066","0.0894694998701862","0.0994271849839459"
"Teilzeitbeschaeftigung","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","391","0.0728065625170797","0.0656876964795395","0.07992542855462"
"Teilzeitbeschaeftigung","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","229","0.0918890563810214","0.080448291803021","0.103329820959022"
"Teilzeitbeschaeftigung","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","66","0.0907395047947352","0.0705298174816169","0.110949192107853"
"Teilzeitbeschaeftigung","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","304","0.0200356795253705","0.0176501665782352","0.0224211924725058"
"Ausbildung/Lehre","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","164","0.030303970067899","0.0256071063887345","0.0350008337470635"
"Ausbildung/Lehre","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","31","0.0164231215686995","0.0113894403569105","0.0214568027804885"
"Ausbildung/Lehre","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","81","0.127899943139008","0.10440169078502","0.151398195492996"
"Ausbildung/Lehre","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","646","0.0448415115985734","0.0413181886725688","0.048364834524578"
"Geringfuegig erwerbstaetig","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","150","0.0326488188631626","0.0277795225585556","0.0375181151677696"
"Geringfuegig erwerbstaetig","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","89","0.0345899023920831","0.0273524739101807","0.0418273308739855"
"Geringfuegig erwerbstaetig","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","37","0.0392499715792423","0.0255870962129618","0.0529128469455228"
"Geringfuegig erwerbstaetig","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","88","0.00901395252234516","0.00740491559604925","0.0106229894486411"
"Altersteilzeit mit Arbeitszeit Null","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5376","0.448436512642488","0.439969643541329","0.456903381743647"
"Nicht erwerbstaetig","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2351","0.518256632917838","0.504566089434532","0.531947176401145"
"Nicht erwerbstaetig","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1132","0.470362531353992","0.45059468264676","0.490130380061224"
"Nicht erwerbstaetig","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","77","0.780500427016677","0.700566179489911","0.860434674543442"
"Nicht erwerbstaetig","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","308","0.412563000083937","0.377925780944627","0.447200219223246"
"Nicht erwerbstaetig","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","4981","0.380284050152326","0.371829728996326","0.388738371308326"
"Voll erwerbstaetig","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1882","0.342763002084304","0.329509984308577","0.356016019860031"
"Voll erwerbstaetig","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","826","0.344851351709038","0.325349485981366","0.364353217436709"
"Voll erwerbstaetig","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","289","0.340247291327681","0.307436269012644","0.373058313642719"
"Voll erwerbstaetig","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1429","0.0974633002286205","0.0922981692254161","0.102628431231825"
"Teilzeitbeschaeftigung","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","385","0.0725794563165714","0.0653350630014018","0.079823849631741"
"Teilzeitbeschaeftigung","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","217","0.0997774061110313","0.0874809113218122","0.11207390090025"
"Teilzeitbeschaeftigung","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","58","0.0781353646978384","0.059549223498239","0.0967215058974377"
"Teilzeitbeschaeftigung","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","275","0.0207407861641826","0.0182588546733945","0.0232227176549707"
"Ausbildung/Lehre","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","148","0.0299667675472035","0.0252060757569655","0.0347274593374414"
"Ausbildung/Lehre","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","67","0.0936547722611733","0.0734783752363224","0.113831169286024"
"Ausbildung/Lehre","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","649","0.0492223307796974","0.0454548684118767","0.0529897931475181"
"Geringfuegig erwerbstaetig","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","138","0.0245156006537023","0.0201975449237352","0.0288336563836695"
"Geringfuegig erwerbstaetig","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","123","0.0515557711201483","0.0424831074076777","0.0606284348326189"
"Geringfuegig erwerbstaetig","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","40","0.0464988343987119","0.0319169557283907","0.0610807130690331"
"Geringfuegig erwerbstaetig","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","92","0.00792893091784531","0.00638436282671765","0.00947349900897298"
"Altersteilzeit mit Arbeitszeit Null","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","32","0.00524373668411149","0.00322706319717649","0.00726041017104648"
"Altersteilzeit mit Arbeitszeit Null","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5198","0.440375798477584","0.431730334315424","0.449021262639745"
"Nicht erwerbstaetig","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2316","0.520022441581928","0.506072309519129","0.533972573644727"
"Nicht erwerbstaetig","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1066","0.471928635375109","0.451446522982777","0.49241074776744"
"Nicht erwerbstaetig","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","78","0.814967318161957","0.739607069400467","0.890327566923447"
"Nicht erwerbstaetig","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","337","0.433708323317319","0.399388045036966","0.468028601597672"
"Nicht erwerbstaetig","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
