"plb0022_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Teilzeitbeschaeftigung","2006","direkter Migrationshintergrund","weiblich","223","0.154937544314013","0.135145606533873","0.174729482094154"
"Teilzeitbeschaeftigung","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2006","indirekter Migrationshintergrund","weiblich","61","0.157648047247241","0.123164611014908","0.192131483479574"
"Ausbildung/Lehre","2006","kein Migrationshintergrund","maennlich","205","0.0233168936068651","0.0202017547579349","0.0264320324557953"
"Ausbildung/Lehre","2006","kein Migrationshintergrund","weiblich","180","0.0173628953838226","0.0147831210068956","0.0199426697607496"
"Ausbildung/Lehre","2006","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","2006","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","2006","indirekter Migrationshintergrund","maennlich","38","0.0784234853883047","0.0519452360602993","0.10490173471631"
"Ausbildung/Lehre","2006","indirekter Migrationshintergrund","weiblich","37","0.113674760785899","0.0836383505212375","0.14371117105056"
"Geringfuegig erwerbstaetig","2006","kein Migrationshintergrund","maennlich","250","0.029895365459208","0.0263799516967311","0.0334107792216849"
"Geringfuegig erwerbstaetig","2006","kein Migrationshintergrund","weiblich","655","0.0653002382832811","0.060420825944654","0.0701796506219082"
"Geringfuegig erwerbstaetig","2006","direkter Migrationshintergrund","maennlich","35","0.0272717615854808","0.017677166787389","0.0368663563835726"
"Geringfuegig erwerbstaetig","2006","direkter Migrationshintergrund","weiblich","89","0.0644371818523653","0.0510073577334977","0.077867005971233"
"Geringfuegig erwerbstaetig","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","kein Migrationshintergrund","maennlich","71","0.00849801394777198","0.00660318182122856","0.0103928460743154"
"Altersteilzeit mit Arbeitszeit Null","2006","kein Migrationshintergrund","weiblich","66","0.00633730082044082","0.00477002394391568","0.00790457769696596"
"Altersteilzeit mit Arbeitszeit Null","2006","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2006","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2006","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2006","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2006","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2006","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2006","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2006","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2006","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2006","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2006","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2006","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2006","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2006","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2006","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2006","kein Migrationshintergrund","maennlich","3373","0.374187677657872","0.364198447458747","0.384176907856996"
"Nicht erwerbstaetig","2006","kein Migrationshintergrund","weiblich","4793","0.531685745083079","0.521830435571508","0.54154105459465"
"Nicht erwerbstaetig","2006","direkter Migrationshintergrund","maennlich","425","0.402622460574685","0.373732448407156","0.431512472742213"
"Nicht erwerbstaetig","2006","direkter Migrationshintergrund","weiblich","703","0.566289103133924","0.539181891375934","0.593396314891915"
"Nicht erwerbstaetig","2006","indirekter Migrationshintergrund","maennlich","139","0.383982217930313","0.336080324651502","0.431884111209125"
"Nicht erwerbstaetig","2006","indirekter Migrationshintergrund","weiblich","192","0.429444684932573","0.382604140027919","0.476285229837228"
"Betriebliches Praktikum","2006","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2006","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2006","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2006","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2006","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2006","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2006","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2006","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2007","kein Migrationshintergrund","maennlich","4617","0.54606426634872","0.535455082529948","0.556673450167491"
"Voll erwerbstaetig","2007","kein Migrationshintergrund","weiblich","2214","0.225951981772202","0.217424827223597","0.234479136320807"
"Voll erwerbstaetig","2007","direkter Migrationshintergrund","maennlich","519","0.488664961280856","0.457448163404229","0.519881759157482"
"Voll erwerbstaetig","2007","direkter Migrationshintergrund","weiblich","211","0.183763030308163","0.161379098532993","0.206146962083333"
"Voll erwerbstaetig","2007","indirekter Migrationshintergrund","maennlich","202","0.484687916886769","0.433902048764052","0.535473785009486"
"Voll erwerbstaetig","2007","indirekter Migrationshintergrund","weiblich","123","0.26361324660124","0.22127449732959","0.305951995872891"
"Teilzeitbeschaeftigung","2007","kein Migrationshintergrund","maennlich","202","0.0260983291282301","0.0227010845294108","0.0294955737270494"
"Teilzeitbeschaeftigung","2007","kein Migrationshintergrund","weiblich","1778","0.168799362223197","0.161161875997477","0.176436848448917"
"Teilzeitbeschaeftigung","2007","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2007","direkter Migrationshintergrund","weiblich","213","0.168972243216171","0.14731442917117","0.190630057261171"
"Teilzeitbeschaeftigung","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2007","indirekter Migrationshintergrund","weiblich","68","0.193327456361393","0.155378762578455","0.23127615014433"
"Ausbildung/Lehre","2007","kein Migrationshintergrund","maennlich","203","0.0238723878364298","0.020619537070046","0.0271252386028135"
"Ausbildung/Lehre","2007","kein Migrationshintergrund","weiblich","159","0.017772666346926","0.0150786860994446","0.0204666465944074"
"Ausbildung/Lehre","2007","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","2007","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","2007","indirekter Migrationshintergrund","maennlich","37","0.0796465443346874","0.0521335782045118","0.107159510464863"
"Ausbildung/Lehre","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Geringfuegig erwerbstaetig","2007","kein Migrationshintergrund","maennlich","235","0.0291932446827147","0.0256059216331026","0.0327805677323267"
"Geringfuegig erwerbstaetig","2007","kein Migrationshintergrund","weiblich","609","0.0648759640627601","0.0598538262308082","0.069898101894712"
"Geringfuegig erwerbstaetig","2007","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2007","direkter Migrationshintergrund","weiblich","73","0.064896772442648","0.0506590507985805","0.0791344940867155"
"Geringfuegig erwerbstaetig","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2007","indirekter Migrationshintergrund","weiblich","30","0.0739062310963659","0.0487659902128508","0.0990464719798811"
"Altersteilzeit mit Arbeitszeit Null","2007","kein Migrationshintergrund","maennlich","76","0.00867190173560332","0.00669616628914145","0.0106476371820652"
"Altersteilzeit mit Arbeitszeit Null","2007","kein Migrationshintergrund","weiblich","74","0.00918389075340431","0.0072388800778524","0.0111289014289562"
"Altersteilzeit mit Arbeitszeit Null","2007","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2007","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2007","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2007","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2007","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2007","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2007","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2007","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2007","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2007","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2007","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2007","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2007","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2007","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2007","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2007","kein Migrationshintergrund","maennlich","3073","0.359639409954","0.349413337963433","0.369865481944567"
"Nicht erwerbstaetig","2007","kein Migrationshintergrund","weiblich","4389","0.511005450178677","0.500813040283387","0.521197860073967"
"Nicht erwerbstaetig","2007","direkter Migrationshintergrund","maennlich","387","0.418232384020693","0.38742792573743","0.449036842303956"
"Nicht erwerbstaetig","2007","direkter Migrationshintergrund","weiblich","633","0.561075201574535","0.532393509620327","0.589756893528743"
"Nicht erwerbstaetig","2007","indirekter Migrationshintergrund","maennlich","102","0.312022408895683","0.264940218410814","0.359104599380552"
"Nicht erwerbstaetig","2007","indirekter Migrationshintergrund","weiblich","170","0.390686737119296","0.343801504448969","0.437571969789622"
"Betriebliches Praktikum","2007","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2007","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2007","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2007","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2007","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2007","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2007","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2007","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2008","kein Migrationshintergrund","maennlich","4341","0.550203535297989","0.539300328479044","0.561106742116933"
"Voll erwerbstaetig","2008","kein Migrationshintergrund","weiblich","2200","0.237191185608677","0.228276104299793","0.24610626691756"
"Voll erwerbstaetig","2008","direkter Migrationshintergrund","maennlich","474","0.514285144639517","0.4813568576138","0.547213431665234"
"Voll erwerbstaetig","2008","direkter Migrationshintergrund","weiblich","203","0.189912285712214","0.165970236912748","0.213854334511681"
"Voll erwerbstaetig","2008","indirekter Migrationshintergrund","maennlich","199","0.529351300383489","0.478629221542714","0.580073379224263"
"Voll erwerbstaetig","2008","indirekter Migrationshintergrund","weiblich","111","0.305954754301878","0.260852484394966","0.35105702420879"
"Teilzeitbeschaeftigung","2008","kein Migrationshintergrund","maennlich","186","0.0237120963117777","0.0203773832367496","0.0270468093868057"
"Teilzeitbeschaeftigung","2008","kein Migrationshintergrund","weiblich","1656","0.171286127006077","0.163389682575654","0.1791825714365"
"Teilzeitbeschaeftigung","2008","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2008","direkter Migrationshintergrund","weiblich","196","0.170018602896712","0.147088755779688","0.192948450013737"
"Teilzeitbeschaeftigung","2008","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2008","indirekter Migrationshintergrund","weiblich","61","0.146036121223139","0.111471977686509","0.180600264759768"
"Ausbildung/Lehre","2008","kein Migrationshintergrund","maennlich","185","0.0233109180152424","0.0200038555513265","0.0266179804791583"
"Ausbildung/Lehre","2008","kein Migrationshintergrund","weiblich","144","0.0175006438909626","0.0147523616267623","0.0202489261551629"
