"plb0022_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Werkstatt fuer Behinderte","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","623","0.797087001022876","0.768110894516026","0.826063107529726"
"Nicht erwerbstaetig","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","154","0.907804084811434","0.863926596257196","0.951681573365672"
"Nicht erwerbstaetig","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3313","0.53817412333334","0.525886929821374","0.550461316845306"
"Nicht erwerbstaetig","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1056","0.83083074505482","0.810490328946411","0.851171161163228"
"Nicht erwerbstaetig","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","1112","0.333852081778384","0.318339063780888","0.34936509977588"
"Nicht erwerbstaetig","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","565","0.334540668540558","0.313034410350462","0.356046926730653"
"Nicht erwerbstaetig","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","674","0.354689067592494","0.333300593007761","0.376077542177227"
"Nicht erwerbstaetig","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","172","0.460730403185131","0.411760081263482","0.509700725106781"
"Nicht erwerbstaetig","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","754","0.297371985832768","0.280798237404695","0.313945734260841"
"Nicht erwerbstaetig","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","420","0.424582169030127","0.397268483562588","0.451895854497665"
"Betriebliches Praktikum","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","39","0.0979327325578441","0.0732049599808379","0.12266050513485"
"Voll erwerbstaetig","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2072","0.303740162693843","0.292774369445676","0.314705955942011"
"Voll erwerbstaetig","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","158","0.101073625733025","0.0853011365077875","0.116846114958263"
"Voll erwerbstaetig","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","1601","0.435252837257688","0.419522365683318","0.450983308832059"
"Voll erwerbstaetig","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","982","0.498540778058692","0.476405335458539","0.520676220658845"
"Voll erwerbstaetig","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","773","0.384678810708596","0.363659161034722","0.40569846038247"
"Voll erwerbstaetig","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","130","0.316603430082103","0.271633585640942","0.361573274523264"
"Voll erwerbstaetig","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","1814","0.552024519401961","0.534933060747852","0.56911597805607"
"Voll erwerbstaetig","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","664","0.419564324852816","0.393122199497257","0.446006450208375"
"Teilzeitbeschaeftigung","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","607","0.0805875535149598","0.0740968399264765","0.0870782671034431"
"Teilzeitbeschaeftigung","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","586","0.128186105677148","0.117579503549861","0.138792707804435"
"Teilzeitbeschaeftigung","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","219","0.0972265760505082","0.0841105601611926","0.110342591939824"
"Teilzeitbeschaeftigung","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","269","0.134089652323776","0.119367900136955","0.148811404510597"
"Teilzeitbeschaeftigung","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","398","0.10161412342603","0.0912297255901005","0.11199852126196"
"Teilzeitbeschaeftigung","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","144","0.101215306745438","0.085054204946476","0.117376408544399"
"Ausbildung/Lehre","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","82","0.0141794119618553","0.0113601766742963","0.0169986472494144"
"Ausbildung/Lehre","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","31","0.0219397142314564","0.014274619067157","0.0296048093957558"
"Ausbildung/Lehre","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","117","0.034888095539321","0.0290661066033084","0.0407100844753336"
"Ausbildung/Lehre","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","72","0.0335149181559021","0.0255471495274278","0.0414826867843763"
"Ausbildung/Lehre","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","70","0.0319319471539271","0.0243358405526553","0.0395280537551989"
"Ausbildung/Lehre","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","39","0.0588518784611179","0.0392719656286761","0.0784317912935596"
"Geringfuegig erwerbstaetig","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","292","0.0426994793088274","0.0378784618115562","0.0475204968060985"
"Geringfuegig erwerbstaetig","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","34","0.0225801051716633","0.0148064938361449","0.0303537165071818"
"Geringfuegig erwerbstaetig","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","221","0.0497244766985522","0.0428275789042344","0.05662137449287"
"Geringfuegig erwerbstaetig","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","81","0.049492943042962","0.0398907735458692","0.0590951125400547"
"Geringfuegig erwerbstaetig","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","168","0.0761469082058294","0.0646877424560362","0.0876060739556227"
"Geringfuegig erwerbstaetig","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34","0.0809261563223309","0.0545599989383423","0.107292313706319"
"Geringfuegig erwerbstaetig","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","130","0.0446152011579049","0.0375193677021263","0.0517110346136836"
"Geringfuegig erwerbstaetig","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","41","0.0348142207658728","0.0249921325348789","0.0446363089968668"
"Altersteilzeit mit Arbeitszeit Null","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","49","0.00843563683829975","0.00625480256973356","0.0106164711068659"
"Altersteilzeit mit Arbeitszeit Null","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","33","0.0113954337365962","0.00774747801191206","0.0150433894612804"
"Altersteilzeit mit Arbeitszeit Null","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","449","0.779519410644731","0.745028850548393","0.814009970741068"
"Nicht erwerbstaetig","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","88","0.899894453517416","0.84047072319935","0.959318183835483"
"Nicht erwerbstaetig","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3634","0.547275718327537","0.535406468951741","0.559144967703333"
"Nicht erwerbstaetig","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1140","0.829130762042235","0.809435457025677","0.848826067058792"
"Nicht erwerbstaetig","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","1254","0.342370816870435","0.327315745586569","0.357425888154301"
"Nicht erwerbstaetig","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","590","0.314436583932018","0.293881918738945","0.33499124912509"
"Nicht erwerbstaetig","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","750","0.361493554783674","0.340736853858816","0.382250255708533"
"Nicht erwerbstaetig","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","183","0.470686657495193","0.42243085474837","0.518942460242017"
"Nicht erwerbstaetig","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","875","0.289837534101411","0.274244558725616","0.305430509477205"
"Nicht erwerbstaetig","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","467","0.435913984694015","0.40934389002762","0.462484079360411"
"Betriebliches Praktikum","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
