"erwst","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","2007","30-45","indirekter Migrationshintergrund","41","0.184723658057685","0.138519918654666","0.230927397460705"
"Teilzeit","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","46-65","kein Migrationshintergrund","889","0.125529562798074","0.117295797699462","0.133763327896686"
"Teilzeit","2007","46-65","direkter Migrationshintergrund","89","0.114295653318906","0.0920948425726116","0.1364964640652"
"Teilzeit","2007","46-65","indirekter Migrationshintergrund","11","","",""
"Teilzeit","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","66","kein Migrationshintergrund","","","",""
"Teilzeit","2007","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2007","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","17-29","kein Migrationshintergrund","1289","0.392436728520701","0.374816251464112","0.41005720557729"
"nicht erwerbstätig","2007","17-29","direkter Migrationshintergrund","148","0.53620191501717","0.477998000692209","0.594405829342132"
"nicht erwerbstätig","2007","17-29","indirekter Migrationshintergrund","241","0.458730476456031","0.4153136158756","0.502147337036462"
"nicht erwerbstätig","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","30-45","kein Migrationshintergrund","710","0.150878028928707","0.140701306830444","0.161054751026969"
"nicht erwerbstätig","2007","30-45","direkter Migrationshintergrund","182","0.279894579413821","0.24629906332075","0.313490095506891"
"nicht erwerbstätig","2007","30-45","indirekter Migrationshintergrund","58","0.181656231210574","0.135751601831392","0.227560860589756"
"nicht erwerbstätig","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","46-65","kein Migrationshintergrund","1990","0.338956857184439","0.327193263566966","0.350720450801912"
"nicht erwerbstätig","2007","46-65","direkter Migrationshintergrund","344","0.449056706047436","0.414349981162963","0.483763430931909"
"nicht erwerbstätig","2007","46-65","indirekter Migrationshintergrund","15","","",""
"nicht erwerbstätig","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2007","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2007","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2007","17-29","kein Migrationshintergrund","652","0.220183274657843","0.205230371553893","0.235136177761794"
"Andere","2007","17-29","direkter Migrationshintergrund","47","0.159660561151422","0.116909220769748","0.202411901533096"
"Andere","2007","17-29","indirekter Migrationshintergrund","94","0.190331149752795","0.156126788564487","0.224535510941104"
"Andere","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2007","30-45","kein Migrationshintergrund","282","0.0616067006844806","0.0547704764501943","0.0684429249187668"
"Andere","2007","30-45","direkter Migrationshintergrund","42","0.0765591499638163","0.0566620800577572","0.0964562198698754"
"Andere","2007","30-45","indirekter Migrationshintergrund","15","","",""
"Andere","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2007","46-65","kein Migrationshintergrund","299","0.052556146166391","0.0470106374023221","0.0581016549304598"
"Andere","2007","46-65","direkter Migrationshintergrund","35","0.0391821728237612","0.0256435536070886","0.0527207920404339"
"Andere","2007","46-65","indirekter Migrationshintergrund","4","","",""
"Andere","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2007","66","kein Migrationshintergrund","","","",""
"Andere","2007","66","direkter Migrationshintergrund","","","",""
"Andere","2007","66","indirekter Migrationshintergrund","","","",""
"Andere","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2008","17-29","kein Migrationshintergrund","832","0.339410199936073","0.32151649269337","0.357303907178776"
"voll erwerbstätig","2008","17-29","direkter Migrationshintergrund","67","0.270793854880274","0.213239934438465","0.328347775322084"
"voll erwerbstätig","2008","17-29","indirekter Migrationshintergrund","130","0.309787580102463","0.268969928223009","0.350605231981918"
"voll erwerbstätig","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2008","30-45","kein Migrationshintergrund","2662","0.640629623748474","0.626281649105711","0.654977598391237"
"voll erwerbstätig","2008","30-45","direkter Migrationshintergrund","308","0.508588760519889","0.468719742086655","0.548457778953124"
"voll erwerbstätig","2008","30-45","indirekter Migrationshintergrund","158","0.614396390517637","0.556230708589228","0.672562072446047"
"voll erwerbstätig","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2008","46-65","kein Migrationshintergrund","2986","0.497721471335081","0.485000999397362","0.5104419432728"
"voll erwerbstätig","2008","46-65","direkter Migrationshintergrund","297","0.404585540780621","0.368432375258246","0.440738706302995"
"voll erwerbstätig","2008","46-65","indirekter Migrationshintergrund","20","","",""
"voll erwerbstätig","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2008","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2008","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2008","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","17-29","kein Migrationshintergrund","139","0.0604770804386424","0.0514692324389503","0.0694849284383346"
"Teilzeit","2008","17-29","direkter Migrationshintergrund","16","","",""
"Teilzeit","2008","17-29","indirekter Migrationshintergrund","19","","",""
"Teilzeit","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","30-45","kein Migrationshintergrund","756","0.16008688938504","0.149121829247443","0.171051949522637"
"Teilzeit","2008","30-45","direkter Migrationshintergrund","110","0.169068522780256","0.1391773051658","0.198959740394713"
"Teilzeit","2008","30-45","indirekter Migrationshintergrund","36","0.11124824121649","0.0736723954597507","0.14882408697323"
"Teilzeit","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","46-65","kein Migrationshintergrund","898","0.135281665430945","0.126580157233758","0.143983173628132"
"Teilzeit","2008","46-65","direkter Migrationshintergrund","87","0.118656509900281","0.0948360661476673","0.142476953652896"
"Teilzeit","2008","46-65","indirekter Migrationshintergrund","15","","",""
"Teilzeit","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","66","kein Migrationshintergrund","","","",""
"Teilzeit","2008","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2008","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","17-29","kein Migrationshintergrund","1120","0.372395051844964","0.354125954858601","0.390664148831327"
"nicht erwerbstätig","2008","17-29","direkter Migrationshintergrund","99","0.456056744617855","0.391548297218912","0.520565192016798"
"nicht erwerbstätig","2008","17-29","indirekter Migrationshintergrund","230","0.431094004668325","0.387378964862861","0.474809044473789"
"nicht erwerbstätig","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","30-45","kein Migrationshintergrund","612","0.139577790592661","0.129214923686264","0.149940657499059"
"nicht erwerbstätig","2008","30-45","direkter Migrationshintergrund","145","0.236555636745458","0.202664591076635","0.270446682414281"
"nicht erwerbstätig","2008","30-45","indirekter Migrationshintergrund","53","0.160468345428101","0.116606674094874","0.204330016761329"
"nicht erwerbstätig","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","46-65","kein Migrationshintergrund","1763","0.312521835245813","0.30072929500689","0.324314375484736"
"nicht erwerbstätig","2008","46-65","direkter Migrationshintergrund","285","0.418318366845956","0.381983162722091","0.45465357096982"
"nicht erwerbstätig","2008","46-65","indirekter Migrationshintergrund","11","","",""
"nicht erwerbstätig","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2008","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2008","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2008","17-29","kein Migrationshintergrund","599","0.22771766778032","0.211870255213695","0.243565080346945"
"Andere","2008","17-29","direkter Migrationshintergrund","47","0.194261977836002","0.143020554817133","0.245503400854872"
"Andere","2008","17-29","indirekter Migrationshintergrund","114","0.230906581556085","0.193707489941018","0.268105673171151"
"Andere","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2008","30-45","kein Migrationshintergrund","266","0.0597056962738247","0.0526204371020697","0.0667909554455798"
"Andere","2008","30-45","direkter Migrationshintergrund","41","0.0857870799543958","0.0634531966940041","0.108120963214787"
"Andere","2008","30-45","indirekter Migrationshintergrund","22","","",""
"Andere","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2008","46-65","kein Migrationshintergrund","288","0.0544750279881608","0.0487010787415482","0.0602489772347733"
"Andere","2008","46-65","direkter Migrationshintergrund","39","0.0584395824731424","0.0411609601945044","0.0757182047517804"
"Andere","2008","46-65","indirekter Migrationshintergrund","5","","",""
"Andere","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2008","66","kein Migrationshintergrund","","","",""
"Andere","2008","66","direkter Migrationshintergrund","","","",""
"Andere","2008","66","indirekter Migrationshintergrund","","","",""
"Andere","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2009","17-29","kein Migrationshintergrund","746","0.337092804491938","0.318480568620632","0.355705040363244"
"voll erwerbstätig","2009","17-29","direkter Migrationshintergrund","50","0.242197231034298","0.179956443696841","0.304438018371754"
"voll erwerbstätig","2009","17-29","indirekter Migrationshintergrund","110","0.304426010680531","0.260881642852741","0.347970378508321"
"voll erwerbstätig","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2009","30-45","kein Migrationshintergrund","2392","0.648033962945933","0.632998892416433","0.663069033475433"
"voll erwerbstätig","2009","30-45","direkter Migrationshintergrund","255","0.473377266965664","0.430869953616327","0.515884580315001"
"voll erwerbstätig","2009","30-45","indirekter Migrationshintergrund","154","0.603728532728417","0.545277901820951","0.662179163635883"
"voll erwerbstätig","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2009","46-65","kein Migrationshintergrund","2926","0.510541597764771","0.497518528928916","0.523564666600625"
"voll erwerbstätig","2009","46-65","direkter Migrationshintergrund","265","0.400364197473287","0.361765365651302","0.438963029295271"
"voll erwerbstätig","2009","46-65","indirekter Migrationshintergrund","19","","",""
"voll erwerbstätig","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2009","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2009","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2009","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2009","17-29","kein Migrationshintergrund","118","0.0528113955937384","0.0440053791039503","0.0616174120835266"
"Teilzeit","2009","17-29","direkter Migrationshintergrund","17","","",""
"Teilzeit","2009","17-29","indirekter Migrationshintergrund","18","","",""
"Teilzeit","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2009","30-45","kein Migrationshintergrund","689","0.148378564564514","0.137187662848245","0.159569466280783"
"Teilzeit","2009","30-45","direkter Migrationshintergrund","109","0.204920799315579","0.170556430373778","0.239285168257379"
"Teilzeit","2009","30-45","indirekter Migrationshintergrund","42","0.153004739532569","0.109985286622758","0.196024192442381"
"Teilzeit","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2009","46-65","kein Migrationshintergrund","852","0.136944248191457","0.127987895256187","0.145900601126727"
"Teilzeit","2009","46-65","direkter Migrationshintergrund","71","0.106034280637769","0.081780114596719","0.130288446678819"
"Teilzeit","2009","46-65","indirekter Migrationshintergrund","13","","",""
"Teilzeit","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
