"pgcasmin","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"(3a) lower tertiary education","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","AkademikerInnen","kein Migrationshintergrund","892","0.472542491836006","0.449244795864536","0.495840187807477"
"(3a) lower tertiary education","1999","AkademikerInnen","direkter Migrationshintergrund","52","0.264639457819641","0.200372718756499","0.328906196882782"
"(3a) lower tertiary education","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1999","AkademikerInnen","kein Migrationshintergrund","872","0.527457508163994","0.504159812192523","0.550755204135464"
"(3b) higher tertiary education","1999","AkademikerInnen","direkter Migrationshintergrund","129","0.73536054218036","0.671093803117218","0.799627281243501"
"(3b) higher tertiary education","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(0) in school","2000","(noch) kein Abschluss","kein Migrationshintergrund","373","0.733372323038692","0.693180612774565","0.773564033302819"
"(0) in school","2000","(noch) kein Abschluss","direkter Migrationshintergrund","60","0.151123905106532","0.11534669579413","0.186901114418935"
"(0) in school","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","67","0.862847424891977","0.785506336116553","0.940188513667401"
"(0) in school","2000","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","2000","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","2000","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","2000","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","2000","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","2000","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","2000","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","2000","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","2000","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","(noch) kein Abschluss","kein Migrationshintergrund","92","0.266627676961308","0.226435966697181","0.306819387225435"
"(1a) inadequately completed","2000","(noch) kein Abschluss","direkter Migrationshintergrund","325","0.848876094893468","0.813098885581065","0.88465330420587"
"(1a) inadequately completed","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2000","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2000","Hauptschulabschluss","kein Migrationshintergrund","1935","0.23411500782267","0.225189934993778","0.243040080651561"
"(1b) general elementary school","2000","Hauptschulabschluss","direkter Migrationshintergrund","789","0.428449912379956","0.405317771283284","0.451582053476628"
"(1b) general elementary school","2000","Hauptschulabschluss","indirekter Migrationshintergrund","170","0.492332607636424","0.438876493292469","0.545788721980379"
"(1b) general elementary school","2000","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2000","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2000","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2000","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2000","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2000","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","Hauptschulabschluss","kein Migrationshintergrund","6712","0.76588499217733","0.756959919348439","0.774810065006222"
"(1c) basic vocational qualification","2000","Hauptschulabschluss","direkter Migrationshintergrund","969","0.571550087620044","0.548417946523372","0.594682228716716"
"(1c) basic vocational qualification","2000","Hauptschulabschluss","indirekter Migrationshintergrund","166","0.507667392363576","0.454211278019621","0.561123506707531"
"(1c) basic vocational qualification","2000","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2000","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","Realschulabschluss","kein Migrationshintergrund","562","0.0910722948367696","0.0836793231442206","0.0984652665293185"
"(2b) intermediate general qualification","2000","Realschulabschluss","direkter Migrationshintergrund","73","0.298020756230648","0.241991675109146","0.354049837352151"
"(2b) intermediate general qualification","2000","Realschulabschluss","indirekter Migrationshintergrund","100","0.398771500133082","0.336168377613543","0.46137462265262"
"(2b) intermediate general qualification","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2000","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2000","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2000","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2000","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2000","Realschulabschluss","kein Migrationshintergrund","5256","0.90892770516323","0.901534733470681","0.916320676855779"
"(2a) intermediate vocational","2000","Realschulabschluss","direkter Migrationshintergrund","183","0.701979243769352","0.645950162647849","0.758008324890854"
"(2a) intermediate vocational","2000","Realschulabschluss","indirekter Migrationshintergrund","135","0.601228499866918","0.53862537734738","0.663831622386457"
"(2a) intermediate vocational","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
