"pgcasmin","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(1a) inadequately completed","2003","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2003","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","2003","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2003","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2003","16-34 Jahre alt","Hauptschulabschluss","502","0.411437347953253","0.384309036676543","0.438565659229963"
"(1b) general elementary school","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2003","35-65 Jahre alt","Hauptschulabschluss","904","0.186366336545627","0.175335344641678","0.197397328449577"
"(1b) general elementary school","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2003","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2003","66 und älter","Hauptschulabschluss","764","0.332265833908212","0.313675114452623","0.350856553363801"
"(1b) general elementary school","2003","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","2003","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","2003","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2003","16-34 Jahre alt","Hauptschulabschluss","762","0.588562652046747","0.561434340770037","0.615690963323457"
"(1c) basic vocational qualification","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2003","35-65 Jahre alt","Hauptschulabschluss","3883","0.813633663454373","0.802602671550423","0.824664655358322"
"(1c) basic vocational qualification","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2003","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2003","66 und älter","Hauptschulabschluss","1702","0.667734166091788","0.649143446636199","0.686324885547377"
"(1c) basic vocational qualification","2003","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2003","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2003","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2003","16-34 Jahre alt","Realschulabschluss","504","0.249638051179247","0.230151531654021","0.269124570704472"
"(2b) intermediate general qualification","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2003","35-65 Jahre alt","Realschulabschluss","96","0.0317052699366231","0.0258813518589208","0.0375291880143254"
"(2b) intermediate general qualification","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2003","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2003","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2003","66 und älter","Realschulabschluss","35","0.0861357176516709","0.0596173765083773","0.112654058794965"
"(2b) intermediate general qualification","2003","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2003","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2003","16-34 Jahre alt","Realschulabschluss","1391","0.750361948820753","0.730875429295528","0.769848468345979"
"(2a) intermediate vocational","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2003","35-65 Jahre alt","Realschulabschluss","3381","0.968294730063377","0.962470811985675","0.974118648141079"
"(2a) intermediate vocational","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2003","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2003","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2003","66 und älter","Realschulabschluss","395","0.913864282348329","0.887345941205036","0.940382623491623"
"(2a) intermediate vocational","2003","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2003","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","(Fach-)Abitur","729","0.525213427398644","0.497749454938228","0.552677399859059"
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","(Fach-)Abitur","125","0.11332973112584","0.0938569848854064","0.132802477366273"
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","(Fach-)Abitur","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","(Fach-)Abitur","541","0.474786572601356","0.447322600140941","0.502250545061772"
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","(Fach-)Abitur","893","0.88667026887416","0.867197522633727","0.906143015114594"
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2003","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","66 und älter","(Fach-)Abitur","142","0.905815058430558","0.859832540763979","0.951797576097138"
"(2c_voc) vocational maturity certificate","2003","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2003","16-34 Jahre alt","AkademikerInnen","231","0.402697545047096","0.362293344663763","0.443101745430429"
"(3a) lower tertiary education","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2003","35-65 Jahre alt","AkademikerInnen","1240","0.420138186652657","0.4031005674467","0.437175805858615"
"(3a) lower tertiary education","2003","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2003","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2003","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","2003","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2003","66 und älter","AkademikerInnen","254","0.483348385534337","0.442644315137837","0.524052455930837"
"(3b) higher tertiary education","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2003","16-34 Jahre alt","AkademikerInnen","335","0.597302454952904","0.556898254569571","0.637706655336237"
"(3b) higher tertiary education","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2003","35-65 Jahre alt","AkademikerInnen","1984","0.579861813347343","0.562824194141385","0.5968994325533"
"(3b) higher tertiary education","2003","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2003","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2003","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","2003","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2003","66 und älter","AkademikerInnen","325","0.516651614465663","0.475947544069163","0.557355684862163"
"(0) in school","2004","16-34 Jahre alt","(noch) kein Abschluss","642","0.901341888410795","0.879026872044413","0.923656904777177"
"(0) in school","2004","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2004","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2004","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2004","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","2004","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2004","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2004","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2004","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2004","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","2004","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","2004","66 und älter","Realschulabschluss","","","",""
"(0) in school","2004","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","2004","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","2004","16-34 Jahre alt","(noch) kein Abschluss","44","0.0986581115892049","0.0763430952228226","0.120973127955587"
"(1a) inadequately completed","2004","16-34 Jahre alt","Hauptschulabschluss","","","",""
