"pgcasmin","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","2003","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2003","16-34 Jahre alt","kein Migrationshintergrund","210","0.0542784037427083","0.0475922747808819","0.0609645327045346"
"(3a) lower tertiary education","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2003","35-65 Jahre alt","kein Migrationshintergrund","1178","0.0891132020195953","0.0837746582183312","0.0944517458208595"
"(3a) lower tertiary education","2003","35-65 Jahre alt","direkter Migrationshintergrund","55","0.0355696822053591","0.026471555536132","0.0446678088745862"
"(3a) lower tertiary education","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2003","66 und älter","kein Migrationshintergrund","235","0.0603338984668667","0.0522407083924551","0.0684270885412783"
"(3a) lower tertiary education","2003","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2003","16-34 Jahre alt","kein Migrationshintergrund","263","0.065389179375449","0.058093799546149","0.0726845592047491"
"(3b) higher tertiary education","2003","16-34 Jahre alt","direkter Migrationshintergrund","49","0.103191984138399","0.0798771709996255","0.126506797277173"
"(3b) higher tertiary education","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2003","35-65 Jahre alt","kein Migrationshintergrund","1746","0.106763800004553","0.10097731607663","0.112550283932475"
"(3b) higher tertiary education","2003","35-65 Jahre alt","direkter Migrationshintergrund","215","0.145714108853651","0.128382895102795","0.163045322604507"
"(3b) higher tertiary education","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2003","66 und älter","kein Migrationshintergrund","300","0.0637952460057149","0.0554884825140467","0.0721020094973831"
"(3b) higher tertiary education","2003","66 und älter","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","2004","16-34 Jahre alt","kein Migrationshintergrund","498","0.0865324671214403","0.078001229430001","0.0950637048128797"
"(0) in school","2004","16-34 Jahre alt","direkter Migrationshintergrund","62","0.0980897850484146","0.0743101930269203","0.121869377069909"
"(0) in school","2004","16-34 Jahre alt","indirekter Migrationshintergrund","82","0.15270776797676","0.123877765736113","0.181537770217407"
"(0) in school","2004","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","2004","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","2004","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2004","35-65 Jahre alt","kein Migrationshintergrund","41","0.00571928255361833","0.00427957702070872","0.00715898808652794"
"(1a) inadequately completed","2004","35-65 Jahre alt","direkter Migrationshintergrund","115","0.0730122359715409","0.0600440816076189","0.0859803903354628"
"(1a) inadequately completed","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2004","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2004","66 und älter","direkter Migrationshintergrund","43","0.131146608544221","0.096373334099651","0.16591988298879"
"(1a) inadequately completed","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2004","16-34 Jahre alt","kein Migrationshintergrund","247","0.0855483045392172","0.0770611515805042","0.0940354574979303"
"(1b) general elementary school","2004","16-34 Jahre alt","direkter Migrationshintergrund","113","0.185411208883715","0.154340721723848","0.216481696043582"
"(1b) general elementary school","2004","16-34 Jahre alt","indirekter Migrationshintergrund","99","0.178912997282332","0.148193575740225","0.209632418824439"
"(1b) general elementary school","2004","35-65 Jahre alt","kein Migrationshintergrund","454","0.0598887659852723","0.0553586357018399","0.0644188962687048"
"(1b) general elementary school","2004","35-65 Jahre alt","direkter Migrationshintergrund","348","0.205079116993962","0.184952720747171","0.225205513240752"
"(1b) general elementary school","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2004","66 und älter","kein Migrationshintergrund","630","0.207491746344216","0.193930892656854","0.221052600031579"
"(1b) general elementary school","2004","66 und älter","direkter Migrationshintergrund","113","0.298743886900288","0.251593892070221","0.345893881730355"
"(1b) general elementary school","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2004","16-34 Jahre alt","kein Migrationshintergrund","462","0.124997669125222","0.114962342704434","0.135032995546009"
"(1c) basic vocational qualification","2004","16-34 Jahre alt","direkter Migrationshintergrund","138","0.21369811663654","0.180925896736203","0.246470336536877"
"(1c) basic vocational qualification","2004","16-34 Jahre alt","indirekter Migrationshintergrund","86","0.140916947512594","0.113030275526102","0.168803619499085"
"(1c) basic vocational qualification","2004","35-65 Jahre alt","kein Migrationshintergrund","3142","0.36242624132765","0.35324876182293","0.371603720832371"
"(1c) basic vocational qualification","2004","35-65 Jahre alt","direkter Migrationshintergrund","474","0.304962211702625","0.282012852203749","0.327911571201501"
"(1c) basic vocational qualification","2004","35-65 Jahre alt","indirekter Migrationshintergrund","45","0.350882185183474","0.275012423354998","0.42675194701195"
"(1c) basic vocational qualification","2004","66 und älter","kein Migrationshintergrund","1634","0.471007724408897","0.454315146944943","0.487700301872852"
"(1c) basic vocational qualification","2004","66 und älter","direkter Migrationshintergrund","120","0.310172571840143","0.262522261833253","0.357822881847034"
"(1c) basic vocational qualification","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2004","16-34 Jahre alt","kein Migrationshintergrund","377","0.0834693649482176","0.0750764467799858","0.0918622831164493"
"(2b) intermediate general qualification","2004","16-34 Jahre alt","direkter Migrationshintergrund","32","0.0563650856773541","0.0379269103037666","0.0748032610509416"
"(2b) intermediate general qualification","2004","16-34 Jahre alt","indirekter Migrationshintergrund","67","0.116900047922031","0.0911481184520062","0.142651977392055"
"(2b) intermediate general qualification","2004","35-65 Jahre alt","kein Migrationshintergrund","83","0.00857460857982199","0.00681431315757683","0.0103349040020672"
"(2b) intermediate general qualification","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2004","66 und älter","kein Migrationshintergrund","34","0.0102399413825385","0.00687328790540685","0.0136065948596702"
"(2b) intermediate general qualification","2004","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2004","16-34 Jahre alt","kein Migrationshintergrund","1105","0.27041232887088","0.2569342520119","0.28389040572986"
"(2a) intermediate vocational","2004","16-34 Jahre alt","direkter Migrationshintergrund","67","0.126453452351357","0.0998817593464562","0.153025145356257"
"(2a) intermediate vocational","2004","16-34 Jahre alt","indirekter Migrationshintergrund","97","0.168684062063559","0.138670497480963","0.198697626646154"
"(2a) intermediate vocational","2004","35-65 Jahre alt","kein Migrationshintergrund","3243","0.298788398419487","0.290049538045975","0.307527258793"
"(2a) intermediate vocational","2004","35-65 Jahre alt","direkter Migrationshintergrund","71","0.0459822565448874","0.0355418667774454","0.0564226463123293"
"(2a) intermediate vocational","2004","35-65 Jahre alt","indirekter Migrationshintergrund","33","0.198687903526537","0.135255252798034","0.262120554255041"
"(2a) intermediate vocational","2004","66 und älter","kein Migrationshintergrund","390","0.120442848939189","0.109558379554853","0.131327318323525"
"(2a) intermediate vocational","2004","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2004","16-34 Jahre alt","kein Migrationshintergrund","564","0.110581391634622","0.10106504895438","0.120097734314864"
"(2c_gen) general maturity certificate","2004","16-34 Jahre alt","direkter Migrationshintergrund","64","0.101547467328151","0.0773988109506727","0.12569612370563"
"(2c_gen) general maturity certificate","2004","16-34 Jahre alt","indirekter Migrationshintergrund","83","0.118845203915953","0.0929085209327572","0.144781886899149"
"(2c_gen) general maturity certificate","2004","35-65 Jahre alt","kein Migrationshintergrund","70","0.00613905326854692","0.00464776396642579","0.00763034257066805"
"(2c_gen) general maturity certificate","2004","35-65 Jahre alt","direkter Migrationshintergrund","52","0.0327993266116476","0.0239209389263216","0.0416777142969736"
"(2c_gen) general maturity certificate","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2004","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2004","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2004","16-34 Jahre alt","kein Migrationshintergrund","431","0.108840310833251","0.0993899455723703","0.118290676094132"
"(2c_voc) vocational maturity certificate","2004","16-34 Jahre alt","direkter Migrationshintergrund","61","0.10742761391898","0.0826710399386155","0.132184187899345"
"(2c_voc) vocational maturity certificate","2004","16-34 Jahre alt","indirekter Migrationshintergrund","47","0.0602828361893927","0.041206590067473","0.0793590823113124"
"(2c_voc) vocational maturity certificate","2004","35-65 Jahre alt","kein Migrationshintergrund","671","0.0625479713561379","0.0579249113587975","0.0671710313534783"
"(2c_voc) vocational maturity certificate","2004","35-65 Jahre alt","direkter Migrationshintergrund","203","0.148464648176158","0.130740873741914","0.166188422610403"
"(2c_voc) vocational maturity certificate","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2004","66 und älter","kein Migrationshintergrund","125","0.0435046068608082","0.036682888491518","0.0503263252300984"
"(2c_voc) vocational maturity certificate","2004","66 und älter","direkter Migrationshintergrund","","","",""
