"pli0091_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Taeglich","2008","35-65","direkter Migrationshintergrund","1","","",""
"Taeglich","2008","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2008","66 +","kein Migrationshintergrund","1","","",""
"Taeglich","2008","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2008","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2008","17-34","kein Migrationshintergrund","401","0.11911251578013","0.108221326087305","0.130003705472956"
"Min 1x pro Woche","2008","17-34","direkter Migrationshintergrund","28","","",""
"Min 1x pro Woche","2008","17-34","indirekter Migrationshintergrund","75","0.132663397224517","0.104618792206523","0.160708002242511"
"Min 1x pro Woche","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2008","35-65","kein Migrationshintergrund","110","0.0125640147684642","0.0103004028963157","0.0148276266406127"
"Min 1x pro Woche","2008","35-65","direkter Migrationshintergrund","8","","",""
"Min 1x pro Woche","2008","35-65","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2008","66 +","kein Migrationshintergrund","11","","",""
"Min 1x pro Woche","2008","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2008","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2008","17-34","kein Migrationshintergrund","1266","0.377349094604574","0.361051242522169","0.393646946686979"
"Min 1x pro Monat","2008","17-34","direkter Migrationshintergrund","119","0.355169923434366","0.306274871082465","0.404064975786268"
"Min 1x pro Monat","2008","17-34","indirekter Migrationshintergrund","208","0.395234381460983","0.354813959935935","0.435654802986031"
"Min 1x pro Monat","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2008","35-65","kein Migrationshintergrund","1206","0.127869535522015","0.121082852880382","0.134656218163648"
"Min 1x pro Monat","2008","35-65","direkter Migrationshintergrund","101","0.0917802838336589","0.0751942799830518","0.108366287684266"
"Min 1x pro Monat","2008","35-65","indirekter Migrationshintergrund","27","","",""
"Min 1x pro Monat","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2008","66 +","kein Migrationshintergrund","141","0.0283165056794988","0.0231032219478766","0.033529789411121"
"Min 1x pro Monat","2008","66 +","direkter Migrationshintergrund","8","","",""
"Min 1x pro Monat","2008","66 +","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","17-34","kein Migrationshintergrund","1396","0.40373248238934","0.387235526033791","0.42022943874489"
"Seltener","2008","17-34","direkter Migrationshintergrund","132","0.371397816378071","0.322031377787146","0.420764254968996"
"Seltener","2008","17-34","indirekter Migrationshintergrund","210","0.374504438426726","0.334489649170858","0.414519227682593"
"Seltener","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","35-65","kein Migrationshintergrund","5084","0.538521189939173","0.528389997860807","0.548652382017539"
"Seltener","2008","35-65","direkter Migrationshintergrund","441","0.387279224828756","0.359294888996117","0.415263560661396"
"Seltener","2008","35-65","indirekter Migrationshintergrund","111","0.587880662055584","0.518257529324997","0.657503794786172"
"Seltener","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","66 +","kein Migrationshintergrund","835","0.193442052859897","0.181027749520958","0.205856356198837"
"Seltener","2008","66 +","direkter Migrationshintergrund","55","0.144734734865413","0.108836614443934","0.180632855286893"
"Seltener","2008","66 +","indirekter Migrationshintergrund","1","","",""
"Seltener","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","17-34","kein Migrationshintergrund","330","0.0986201463100861","0.0885954055962688","0.108644887023903"
"Nie","2008","17-34","direkter Migrationshintergrund","89","0.202137799921525","0.161106819535167","0.243168780307883"
"Nie","2008","17-34","indirekter Migrationshintergrund","69","0.097597782887774","0.073061996268408","0.12213356950714"
"Nie","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","35-65","kein Migrationshintergrund","2900","0.32091122150458","0.311424000934622","0.330398442074537"
"Nie","2008","35-65","direkter Migrationshintergrund","613","0.512263333253154","0.483548193163523","0.540978473342785"
"Nie","2008","35-65","indirekter Migrationshintergrund","52","0.300408850748371","0.235563925817768","0.365253775678975"
"Nie","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","66 +","kein Migrationshintergrund","2901","0.77397399968084","0.760828669314213","0.787119330047467"
"Nie","2008","66 +","direkter Migrationshintergrund","305","0.844036932207771","0.807017775813164","0.881056088602377"
"Nie","2008","66 +","indirekter Migrationshintergrund","9","","",""
"Nie","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2009","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2009","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2009","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2009","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2009","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2009","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2009","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2009","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2009","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2009","17-34","kein Migrationshintergrund","466","0.151898238797866","0.139360157516899","0.164436320078832"
"Min 1x pro Woche","2009","17-34","direkter Migrationshintergrund","32","0.116361035713256","0.0796450240697275","0.153077047356784"
"Min 1x pro Woche","2009","17-34","indirekter Migrationshintergrund","71","0.136798030516807","0.107032800413807","0.166563260619806"
"Min 1x pro Woche","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2009","35-65","kein Migrationshintergrund","280","0.0309749245933166","0.0273213823953253","0.0346284667913079"
"Min 1x pro Woche","2009","35-65","direkter Migrationshintergrund","17","","",""
"Min 1x pro Woche","2009","35-65","indirekter Migrationshintergrund","6","","",""
"Min 1x pro Woche","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2009","66 +","kein Migrationshintergrund","95","0.0264454436665257","0.0213377272807995","0.0315531600522519"
"Min 1x pro Woche","2009","66 +","direkter Migrationshintergrund","8","","",""
"Min 1x pro Woche","2009","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2009","17-34","kein Migrationshintergrund","1198","0.384688427074526","0.367692970681934","0.401683883467119"
"Min 1x pro Monat","2009","17-34","direkter Migrationshintergrund","88","0.322007216138284","0.268506497116739","0.375507935159829"
"Min 1x pro Monat","2009","17-34","indirekter Migrationshintergrund","187","0.387317899260597","0.345122559253475","0.429513239267719"
"Min 1x pro Monat","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2009","35-65","kein Migrationshintergrund","1317","0.157016573418382","0.149344305554613","0.164688841282151"
"Min 1x pro Monat","2009","35-65","direkter Migrationshintergrund","102","0.0952245796753121","0.0772201176547168","0.113229041695907"
"Min 1x pro Monat","2009","35-65","indirekter Migrationshintergrund","34","0.165590952328606","0.11259716077636","0.218584743880853"
"Min 1x pro Monat","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2009","66 +","kein Migrationshintergrund","230","0.0470278873345559","0.0402889870640376","0.0537667876050741"
"Min 1x pro Monat","2009","66 +","direkter Migrationshintergrund","18","","",""
"Min 1x pro Monat","2009","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","17-34","kein Migrationshintergrund","1272","0.394619030412707","0.377545075742951","0.411692985082464"
"Seltener","2009","17-34","direkter Migrationshintergrund","117","0.411077655711215","0.354739161845316","0.467416149577114"
"Seltener","2009","17-34","indirekter Migrationshintergrund","216","0.414900808065316","0.372223206945865","0.457578409184768"
"Seltener","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","35-65","kein Migrationshintergrund","5144","0.592346529868062","0.581983780672989","0.602709279063135"
"Seltener","2009","35-65","direkter Migrationshintergrund","482","0.455524425668668","0.424976603380295","0.486072247957041"
"Seltener","2009","35-65","indirekter Migrationshintergrund","111","0.614861214805459","0.54548439846798","0.684238031142938"
"Seltener","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","66 +","kein Migrationshintergrund","1085","0.269918276516908","0.255787270437551","0.284049282596266"
"Seltener","2009","66 +","direkter Migrationshintergrund","54","0.166116100044487","0.126201340686553","0.206030859402422"
"Seltener","2009","66 +","indirekter Migrationshintergrund","2","","",""
"Seltener","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","17-34","kein Migrationshintergrund","212","0.0687943037149008","0.0599527257507053","0.0776358816790962"
"Nie","2009","17-34","direkter Migrationshintergrund","56","0.150554092437246","0.109606494753177","0.191501690121314"
"Nie","2009","17-34","indirekter Migrationshintergrund","38","0.06098326215728","0.0402553717666154","0.0817111525479445"
"Nie","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","35-65","kein Migrationshintergrund","1897","0.219661972120239","0.210931045941576","0.228392898298903"
"Nie","2009","35-65","direkter Migrationshintergrund","420","0.431376022187129","0.400996859107585","0.461755185266672"
"Nie","2009","35-65","indirekter Migrationshintergrund","38","0.211246983428644","0.15305234642807","0.269441620429217"
"Nie","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","66 +","kein Migrationshintergrund","2381","0.65660839248201","0.641493006143723","0.671723778820297"
"Nie","2009","66 +","direkter Migrationshintergrund","254","0.778428488161216","0.733889414638658","0.822967561683774"
"Nie","2009","66 +","indirekter Migrationshintergrund","4","","",""
"Nie","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2010","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2010","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2010","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2010","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2010","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2010","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2010","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2010","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2010","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2010","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2010","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2010","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2010","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2010","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2010","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2010","17-34","kein Migrationshintergrund","","","",""
