year,migback,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.15383,632,4069,0.14275,0.16492
2012,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.03446,187,4069,0.02886,0.04007
2012,No migration background,Second Stage of Tertiary Education,Others,0.01401,51,4069,0.01040,0.01762
2012,Direct migration background,Primary Level,Not leaning towards specific party,0.69707,74,74,0.59166,0.80249
2012,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.69058,322,401,0.64528,0.73588
2012,Direct migration background,Lower Secondary Level,SPD,0.06161,31,401,0.03804,0.08517
2012,Direct migration background,Lower Secondary Level,CDU/CSU,0.08926,48,401,0.06131,0.11720
2012,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.64091,530,714,0.60570,0.67613
2012,Direct migration background,Upper Secondary Level,SPD,0.10028,87,714,0.07824,0.12233
2012,Direct migration background,Upper Secondary Level,CDU/CSU,0.08742,97,714,0.06669,0.10815
2012,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.52398,145,177,0.45019,0.59776
2012,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.12188,32,177,0.07355,0.17021
2012,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.51799,44,44,0.36864,0.66734
2012,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.51443,224,337,0.46099,0.56787
2012,Direct migration background,Second Stage of Tertiary Education,SPD,0.10390,44,337,0.07127,0.13653
2012,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.13318,69,337,0.09685,0.16951
2012,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.31226,41,41,0.16864,0.45587
2012,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.61876,107,107,0.52630,0.71122
2012,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.64962,243,283,0.59394,0.70531
2012,Indirect migration background,Upper Secondary Level,SPD,0.12062,40,283,0.08261,0.15864
2012,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.55987,33,33,0.38788,0.73187
2012,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.35400,50,50,0.22010,0.48790
2013,No migration background,Pre-primary Level,Not leaning towards specific party,0.30615,146,146,0.23113,0.38117
2013,No migration background,Primary Level,Not leaning towards specific party,0.62579,89,89,0.52468,0.72689
2013,No migration background,Lower Secondary Level,Not leaning towards specific party,0.56294,899,1326,0.53623,0.58964
2013,No migration background,Lower Secondary Level,SPD,0.13326,193,1326,0.11496,0.15156
2013,No migration background,Lower Secondary Level,CDU/CSU,0.15451,234,1326,0.13505,0.17398
2013,No migration background,Upper Secondary Level,Not leaning towards specific party,0.52903,4950,8462,0.51840,0.53967
2013,No migration background,Upper Secondary Level,SPD,0.13480,1216,8462,0.12753,0.14208
2013,No migration background,Upper Secondary Level,CDU/CSU,0.17633,1598,8462,0.16821,0.18445
2013,No migration background,Upper Secondary Level,FDP,0.00650,74,8462,0.00479,0.00821
2013,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.03783,339,8462,0.03376,0.04189
2013,No migration background,Upper Secondary Level,PDS/Linke,0.02009,184,8462,0.01710,0.02307
2013,No migration background,Upper Secondary Level,Far right parties,0.00657,41,8462,0.00485,0.00830
2013,No migration background,Upper Secondary Level,Others,0.00712,60,8462,0.00533,0.00891
2013,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.43697,442,827,0.40314,0.47080
2013,No migration background,Post-secondary Non-tertiary Level,SPD,0.10896,122,827,0.08771,0.13021
2013,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.16276,163,827,0.13759,0.18794
2013,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09701,100,827,0.07683,0.11720
2013,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.47972,613,1157,0.45092,0.50852
2013,No migration background,First Stage of Tertiary Education,SPD,0.16661,196,1157,0.14513,0.18809
2013,No migration background,First Stage of Tertiary Education,CDU/CSU,0.20336,279,1157,0.18016,0.22656
2013,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04711,69,1157,0.03490,0.05933
2013,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.34810,1517,4032,0.33339,0.36281
2013,No migration background,Second Stage of Tertiary Education,SPD,0.14520,620,4032,0.13432,0.15607
2013,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.20847,909,4032,0.19593,0.22101
2013,No migration background,Second Stage of Tertiary Education,FDP,0.02225,109,4032,0.01770,0.02681
2013,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.14789,633,4032,0.13693,0.15885
2013,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.03028,177,4032,0.02499,0.03557
2013,No migration background,Second Stage of Tertiary Education,Others,0.00854,34,4032,0.00570,0.01138
2013,No migration background,Second Stage of Tertiary Education,Party combinations,0.00843,33,4032,0.00561,0.01125
2013,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.64139,79,79,0.53496,0.74783
2013,Direct migration background,Primary Level,Not leaning towards specific party,0.71651,259,299,0.66534,0.76768
2013,Direct migration background,Primary Level,SPD,0.12553,40,299,0.08791,0.16315
2013,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.71587,918,1126,0.68952,0.74223
2013,Direct migration background,Lower Secondary Level,SPD,0.10399,106,1126,0.08615,0.12183
2013,Direct migration background,Lower Secondary Level,CDU/CSU,0.09751,102,1126,0.08017,0.11484
2013,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.67528,1372,1776,0.65350,0.69707
2013,Direct migration background,Upper Secondary Level,SPD,0.09864,163,1776,0.08477,0.11251
2013,Direct migration background,Upper Secondary Level,CDU/CSU,0.10475,206,1776,0.09051,0.11900
2013,Direct migration background,Upper Secondary Level,Bündnis90/Grüne,0.01231,35,1776,0.00718,0.01744
2013,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.62761,466,630,0.58983,0.66539
2013,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.12124,67,630,0.09573,0.14675
2013,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.13991,97,630,0.11280,0.16702
2013,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.47404,47,47,0.32974,0.61833
2013,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.55985,751,1072,0.53012,0.58958
2013,Direct migration background,Second Stage of Tertiary Education,SPD,0.10023,98,1072,0.08224,0.11821
2013,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.13365,151,1072,0.11327,0.15402
2013,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.09666,72,1072,0.07896,0.11436
2013,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.44923,90,90,0.34588,0.55257
2013,Indirect migration background,Primary Level,Not leaning towards specific party,0.77705,34,34,0.63504,0.91906
2013,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.64252,270,315,0.58951,0.69553
2013,Indirect migration background,Lower Secondary Level,SPD,0.12312,45,315,0.08678,0.15947
2013,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.66179,463,591,0.62362,0.69997
2013,Indirect migration background,Upper Secondary Level,SPD,0.12426,86,591,0.09764,0.15088
2013,Indirect migration background,Upper Secondary Level,CDU/CSU,0.04860,42,591,0.03125,0.06595
2013,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.48473,61,61,0.35827,0.61119
2013,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.40159,121,202,0.33382,0.46936
2013,Indirect migration background,Second Stage of Tertiary Education,SPD,0.14751,42,202,0.09849,0.19654
2013,Indirect migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.14464,39,202,0.09602,0.19327
2014,No migration background,Pre-primary Level,Not leaning towards specific party,0.31977,179,179,0.25126,0.38829
2014,No migration background,Primary Level,Not leaning towards specific party,0.75478,135,135,0.68193,0.82762
2014,No migration background,Lower Secondary Level,Not leaning towards specific party,0.57221,1080,1598,0.54795,0.59648
2014,No migration background,Lower Secondary Level,SPD,0.16129,228,1598,0.14325,0.17933
2014,No migration background,Lower Secondary Level,CDU/CSU,0.17098,251,1598,0.15251,0.18944
2014,No migration background,Lower Secondary Level,PDS/Linke,0.01868,39,1598,0.01204,0.02533
2014,No migration background,Upper Secondary Level,Not leaning towards specific party,0.52638,5427,9818,0.51651,0.53626
2014,No migration background,Upper Secondary Level,SPD,0.15423,1430,9818,0.14709,0.16138
2014,No migration background,Upper Secondary Level,CDU/CSU,0.20936,1987,9818,0.20131,0.21741
2014,No migration background,Upper Secondary Level,FDP,0.00633,74,9818,0.00476,0.00790
2014,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.03004,351,9818,0.02666,0.03342
2014,No migration background,Upper Secondary Level,PDS/Linke,0.03263,333,9818,0.02912,0.03615
2014,No migration background,Upper Secondary Level,Far right parties,0.00697,56,9818,0.00532,0.00862
2014,No migration background,Upper Secondary Level,AfD,0.00748,89,9818,0.00578,0.00918
2014,No migration background,Upper Secondary Level,Others,0.00655,71,9818,0.00496,0.00815
2014,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.43237,563,1220,0.40455,0.46018
2014,No migration background,Post-secondary Non-tertiary Level,SPD,0.16179,201,1220,0.14112,0.18246
2014,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.20383,250,1220,0.18121,0.22644
2014,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.10754,158,1220,0.09015,0.12493
2014,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.03988,48,1220,0.02889,0.05086
2014,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.45652,631,1334,0.42978,0.48326
2014,No migration background,First Stage of Tertiary Education,SPD,0.16606,210,1334,0.14608,0.18603
2014,No migration background,First Stage of Tertiary Education,CDU/CSU,0.23884,369,1334,0.21595,0.26173
2014,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.05733,86,1334,0.04485,0.06981
2014,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02056,38,1334,0.01294,0.02817
2014,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.33382,1652,4749,0.32041,0.34723
2014,No migration background,Second Stage of Tertiary Education,SPD,0.15851,731,4749,0.14812,0.16890
2014,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.23096,1094,4749,0.21897,0.24295
2014,No migration background,Second Stage of Tertiary Education,FDP,0.02891,134,4749,0.02414,0.03367
2014,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.15713,773,4749,0.14677,0.16748
2014,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04558,254,4749,0.03965,0.05152
2014,No migration background,Second Stage of Tertiary Education,AfD,0.01011,41,4749,0.00727,0.01296
2014,No migration background,Second Stage of Tertiary Education,Others,0.00682,34,4749,0.00448,0.00916
2014,No migration background,Second Stage of Tertiary Education,Party combinations,0.01035,36,4749,0.00747,0.01323
2014,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.50365,49,49,0.36221,0.64510
2014,Direct migration background,Primary Level,Not leaning towards specific party,0.77111,235,235,0.71728,0.82493
2014,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.72747,821,996,0.69981,0.75514
2014,Direct migration background,Lower Secondary Level,SPD,0.09659,74,996,0.07824,0.11495
2014,Direct migration background,Lower Secondary Level,CDU/CSU,0.12433,101,996,0.10382,0.14483
2014,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.68457,1311,1801,0.66310,0.70603
2014,Direct migration background,Upper Secondary Level,SPD,0.11212,171,1801,0.09754,0.12669
2014,Direct migration background,Upper Secondary Level,CDU/CSU,0.12150,230,1801,0.10641,0.13659
2014,Direct migration background,Upper Secondary Level,Bündnis90/Grüne,0.02811,40,1801,0.02047,0.03575
2014,Direct migration background,Upper Secondary Level,PDS/Linke,0.02374,49,1801,0.01671,0.03078
2014,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.65135,426,582,0.61260,0.69010
2014,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.13196,76,582,0.10444,0.15948
2014,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.12175,80,582,0.09516,0.14834
2014,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.64650,67,67,0.53117,0.76184
2014,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.63182,733,1114,0.60349,0.66016
