"party","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Sonstige","2004","35-65 Jahre alt","kein Migrationshintergrund","52","0.00508961535556359","0.00373007490316789","0.0064491558079593"
"Sonstige","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2004","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2004","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2005","16-34 Jahre alt","kein Migrationshintergrund","2757","0.654493432475655","0.639988809330164","0.668998055621146"
"keine PI","2005","16-34 Jahre alt","direkter Migrationshintergrund","415","0.775511547141077","0.740089339517745","0.810933754764409"
"keine PI","2005","16-34 Jahre alt","indirekter Migrationshintergrund","519","0.80174065494956","0.771415862427319","0.832065447471802"
"keine PI","2005","35-65 Jahre alt","kein Migrationshintergrund","5158","0.542002932851528","0.532217181041795","0.551788684661262"
"keine PI","2005","35-65 Jahre alt","direkter Migrationshintergrund","1029","0.712591433436624","0.689496206515711","0.735686660357537"
"keine PI","2005","35-65 Jahre alt","indirekter Migrationshintergrund","91","0.567353720991946","0.489357119077958","0.645350322905935"
"keine PI","2005","66 und älter","kein Migrationshintergrund","1424","0.417257165334403","0.400699374312819","0.433814956355987"
"keine PI","2005","66 und älter","direkter Migrationshintergrund","201","0.509048368980656","0.458109874178891","0.559986863782421"
"keine PI","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2005","16-34 Jahre alt","kein Migrationshintergrund","464","0.109757056683962","0.100222595706715","0.119291517661208"
"CDU/CSU","2005","16-34 Jahre alt","direkter Migrationshintergrund","66","0.109021066907759","0.0825620674056037","0.135480066409915"
"CDU/CSU","2005","16-34 Jahre alt","indirekter Migrationshintergrund","33","0.0463088040981049","0.0303242796246018","0.0622933285716081"
"CDU/CSU","2005","35-65 Jahre alt","kein Migrationshintergrund","1923","0.176676022904548","0.169185084623037","0.184166961186059"
"CDU/CSU","2005","35-65 Jahre alt","direkter Migrationshintergrund","185","0.108112083087929","0.0922651823110204","0.123958983864838"
"CDU/CSU","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2005","66 und älter","kein Migrationshintergrund","973","0.291780932144175","0.27651672378431","0.30704514050404"
"CDU/CSU","2005","66 und älter","direkter Migrationshintergrund","95","0.296521077563939","0.249983844442626","0.343058310685252"
"CDU/CSU","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2005","16-34 Jahre alt","kein Migrationshintergrund","418","0.1076891464601","0.0982339685561264","0.117144324364074"
"SPD","2005","16-34 Jahre alt","direkter Migrationshintergrund","35","0.06683564825472","0.0456340969699641","0.0880371995394759"
"SPD","2005","16-34 Jahre alt","indirekter Migrationshintergrund","81","0.09561546045494","0.0732486181158363","0.117982302794044"
"SPD","2005","35-65 Jahre alt","kein Migrationshintergrund","1736","0.173344867919784","0.165909889584225","0.180779846255344"
"SPD","2005","35-65 Jahre alt","direkter Migrationshintergrund","198","0.132346931291915","0.115053464178803","0.149640398405027"
"SPD","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","2005","66 und älter","kein Migrationshintergrund","742","0.229669214725466","0.215545398953273","0.243793030497658"
"SPD","2005","66 und älter","direkter Migrationshintergrund","57","0.153442901627337","0.116719004848557","0.190166798406117"
"SPD","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2005","16-34 Jahre alt","kein Migrationshintergrund","95","0.0242510251281243","0.0195590062346248","0.0289430440216239"
"FDP","2005","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2005","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2005","35-65 Jahre alt","kein Migrationshintergrund","208","0.015636315649027","0.013199587748125","0.0180730435499291"
"FDP","2005","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2005","66 und älter","kein Migrationshintergrund","73","0.0173431397681278","0.0129595810181136","0.021726698518142"
"FDP","2005","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2005","16-34 Jahre alt","kein Migrationshintergrund","247","0.068631009860335","0.0609193701460448","0.0763426495746251"
"Grüne","2005","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2005","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2005","35-65 Jahre alt","kein Migrationshintergrund","594","0.0580051982783415","0.0534140666842106","0.0625963298724724"
"Grüne","2005","35-65 Jahre alt","direkter Migrationshintergrund","32","0.02397507092536","0.0161684608757814","0.0317816809749387"
"Grüne","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2005","66 und älter","kein Migrationshintergrund","45","0.0106558886292218","0.00720818006858969","0.0141035971898539"
"Grüne","2005","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2005","16-34 Jahre alt","kein Migrationshintergrund","72","0.0138086957135844","0.0102492484419952","0.0173681429851736"
"PDS/Linke","2005","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2005","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2005","35-65 Jahre alt","kein Migrationshintergrund","226","0.0182128806451674","0.0155864858090553","0.0208392754812795"
"PDS/Linke","2005","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2005","66 und älter","kein Migrationshintergrund","131","0.0279233656136989","0.0223911874548221","0.0334555437725757"
"PDS/Linke","2005","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2005","16-34 Jahre alt","kein Migrationshintergrund","65","0.0188850099288426","0.0147331354629231","0.0230368843947622"
"Rechtsextrem","2005","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2005","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2005","35-65 Jahre alt","kein Migrationshintergrund","58","0.00873170564171458","0.00690441688882996","0.0105589943945992"
"Rechtsextrem","2005","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2005","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2005","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2005","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2005","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2005","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2005","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2005","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2005","66 und älter","kein Migrationshintergrund","","","",""
"AfD","2005","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2005","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","2005","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2005","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2005","35-65 Jahre alt","kein Migrationshintergrund","55","0.0073900761098886","0.00570788322364011","0.0090722689961371"
"Sonstige","2005","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2005","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2005","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2006","16-34 Jahre alt","kein Migrationshintergrund","2397","0.598213146493755","0.582922341071307","0.613503951916203"
"keine PI","2006","16-34 Jahre alt","direkter Migrationshintergrund","387","0.714326744931986","0.676119634362667","0.752533855501305"
"keine PI","2006","16-34 Jahre alt","indirekter Migrationshintergrund","457","0.753670128419789","0.719917304341072","0.787422952498505"
"keine PI","2006","35-65 Jahre alt","kein Migrationshintergrund","5123","0.495375274721463","0.485913325330887","0.504837224112038"
"keine PI","2006","35-65 Jahre alt","direkter Migrationshintergrund","990","0.682355023336217","0.658400332112675","0.706309714559759"
"keine PI","2006","35-65 Jahre alt","indirekter Migrationshintergrund","104","0.59584422507833","0.524550196043649","0.667138254113012"
"keine PI","2006","66 und älter","kein Migrationshintergrund","1724","0.42502340852694","0.40979106734434","0.440255749709539"
"keine PI","2006","66 und älter","direkter Migrationshintergrund","237","0.580376785948703","0.531771302455905","0.628982269441502"
"keine PI","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2006","16-34 Jahre alt","kein Migrationshintergrund","507","0.121751992420517","0.111553143716199","0.131950841124834"
"CDU/CSU","2006","16-34 Jahre alt","direkter Migrationshintergrund","61","0.10208314315364","0.0764763008264423","0.127689985480837"
"CDU/CSU","2006","16-34 Jahre alt","indirekter Migrationshintergrund","36","0.0460363817507437","0.0296200007898442","0.0624527627116433"
"CDU/CSU","2006","35-65 Jahre alt","kein Migrationshintergrund","2265","0.197167438306115","0.189638057182108","0.204696819430122"
"CDU/CSU","2006","35-65 Jahre alt","direkter Migrationshintergrund","179","0.104899214456748","0.0891326717353611","0.120665757178134"
"CDU/CSU","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2006","66 und älter","kein Migrationshintergrund","1160","0.288615972889393","0.274653980789879","0.302577964988908"
"CDU/CSU","2006","66 und älter","direkter Migrationshintergrund","89","0.217329823036546","0.176708921853743","0.257950724219349"
"CDU/CSU","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2006","16-34 Jahre alt","kein Migrationshintergrund","533","0.143980029440499","0.133030445897509","0.154929612983488"
"SPD","2006","16-34 Jahre alt","direkter Migrationshintergrund","58","0.12441152455395","0.0964962905633538","0.152326758544547"
"SPD","2006","16-34 Jahre alt","indirekter Migrationshintergrund","93","0.127803968801073","0.101649846649623","0.153958090952522"
"SPD","2006","35-65 Jahre alt","kein Migrationshintergrund","1973","0.181137300999271","0.173848792154901","0.188425809843642"
"SPD","2006","35-65 Jahre alt","direkter Migrationshintergrund","210","0.1564266258209","0.137735685304577","0.175117566337223"
"SPD","2006","35-65 Jahre alt","indirekter Migrationshintergrund","32","0.119419171096795","0.0723069004392981","0.166531441754293"
"SPD","2006","66 und älter","kein Migrationshintergrund","855","0.222631469964858","0.209812831281243","0.235450108648472"
"SPD","2006","66 und älter","direkter Migrationshintergrund","57","0.171836762066576","0.134681826496227","0.208991697636925"
"SPD","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2006","16-34 Jahre alt","kein Migrationshintergrund","105","0.0307638004614824","0.0253781355333944","0.0361494653895704"
"FDP","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2006","35-65 Jahre alt","kein Migrationshintergrund","281","0.0225973754782779","0.0197848598388096","0.0254098911177462"
"FDP","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2006","66 und älter","kein Migrationshintergrund","86","0.0205837854711221","0.0162087515957095","0.0249588193465348"
"FDP","2006","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2006","16-34 Jahre alt","kein Migrationshintergrund","232","0.0584660822357001","0.0511483838440095","0.0657837806273907"
"Grüne","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2006","35-65 Jahre alt","kein Migrationshintergrund","621","0.0576852331152071","0.0532729891356781","0.062097477094736"
"Grüne","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2006","66 und älter","kein Migrationshintergrund","47","0.00858056474573728","0.00573857960885072","0.0114225498826238"
"Grüne","2006","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2006","16-34 Jahre alt","kein Migrationshintergrund","93","0.0218880195301163","0.0173244775797338","0.0264515614804988"
"PDS/Linke","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2006","35-65 Jahre alt","kein Migrationshintergrund","349","0.0313304891135638","0.0280336284152253","0.0346273498119024"
"PDS/Linke","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2006","66 und älter","kein Migrationshintergrund","158","0.0309260399979012","0.0255917604652012","0.0362603195306013"
"PDS/Linke","2006","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2006","16-34 Jahre alt","kein Migrationshintergrund","64","0.01789636404157","0.0137614585627243","0.0220312695204158"
"Rechtsextrem","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
