year,bula_h,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Hesse,No migration background,CDU/CSU,0.17477,205,1069,0.15199,0.19755
2012,Hesse,No migration background,Bündnis90/Grüne,0.10629,123,1069,0.08780,0.12477
2012,Hesse,Direct migration background,Not leaning towards specific party,0.77411,128,128,0.70139,0.84684
2012,Hesse,Indirect migration background,Not leaning towards specific party,0.69396,51,51,0.56622,0.82170
2012,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.55604,545,925,0.52401,0.58808
2012,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.14178,154,925,0.11929,0.16427
2012,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.16796,162,925,0.14385,0.19206
2012,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.06823,64,925,0.05197,0.08449
2012,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.76675,102,102,0.68428,0.84923
2012,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.77123,55,55,0.65920,0.88326
2012,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.55190,1016,1785,0.52882,0.57498
2012,Baden-Wuerttemberg,No migration background,SPD,0.09886,186,1785,0.08501,0.11271
2012,Baden-Wuerttemberg,No migration background,CDU/CSU,0.19859,380,1785,0.18008,0.21711
2012,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.10556,203,1785,0.09130,0.11981
2012,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.67443,242,332,0.62395,0.72492
2012,Baden-Wuerttemberg,Direct migration background,SPD,0.15029,45,332,0.11179,0.18879
2012,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.12683,45,332,0.09098,0.16268
2012,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.69665,110,110,0.61034,0.78295
2012,Bavaria,No migration background,Not leaning towards specific party,0.55897,1416,2594,0.53986,0.57808
2012,Bavaria,No migration background,SPD,0.11241,315,2594,0.10025,0.12457
2012,Bavaria,No migration background,CDU/CSU,0.22195,615,2594,0.20595,0.23794
2012,Bavaria,No migration background,Bündnis90/Grüne,0.06610,199,2594,0.05654,0.07567
2012,Bavaria,No migration background,Others,0.01719,49,2594,0.01219,0.02219
2012,Bavaria,Direct migration background,Not leaning towards specific party,0.75642,249,297,0.70752,0.80532
2012,Bavaria,Direct migration background,CDU/CSU,0.09695,48,297,0.06324,0.13065
2012,Bavaria,Indirect migration background,Not leaning towards specific party,0.74774,109,109,0.66583,0.82966
2012,Berlin,No migration background,Not leaning towards specific party,0.44597,293,693,0.40893,0.48301
2012,Berlin,No migration background,SPD,0.19465,148,693,0.16515,0.22415
2012,Berlin,No migration background,CDU/CSU,0.09693,100,693,0.07488,0.11897
2012,Berlin,No migration background,Bündnis90/Grüne,0.11309,89,693,0.08949,0.13668
2012,Berlin,No migration background,PDS/Linke,0.09549,63,693,0.07359,0.11739
2012,Berlin,Direct migration background,Not leaning towards specific party,0.59425,31,31,0.41854,0.76997
2012,Brandenburg,No migration background,Not leaning towards specific party,0.71511,565,792,0.68365,0.74656
2012,Brandenburg,No migration background,SPD,0.07849,80,792,0.05975,0.09723
2012,Brandenburg,No migration background,CDU/CSU,0.06969,60,792,0.05194,0.08743
2012,Brandenburg,No migration background,PDS/Linke,0.10034,87,792,0.07940,0.12128
2012,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.66513,313,455,0.62172,0.70854
2012,Mecklenburg-Western Pomerania,No migration background,SPD,0.07786,48,455,0.05321,0.10251
2012,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.12765,59,455,0.09695,0.15834
2012,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.08197,35,455,0.05673,0.10720
2012,Saxony,No migration background,Not leaning towards specific party,0.67814,946,1351,0.65322,0.70306
2012,Saxony,No migration background,SPD,0.05909,97,1351,0.04651,0.07167
2012,Saxony,No migration background,CDU/CSU,0.13837,180,1351,0.11995,0.15679
2012,Saxony,No migration background,Bündnis90/Grüne,0.02552,39,1351,0.01710,0.03393
2012,Saxony,No migration background,PDS/Linke,0.07015,89,1351,0.05653,0.08378
2012,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.63458,522,759,0.60030,0.66886
2012,Saxony-Anhalt,No migration background,SPD,0.07639,73,759,0.05748,0.09530
2012,Saxony-Anhalt,No migration background,CDU/CSU,0.12602,101,759,0.10240,0.14965
2012,Saxony-Anhalt,No migration background,PDS/Linke,0.11312,63,759,0.09057,0.13567
2012,Thuringa,No migration background,Not leaning towards specific party,0.68979,595,793,0.65757,0.72200
2012,Thuringa,No migration background,SPD,0.09324,63,793,0.07299,0.11349
2012,Thuringa,No migration background,CDU/CSU,0.11007,86,793,0.08827,0.13187
2012,Thuringa,No migration background,PDS/Linke,0.05046,49,793,0.03522,0.06571
2013,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.51275,267,516,0.46958,0.55592
2013,Schleswig-Holstein,No migration background,SPD,0.17034,103,516,0.13787,0.20280
2013,Schleswig-Holstein,No migration background,CDU/CSU,0.21230,108,516,0.17698,0.24762
2013,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.06750,38,516,0.04583,0.08917
2013,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.67626,131,131,0.59582,0.75669
2013,Hamburg,No migration background,Not leaning towards specific party,0.41515,101,247,0.35357,0.47672
2013,Hamburg,No migration background,SPD,0.19924,63,247,0.14932,0.24915
2013,Hamburg,No migration background,CDU/CSU,0.19657,47,247,0.14690,0.24623
2013,Hamburg,No migration background,Bündnis90/Grüne,0.10524,36,247,0.06689,0.14359
2013,Hamburg,Direct migration background,Not leaning towards specific party,0.70853,110,110,0.62322,0.79385
2013,Lower Saxony,No migration background,Not leaning towards specific party,0.44028,667,1528,0.41538,0.46518
2013,Lower Saxony,No migration background,SPD,0.20843,333,1528,0.18805,0.22880
2013,Lower Saxony,No migration background,CDU/CSU,0.23530,394,1528,0.21403,0.25658
2013,Lower Saxony,No migration background,Bündnis90/Grüne,0.07363,134,1528,0.06053,0.08673
2013,Lower Saxony,Direct migration background,Not leaning towards specific party,0.65077,346,469,0.60758,0.69396
2013,Lower Saxony,Direct migration background,SPD,0.13344,52,469,0.10263,0.16425
2013,Lower Saxony,Direct migration background,CDU/CSU,0.14685,71,469,0.11478,0.17892
2013,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.76039,65,65,0.65582,0.86497
2013,Bremen,No migration background,Not leaning towards specific party,0.52004,45,45,0.37242,0.66766
2013,Bremen,Direct migration background,Not leaning towards specific party,0.73400,52,52,0.61273,0.85527
2013,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.46943,1422,3019,0.45163,0.48724
2013,North Rhine-Westphalia,No migration background,SPD,0.20285,614,3019,0.18850,0.21719
2013,North Rhine-Westphalia,No migration background,CDU/CSU,0.21624,694,3019,0.20155,0.23093
2013,North Rhine-Westphalia,No migration background,FDP,0.01950,69,3019,0.01456,0.02443
2013,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.06269,220,3019,0.05404,0.07134
2013,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.69737,981,1320,0.67258,0.72217
2013,North Rhine-Westphalia,Direct migration background,SPD,0.12394,143,1320,0.10615,0.14172
2013,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.11887,163,1320,0.10141,0.13634
2013,North Rhine-Westphalia,Direct migration background,Bündnis90/Grüne,0.02404,33,1320,0.01577,0.03231
2013,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.66241,324,426,0.61746,0.70737
2013,North Rhine-Westphalia,Indirect migration background,SPD,0.14819,66,426,0.11441,0.18197
2013,North Rhine-Westphalia,Indirect migration background,CDU/CSU,0.08458,36,426,0.05812,0.11103
2013,Hesse,No migration background,Not leaning towards specific party,0.52303,530,1019,0.49235,0.55371
2013,Hesse,No migration background,SPD,0.18979,185,1019,0.16571,0.21388
2013,Hesse,No migration background,CDU/CSU,0.16304,192,1019,0.14035,0.18574
2013,Hesse,No migration background,Bündnis90/Grüne,0.09555,112,1019,0.07749,0.11361
2013,Hesse,Direct migration background,Not leaning towards specific party,0.77790,356,464,0.74004,0.81576
2013,Hesse,Direct migration background,SPD,0.08847,47,464,0.06260,0.11434
2013,Hesse,Direct migration background,CDU/CSU,0.10395,61,464,0.07615,0.13175
2013,Hesse,Indirect migration background,Not leaning towards specific party,0.66879,93,93,0.57262,0.76497
2013,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.56163,516,877,0.52877,0.59449
2013,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.13920,135,877,0.11628,0.16212
2013,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.18552,166,877,0.15977,0.21126
2013,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.06800,60,877,0.05133,0.08467
2013,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.62700,269,361,0.57704,0.67696
2013,"Rhineland-Palatinate, Saarland",Direct migration background,SPD,0.09886,46,361,0.06803,0.12970
2013,"Rhineland-Palatinate, Saarland",Direct migration background,CDU/CSU,0.19869,46,361,0.15747,0.23991
2013,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.69088,79,79,0.58832,0.79344
2013,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.52183,915,1671,0.49787,0.54579
2013,Baden-Wuerttemberg,No migration background,SPD,0.11238,174,1671,0.09723,0.12753
2013,Baden-Wuerttemberg,No migration background,CDU/CSU,0.23206,380,1671,0.21181,0.25231
2013,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.11178,202,1671,0.09667,0.12690
2013,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.65822,596,807,0.62547,0.69096
2013,Baden-Wuerttemberg,Direct migration background,SPD,0.14137,79,807,0.11732,0.16543
2013,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.12109,101,807,0.09856,0.14361
2013,Baden-Wuerttemberg,Direct migration background,Bündnis90/Grüne,0.05051,31,807,0.03539,0.06563
2013,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.70574,217,217,0.64496,0.76651
2013,Bavaria,No migration background,Not leaning towards specific party,0.56364,1373,2460,0.54404,0.58325
2013,Bavaria,No migration background,SPD,0.09830,268,2460,0.08654,0.11007
2013,Bavaria,No migration background,CDU/CSU,0.23735,590,2460,0.22053,0.25417
2013,Bavaria,No migration background,Bündnis90/Grüne,0.06765,197,2460,0.05772,0.07757
2013,Bavaria,No migration background,Others,0.01339,32,2460,0.00885,0.01793
2013,Bavaria,Direct migration background,Not leaning towards specific party,0.75920,738,878,0.73090,0.78750
2013,Bavaria,Direct migration background,SPD,0.06310,42,878,0.04700,0.07919
2013,Bavaria,Direct migration background,CDU/CSU,0.10377,98,878,0.08359,0.12395
2013,Bavaria,Indirect migration background,Not leaning towards specific party,0.68698,185,185,0.61998,0.75399
2013,Berlin,No migration background,Not leaning towards specific party,0.47358,298,676,0.43591,0.51125
2013,Berlin,No migration background,SPD,0.18261,130,676,0.15347,0.21176
2013,Berlin,No migration background,CDU/CSU,0.11433,102,676,0.09032,0.13833
2013,Berlin,No migration background,Bündnis90/Grüne,0.11951,92,676,0.09504,0.14398
2013,Berlin,No migration background,PDS/Linke,0.07785,54,676,0.05764,0.09807
2013,Berlin,Direct migration background,Not leaning towards specific party,0.68099,127,127,0.59960,0.76237
2013,Berlin,Indirect migration background,Not leaning towards specific party,0.54206,31,31,0.36378,0.72035
2013,Brandenburg,No migration background,Not leaning towards specific party,0.69834,489,714,0.66465,0.73203
2013,Brandenburg,No migration background,SPD,0.09032,89,714,0.06928,0.11136
2013,Brandenburg,No migration background,CDU/CSU,0.09614,67,714,0.07451,0.11778
2013,Brandenburg,No migration background,PDS/Linke,0.07990,69,714,0.05999,0.09980
2013,Brandenburg,Direct migration background,Not leaning towards specific party,0.75837,89,89,0.66893,0.84781
2013,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.62284,276,416,0.57621,0.66947
2013,Mecklenburg-Western Pomerania,No migration background,SPD,0.07028,33,416,0.04568,0.09487
2013,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.14792,67,416,0.11376,0.18207
2013,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.09171,40,416,0.06394,0.11948
2013,Saxony,No migration background,Not leaning towards specific party,0.67275,866,1265,0.64688,0.69861
2013,Saxony,No migration background,SPD,0.07543,100,1265,0.06087,0.08998
2013,Saxony,No migration background,CDU/CSU,0.13936,184,1265,0.12026,0.15845
2013,Saxony,No migration background,Bündnis90/Grüne,0.01616,31,1265,0.00921,0.02311
2013,Saxony,No migration background,PDS/Linke,0.06417,84,1265,0.05066,0.07768
2013,Saxony,Direct migration background,Not leaning towards specific party,0.63143,60,60,0.50834,0.75453
2013,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.64751,491,717,0.61252,0.68251
2013,Saxony-Anhalt,No migration background,SPD,0.08629,68,717,0.06572,0.10686
2013,Saxony-Anhalt,No migration background,CDU/CSU,0.12008,103,717,0.09627,0.14389
2013,Saxony-Anhalt,No migration background,PDS/Linke,0.09925,55,717,0.07735,0.12115
2013,Saxony-Anhalt,Direct migration background,Not leaning towards specific party,0.84935,82,82,0.77145,0.92725
2013,Thuringa,No migration background,Not leaning towards specific party,0.65583,534,756,0.62194,0.68972
2013,Thuringa,No migration background,SPD,0.09350,69,756,0.07274,0.11427
2013,Thuringa,No migration background,CDU/CSU,0.15909,110,756,0.13300,0.18518
2013,Thuringa,No migration background,PDS/Linke,0.05093,43,756,0.03525,0.06661
2013,Thuringa,Direct migration background,Not leaning towards specific party,0.81395,33,33,0.67912,0.94878
2014,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.45089,324,649,0.41258,0.48920
2014,Schleswig-Holstein,No migration background,SPD,0.19586,133,649,0.16530,0.22642
2014,Schleswig-Holstein,No migration background,CDU/CSU,0.23331,143,649,0.20074,0.26587
2014,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.06390,49,649,0.04507,0.08274
2014,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.67910,133,133,0.59946,0.75874
2014,Hamburg,No migration background,Not leaning towards specific party,0.41916,107,256,0.35860,0.47972
2014,Hamburg,No migration background,SPD,0.23324,64,256,0.18134,0.28515
2014,Hamburg,No migration background,CDU/CSU,0.18874,45,256,0.14071,0.23676
2014,Hamburg,No migration background,Bündnis90/Grüne,0.09360,40,256,0.05785,0.12935
2014,Hamburg,Direct migration background,Not leaning towards specific party,0.75647,89,89,0.66679,0.84615
2014,Lower Saxony,No migration background,Not leaning towards specific party,0.42003,857,1877,0.39770,0.44237
2014,Lower Saxony,No migration background,SPD,0.22604,423,1877,0.20712,0.24497
2014,Lower Saxony,No migration background,CDU/CSU,0.24001,448,1877,0.22069,0.25934
2014,Lower Saxony,No migration background,Bündnis90/Grüne,0.07055,149,1877,0.05896,0.08214
2014,Lower Saxony,Direct migration background,Not leaning towards specific party,0.72001,353,474,0.67955,0.76047
2014,Lower Saxony,Direct migration background,SPD,0.11692,53,474,0.08796,0.14587
2014,Lower Saxony,Direct migration background,CDU/CSU,0.12700,68,474,0.09699,0.15701
2014,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.68468,70,70,0.57504,0.79432
2014,Bremen,No migration background,Not leaning towards specific party,0.46206,65,65,0.33991,0.58421
