"plh0033","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2008","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Baden-Wuerttemberg","kein Migrationshintergrund","853","0.522149168818331","0.498665460726645","0.545632876910017"
"Einige Sorgen","2008","Baden-Wuerttemberg","direkter Migrationshintergrund","227","","",""
"Einige Sorgen","2008","Baden-Wuerttemberg","indirekter Migrationshintergrund","86","0.479812558199626","0.406212663184675","0.553412453214578"
"Einige Sorgen","2008","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Bayern","kein Migrationshintergrund","1181","","",""
"Einige Sorgen","2008","Bayern","direkter Migrationshintergrund","148","","",""
"Einige Sorgen","2008","Bayern","indirekter Migrationshintergrund","77","0.675961577300152","0.595198567404382","0.756724587195922"
"Einige Sorgen","2008","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","2008","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","2008","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2008","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Berlin","kein Migrationshintergrund","324","0.493204787951509","0.454651473048024","0.531758102854995"
"Einige Sorgen","2008","Berlin","direkter Migrationshintergrund","24","","",""
"Einige Sorgen","2008","Berlin","indirekter Migrationshintergrund","13","","",""
"Einige Sorgen","2008","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Brandenburg","kein Migrationshintergrund","442","0.561932021370234","0.527486594186828","0.596377448553639"
"Einige Sorgen","2008","Brandenburg","direkter Migrationshintergrund","8","0.578225970942457","0.319540053205801","0.836911888679114"
"Einige Sorgen","2008","Brandenburg","indirekter Migrationshintergrund","8","0.820381034674638","0.593532671698329","1.04722939765095"
"Einige Sorgen","2008","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Mecklenburg-Vorpommern","kein Migrationshintergrund","250","","",""
"Einige Sorgen","2008","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Einige Sorgen","2008","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","2008","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Sachsen","kein Migrationshintergrund","768","0.560733037085914","0.534651879155137","0.58681419501669"
"Einige Sorgen","2008","Sachsen","direkter Migrationshintergrund","10","","",""
"Einige Sorgen","2008","Sachsen","indirekter Migrationshintergrund","5","0.739078198077556","0.46690304790358","1.01125334825153"
"Einige Sorgen","2008","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Sachsen-Anhalt","kein Migrationshintergrund","443","0.518502854659756","0.483726509984831","0.553279199334681"
"Einige Sorgen","2008","Sachsen-Anhalt","direkter Migrationshintergrund","9","0.604497623190451","0.338701732338077","0.870293514042825"
"Einige Sorgen","2008","Sachsen-Anhalt","indirekter Migrationshintergrund","5","0.682069573780602","0.33710106171646","1.02703808584474"
"Einige Sorgen","2008","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","Thueringen","kein Migrationshintergrund","468","0.537339692952953","0.503840149119014","0.570839236786892"
"Einige Sorgen","2008","Thueringen","direkter Migrationshintergrund","8","0.245383228129639","0.0276182048779825","0.463148251381295"
"Einige Sorgen","2008","Thueringen","indirekter Migrationshintergrund","6","0.877224275617719","0.649811598453832","1.10463695278161"
"Einige Sorgen","2008","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Schleswig-Holstein","kein Migrationshintergrund","202","","",""
"Keine Sorgen","2008","Schleswig-Holstein","direkter Migrationshintergrund","5","0.0427652524124251","-0.0157035128545394","0.10123401767939"
"Keine Sorgen","2008","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Keine Sorgen","2008","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Hamburg","kein Migrationshintergrund","106","","",""
"Keine Sorgen","2008","Hamburg","direkter Migrationshintergrund","4","0.125501490488934","-0.0129318596887509","0.263934840666619"
"Keine Sorgen","2008","Hamburg","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","2008","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Niedersachsen","kein Migrationshintergrund","563","0.33633125930157","0.312719452489113","0.359943066114027"
"Keine Sorgen","2008","Niedersachsen","direkter Migrationshintergrund","47","0.29005467329041","0.216945879393015","0.363163467187805"
"Keine Sorgen","2008","Niedersachsen","indirekter Migrationshintergrund","8","0.313441393612737","0.180819219034578","0.446063568190896"
"Keine Sorgen","2008","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Bremen","kein Migrationshintergrund","44","0.279340058348444","0.200998064693954","0.357682052002934"
"Keine Sorgen","2008","Bremen","direkter Migrationshintergrund","1","","",""
"Keine Sorgen","2008","Bremen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2008","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Nordrhein-Westfalen","kein Migrationshintergrund","1125","","",""
"Keine Sorgen","2008","Nordrhein-Westfalen","direkter Migrationshintergrund","82","0.138922929524355","0.108964358851677","0.168881500197032"
"Keine Sorgen","2008","Nordrhein-Westfalen","indirekter Migrationshintergrund","49","0.227863695002675","0.171795907934139","0.283931482071211"
"Keine Sorgen","2008","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Hessen","kein Migrationshintergrund","364","0.304807334937589","0.277056510184701","0.332558159690476"
"Keine Sorgen","2008","Hessen","direkter Migrationshintergrund","37","0.169445741700256","0.114793480187636","0.224098003212876"
"Keine Sorgen","2008","Hessen","indirekter Migrationshintergrund","13","","",""
"Keine Sorgen","2008","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","341","0.356709579571242","0.325396255436836","0.388022903705648"
"Keine Sorgen","2008","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","18","","",""
"Keine Sorgen","2008","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","9","0.152838209497452","0.05309984571901","0.252576573275894"
"Keine Sorgen","2008","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Baden-Wuerttemberg","kein Migrationshintergrund","679","0.344293634929732","0.321955731884118","0.366631537975347"
"Keine Sorgen","2008","Baden-Wuerttemberg","direkter Migrationshintergrund","90","0.205864189400398","0.167780243781242","0.243948135019554"
"Keine Sorgen","2008","Baden-Wuerttemberg","indirekter Migrationshintergrund","59","0.295472746671568","0.228257302739608","0.362688190603527"
"Keine Sorgen","2008","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Bayern","kein Migrationshintergrund","791","0.317755396444691","0.298788812593525","0.336721980295857"
"Keine Sorgen","2008","Bayern","direkter Migrationshintergrund","67","0.176524108671832","0.132491004239985","0.220557213103679"
"Keine Sorgen","2008","Bayern","indirekter Migrationshintergrund","23","","",""
"Keine Sorgen","2008","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","2008","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","2008","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2008","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Berlin","kein Migrationshintergrund","132","","",""
"Keine Sorgen","2008","Berlin","direkter Migrationshintergrund","5","0.0676511331812938","-0.00266853495139717","0.137970801313985"
"Keine Sorgen","2008","Berlin","indirekter Migrationshintergrund","3","","",""
"Keine Sorgen","2008","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Brandenburg","kein Migrationshintergrund","140","","",""
"Keine Sorgen","2008","Brandenburg","direkter Migrationshintergrund","3","","",""
"Keine Sorgen","2008","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","2008","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Mecklenburg-Vorpommern","kein Migrationshintergrund","111","","",""
"Keine Sorgen","2008","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Keine Sorgen","2008","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2008","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Sachsen","kein Migrationshintergrund","321","0.205383386029176","0.184153581212954","0.226613190845399"
"Keine Sorgen","2008","Sachsen","direkter Migrationshintergrund","7","0.265069908493428","0.0884882062269175","0.441651610759939"
"Keine Sorgen","2008","Sachsen","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","2008","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Sachsen-Anhalt","kein Migrationshintergrund","141","","",""
"Keine Sorgen","2008","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Keine Sorgen","2008","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2008","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Thueringen","kein Migrationshintergrund","160","","",""
"Keine Sorgen","2008","Thueringen","direkter Migrationshintergrund","4","0.365807650052225","0.12206060875999","0.609554691344459"
"Keine Sorgen","2008","Thueringen","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","2008","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Schleswig-Holstein","kein Migrationshintergrund","70","0.188094574071597","0.152147709097319","0.224041439045875"
"Grosse Sorgen","2009","Schleswig-Holstein","direkter Migrationshintergrund","18","","",""
"Grosse Sorgen","2009","Schleswig-Holstein","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","2009","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Hamburg","kein Migrationshintergrund","29","","",""
"Grosse Sorgen","2009","Hamburg","direkter Migrationshintergrund","3","","",""
"Grosse Sorgen","2009","Hamburg","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2009","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Niedersachsen","kein Migrationshintergrund","273","","",""
"Grosse Sorgen","2009","Niedersachsen","direkter Migrationshintergrund","29","","",""
"Grosse Sorgen","2009","Niedersachsen","indirekter Migrationshintergrund","15","","",""
"Grosse Sorgen","2009","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Bremen","kein Migrationshintergrund","25","","",""
"Grosse Sorgen","2009","Bremen","direkter Migrationshintergrund","3","","",""
"Grosse Sorgen","2009","Bremen","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2009","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Nordrhein-Westfalen","kein Migrationshintergrund","650","0.215912160136331","0.201124532048646","0.230699788224015"
"Grosse Sorgen","2009","Nordrhein-Westfalen","direkter Migrationshintergrund","157","","",""
"Grosse Sorgen","2009","Nordrhein-Westfalen","indirekter Migrationshintergrund","60","0.306513329835197","0.241968152661594","0.371058507008799"
"Grosse Sorgen","2009","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Hessen","kein Migrationshintergrund","167","","",""
"Grosse Sorgen","2009","Hessen","direkter Migrationshintergrund","63","0.429861213816425","0.352668915586032","0.507053512046817"
"Grosse Sorgen","2009","Hessen","indirekter Migrationshintergrund","9","0.153290539752503","0.0621320023273382","0.244449077177669"
"Grosse Sorgen","2009","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","154","","",""
"Grosse Sorgen","2009","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","62","0.461894882123736","0.376522464615211","0.547267299632262"
"Grosse Sorgen","2009","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","20","","",""
"Grosse Sorgen","2009","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Baden-Wuerttemberg","kein Migrationshintergrund","222","","",""
"Grosse Sorgen","2009","Baden-Wuerttemberg","direkter Migrationshintergrund","104","","",""
"Grosse Sorgen","2009","Baden-Wuerttemberg","indirekter Migrationshintergrund","38","0.295280106148239","0.223466356746278","0.3670938555502"
"Grosse Sorgen","2009","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Bayern","kein Migrationshintergrund","425","0.213113412000832","0.196028671483278","0.230198152518387"
"Grosse Sorgen","2009","Bayern","direkter Migrationshintergrund","77","0.307554429869792","0.251568144772483","0.363540714967101"
"Grosse Sorgen","2009","Bayern","indirekter Migrationshintergrund","32","0.282827877220709","0.202910544161457","0.36274521027996"
"Grosse Sorgen","2009","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Saarland","kein Migrationshintergrund","","","",""
"Grosse Sorgen","2009","Saarland","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","2009","Saarland","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2009","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Berlin","kein Migrationshintergrund","153","","",""
"Grosse Sorgen","2009","Berlin","direkter Migrationshintergrund","18","","",""
"Grosse Sorgen","2009","Berlin","indirekter Migrationshintergrund","4","0.206817151001864","0.024699842364666","0.388934459639062"
"Grosse Sorgen","2009","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Brandenburg","kein Migrationshintergrund","194","","",""
"Grosse Sorgen","2009","Brandenburg","direkter Migrationshintergrund","5","0.360352738873513","0.0993707113114178","0.621334766435609"
"Grosse Sorgen","2009","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","2009","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Mecklenburg-Vorpommern","kein Migrationshintergrund","136","","",""
"Grosse Sorgen","2009","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Grosse Sorgen","2009","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2009","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
