"plh0012_h","year","migback","n","percent","lower_confidence","upper_confidence"
"Piratenpartei","2005","indirekter Migrationshintergrund","","","",""
"AfD","2005","kein Migrationshintergrund","","","",""
"AfD","2005","direkter Migrationshintergrund","","","",""
"AfD","2005","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2005","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2005","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2005","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2005","kein Migrationshintergrund","","","",""
"SPD/AfD","2005","direkter Migrationshintergrund","","","",""
"SPD/AfD","2005","indirekter Migrationshintergrund","","","",""
"SPD","2006","kein Migrationshintergrund","3360","0.366834243311828","0.357131237422974","0.376537249200681"
"SPD","2006","direkter Migrationshintergrund","325","0.461594781576124","0.426383015833123","0.496806547319125"
"SPD","2006","indirekter Migrationshintergrund","126","0.449125962060434","0.38746812021064","0.510783803910229"
"CDU","2006","kein Migrationshintergrund","3229","0.331578041571118","0.322099732066875","0.34105635107536"
"CDU","2006","direkter Migrationshintergrund","289","0.328228735272215","0.295062075213632","0.361395395330799"
"CDU","2006","indirekter Migrationshintergrund","43","0.173322511677008","0.126400823472326","0.22024419988169"
"CSU","2006","kein Migrationshintergrund","664","0.072046837094894","0.0668410891208908","0.0772525850688972"
"CSU","2006","direkter Migrationshintergrund","38","0.0439375387970623","0.029461033800907","0.0584140437932176"
"CSU","2006","indirekter Migrationshintergrund","","","",""
"FDP","2006","kein Migrationshintergrund","462","0.0464458977205654","0.0422088924827704","0.0506829029583604"
"FDP","2006","direkter Migrationshintergrund","","","",""
"FDP","2006","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2006","kein Migrationshintergrund","859","0.0843187543261933","0.0787244395228125","0.089913069129574"
"Buendnis90/Gruene","2006","direkter Migrationshintergrund","49","0.0675328678292657","0.0498082413791839","0.0852574942793474"
"Buendnis90/Gruene","2006","indirekter Migrationshintergrund","34","0.202698027638584","0.152865344980788","0.252530710296381"
"Die Linke","2006","kein Migrationshintergrund","583","0.0573331852433614","0.0526526578081303","0.0620137126785926"
"Die Linke","2006","direkter Migrationshintergrund","","","",""
"Die Linke","2006","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2006","kein Migrationshintergrund","128","0.0174853894879176","0.0148465084363655","0.0201242705394697"
"NPD/Republikaner/Die Rechte","2006","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2006","indirekter Migrationshintergrund","","","",""
"Andere","2006","kein Migrationshintergrund","81","0.00981105639639808","0.00782665477533236","0.0117954580174638"
"Andere","2006","direkter Migrationshintergrund","","","",""
"Andere","2006","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2006","kein Migrationshintergrund","38","0.00571453242122015","0.00419692812570884","0.00723213671673146"
"SPD/Buendnis90/Gruene","2006","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2006","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2006","kein Migrationshintergrund","","","",""
"SPD/CDU","2006","direkter Migrationshintergrund","","","",""
"SPD/CDU","2006","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2006","kein Migrationshintergrund","","","",""
"SPD/FDP","2006","direkter Migrationshintergrund","","","",""
"SPD/FDP","2006","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2006","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2006","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2006","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2006","kein Migrationshintergrund","39","0.00425383355760994","0.00294351401367976","0.00556415310154012"
"CDU/CSU","2006","direkter Migrationshintergrund","","","",""
"CDU/CSU","2006","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2006","kein Migrationshintergrund","","","",""
"CDU/FDP","2006","direkter Migrationshintergrund","","","",""
"CDU/FDP","2006","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2006","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2006","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2006","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2006","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2006","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2006","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2006","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2006","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2006","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2006","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2006","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2006","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2006","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2006","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2006","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2006","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2006","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2006","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2006","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2006","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2006","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2006","kein Migrationshintergrund","","","",""
"CSU/FDP","2006","direkter Migrationshintergrund","","","",""
"CSU/FDP","2006","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2006","kein Migrationshintergrund","","","",""
"Gruene/FDP","2006","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2006","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2006","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2006","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2006","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2006","kein Migrationshintergrund","","","",""
"FDP/NPD","2006","direkter Migrationshintergrund","","","",""
"FDP/NPD","2006","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2006","kein Migrationshintergrund","","","",""
"Piratenpartei","2006","direkter Migrationshintergrund","","","",""
"Piratenpartei","2006","indirekter Migrationshintergrund","","","",""
"AfD","2006","kein Migrationshintergrund","","","",""
"AfD","2006","direkter Migrationshintergrund","","","",""
"AfD","2006","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2006","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2006","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2006","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2006","kein Migrationshintergrund","","","",""
"SPD/AfD","2006","direkter Migrationshintergrund","","","",""
"SPD/AfD","2006","indirekter Migrationshintergrund","","","",""
"SPD","2007","kein Migrationshintergrund","2792","0.362384019437415","0.351870347198667","0.372897691676162"
"SPD","2007","direkter Migrationshintergrund","243","0.437579191166454","0.397784975768095","0.477373406564813"
"SPD","2007","indirekter Migrationshintergrund","109","0.439166792773726","0.373587254016415","0.504746331531037"
"CDU","2007","kein Migrationshintergrund","2634","0.318312604044791","0.308124112996462","0.32850109509312"
"CDU","2007","direkter Migrationshintergrund","226","0.305580404633944","0.268628684500235","0.342532124767652"
"CDU","2007","indirekter Migrationshintergrund","45","0.176602707712127","0.126213196358505","0.226992219065749"
"CSU","2007","kein Migrationshintergrund","577","0.0781786832153729","0.0723070642120127","0.084050302218733"
"CSU","2007","direkter Migrationshintergrund","34","0.0637378797646441","0.044142284617582","0.0833334749117062"
"CSU","2007","indirekter Migrationshintergrund","","","",""
"FDP","2007","kein Migrationshintergrund","426","0.0430511644409151","0.0386117352958972","0.047490593585933"
"FDP","2007","direkter Migrationshintergrund","","","",""
"FDP","2007","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2007","kein Migrationshintergrund","800","0.10017074497951","0.0936041410143103","0.106737348944709"
"Buendnis90/Gruene","2007","direkter Migrationshintergrund","43","0.0839065974481646","0.0616669008453816","0.106146294050948"
"Buendnis90/Gruene","2007","indirekter Migrationshintergrund","","","",""
"Die Linke","2007","kein Migrationshintergrund","522","0.0603133810040685","0.0551063678242971","0.0655203941838398"
"Die Linke","2007","direkter Migrationshintergrund","","","",""
"Die Linke","2007","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2007","kein Migrationshintergrund","112","0.017036196295249","0.0142058120443161","0.0198665805461819"
"NPD/Republikaner/Die Rechte","2007","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2007","indirekter Migrationshintergrund","","","",""
"Andere","2007","kein Migrationshintergrund","71","0.00839587135587523","0.00640018462694438","0.0103915580848061"
"Andere","2007","direkter Migrationshintergrund","","","",""
"Andere","2007","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2007","kein Migrationshintergrund","33","0.0047253060287194","0.00322535607332048","0.00622525598411831"
"SPD/Buendnis90/Gruene","2007","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2007","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2007","kein Migrationshintergrund","","","",""
"SPD/CDU","2007","direkter Migrationshintergrund","","","",""
"SPD/CDU","2007","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2007","kein Migrationshintergrund","","","",""
"SPD/FDP","2007","direkter Migrationshintergrund","","","",""
"SPD/FDP","2007","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2007","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2007","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2007","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2007","kein Migrationshintergrund","31","0.0024918537991154","0.00140139358971018","0.00358231400852061"
"CDU/CSU","2007","direkter Migrationshintergrund","","","",""
"CDU/CSU","2007","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2007","kein Migrationshintergrund","","","",""
"CDU/FDP","2007","direkter Migrationshintergrund","","","",""
"CDU/FDP","2007","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2007","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2007","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2007","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2007","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2007","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2007","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2007","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2007","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2007","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2007","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2007","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2007","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2007","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2007","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2007","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2007","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2007","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2007","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2007","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2007","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2007","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2007","kein Migrationshintergrund","","","",""
"CSU/FDP","2007","direkter Migrationshintergrund","","","",""
"CSU/FDP","2007","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2007","kein Migrationshintergrund","","","",""
"Gruene/FDP","2007","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2007","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2007","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2007","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2007","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2007","kein Migrationshintergrund","","","",""
"FDP/NPD","2007","direkter Migrationshintergrund","","","",""
"FDP/NPD","2007","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2007","kein Migrationshintergrund","","","",""
"Piratenpartei","2007","direkter Migrationshintergrund","","","",""
"Piratenpartei","2007","indirekter Migrationshintergrund","","","",""
"AfD","2007","kein Migrationshintergrund","","","",""
"AfD","2007","direkter Migrationshintergrund","","","",""
"AfD","2007","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2007","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2007","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2007","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2007","kein Migrationshintergrund","","","",""
"SPD/AfD","2007","direkter Migrationshintergrund","","","",""
"SPD/AfD","2007","indirekter Migrationshintergrund","","","",""
"SPD","2008","kein Migrationshintergrund","2482","0.340399977818113","0.329743362368912","0.351056593267313"
"SPD","2008","direkter Migrationshintergrund","216","0.411088285312792","0.370445211983886","0.451731358641698"
"SPD","2008","indirekter Migrationshintergrund","99","0.412327658616167","0.347574573727648","0.477080743504686"
"CDU","2008","kein Migrationshintergrund","2613","0.338942235798947","0.328296718939248","0.349587752658647"
"CDU","2008","direkter Migrationshintergrund","236","0.366916351761199","0.32710490363887","0.406727799883527"
"CDU","2008","indirekter Migrationshintergrund","50","0.211963804525968","0.15820178928791","0.265725819764026"
"CSU","2008","kein Migrationshintergrund","529","0.07190399629935","0.066094250007343","0.077713742591357"
"CSU","2008","direkter Migrationshintergrund","","","",""
"CSU","2008","indirekter Migrationshintergrund","","","",""
"FDP","2008","kein Migrationshintergrund","410","0.0452472613084056","0.0405728620201594","0.0499216605966518"
"FDP","2008","direkter Migrationshintergrund","","","",""
"FDP","2008","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2008","kein Migrationshintergrund","736","0.0990925258128544","0.0923729053161837","0.105812146309525"
"Buendnis90/Gruene","2008","direkter Migrationshintergrund","32","0.0734529912392958","0.0519037310002906","0.095002251478301"
"Buendnis90/Gruene","2008","indirekter Migrationshintergrund","","","",""
"Die Linke","2008","kein Migrationshintergrund","568","0.066689172670973","0.0610783696929743","0.0722999756489717"
"Die Linke","2008","direkter Migrationshintergrund","","","",""
"Die Linke","2008","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2008","kein Migrationshintergrund","99","0.014603482754877","0.0119056319151531","0.0173013335946009"
"NPD/Republikaner/Die Rechte","2008","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2008","indirekter Migrationshintergrund","","","",""
