year,pgisced97,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Lower Secondary Level,Rural regions,Vocational Training,0.10159,141,1085,0.08361,0.11958
2012,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05160,61,1085,0.03843,0.06477
2012,Lower Secondary Level,Rural regions,Not Employed,0.60206,628,1085,0.57293,0.63120
2012,Upper Secondary Level,Urban regions,Full-Time Employment,0.36773,2813,7976,0.35714,0.37831
2012,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10533,1164,7976,0.09859,0.11206
2012,Upper Secondary Level,Urban regions,Vocational Training,0.01329,97,7976,0.01077,0.01580
2012,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06396,547,7976,0.05859,0.06933
2012,Upper Secondary Level,Urban regions,Not Employed,0.44894,3355,7976,0.43802,0.45985
2012,Upper Secondary Level,Rural regions,Full-Time Employment,0.38842,2082,5565,0.37561,0.40122
2012,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.11324,810,5565,0.10491,0.12157
2012,Upper Secondary Level,Rural regions,Vocational Training,0.01425,74,5565,0.01114,0.01737
2012,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05325,352,5565,0.04735,0.05915
2012,Upper Secondary Level,Rural regions,Not Employed,0.42956,2247,5565,0.41656,0.44257
2012,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.50335,597,1396,0.47712,0.52959
2012,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.16711,346,1396,0.14754,0.18669
2012,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04902,87,1396,0.03769,0.06036
2012,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.26867,366,1396,0.24541,0.29193
2012,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.56646,269,550,0.52500,0.60791
2012,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.15325,114,550,0.12312,0.18338
2012,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.03633,37,550,0.02068,0.05199
2012,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.22794,130,550,0.19285,0.26303
2012,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.54812,560,1038,0.51783,0.57841
2012,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09612,137,1038,0.07818,0.11406
2012,First Stage of Tertiary Education,Urban regions,Not Employed,0.33739,341,1038,0.30862,0.36617
2012,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.50737,376,715,0.47069,0.54404
2012,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09855,98,715,0.07669,0.12041
2012,First Stage of Tertiary Education,Rural regions,Not Employed,0.36203,241,715,0.32678,0.39728
2012,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.54264,2236,4382,0.52789,0.55739
2012,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11718,717,4382,0.10766,0.12671
2012,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03861,179,4382,0.03290,0.04431
2012,Second Stage of Tertiary Education,Urban regions,Not Employed,0.30132,1250,4382,0.28773,0.31490
2012,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49045,886,1758,0.46707,0.51382
2012,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10850,251,1758,0.09396,0.12304
2012,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.03139,49,1758,0.02323,0.03954
2012,Second Stage of Tertiary Education,Rural regions,Not Employed,0.36760,572,1758,0.34506,0.39015
2013,No answer / don't know,Urban regions,Full-Time Employment,0.17669,64,348,0.13656,0.21682
2013,No answer / don't know,Urban regions,Vocational Training,0.21554,73,348,0.17227,0.25880
2013,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.10489,33,348,0.07265,0.13713
2013,No answer / don't know,Urban regions,Not Employed,0.42127,178,348,0.36932,0.47323
2013,No answer / don't know,Rural regions,Vocational Training,0.16030,39,131,0.09723,0.22337
2013,No answer / don't know,Rural regions,Not Employed,0.50796,92,131,0.42202,0.59390
2013,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.18002,141,701,0.15156,0.20848
2013,Pre-primary Level,Urban regions,Not Employed,0.80776,560,701,0.77857,0.83695
2013,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.24922,72,353,0.20403,0.29441
2013,Pre-primary Level,Rural regions,Not Employed,0.74183,281,353,0.69611,0.78755
2013,Primary Level,Urban regions,Full-Time Employment,0.19745,81,436,0.16004,0.23485
2013,Primary Level,Urban regions,Regular Part-Time Employment,0.08544,44,436,0.05917,0.11171
2013,Primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.07046,37,436,0.04641,0.09451
2013,Primary Level,Urban regions,Not Employed,0.61884,274,436,0.57320,0.66448
2013,Primary Level,Rural regions,Full-Time Employment,0.15276,38,135,0.09185,0.21368
2013,Primary Level,Rural regions,Not Employed,0.51030,97,135,0.42566,0.59494
2013,Lower Secondary Level,Urban regions,Full-Time Employment,0.19614,545,2570,0.18078,0.21149
2013,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.06144,228,2570,0.05215,0.07073
2013,Lower Secondary Level,Urban regions,Vocational Training,0.10207,297,2570,0.09037,0.11378
2013,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06055,211,2570,0.05133,0.06977
2013,Lower Secondary Level,Urban regions,Not Employed,0.57409,1289,2570,0.55497,0.59321
2013,Lower Secondary Level,Rural regions,Full-Time Employment,0.16162,227,1232,0.14106,0.18218
2013,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.06904,93,1232,0.05488,0.08320
2013,Lower Secondary Level,Rural regions,Vocational Training,0.08959,169,1232,0.07363,0.10554
2013,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05467,81,1232,0.04197,0.06737
2013,Lower Secondary Level,Rural regions,Not Employed,0.62348,662,1232,0.59642,0.65055
2013,Upper Secondary Level,Urban regions,Full-Time Employment,0.35600,3120,8607,0.34588,0.36611
2013,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.11458,1274,8607,0.10785,0.12131
2013,Upper Secondary Level,Urban regions,Vocational Training,0.01671,155,8607,0.01400,0.01942
2013,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06405,631,8607,0.05888,0.06923
2013,Upper Secondary Level,Urban regions,Not Employed,0.44798,3427,8607,0.43748,0.45849
2013,Upper Secondary Level,Rural regions,Full-Time Employment,0.37910,2130,5550,0.36633,0.39186
2013,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.11615,834,5550,0.10772,0.12459
2013,Upper Secondary Level,Rural regions,Vocational Training,0.01384,81,5550,0.01077,0.01691
2013,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05829,364,5550,0.05213,0.06446
2013,Upper Secondary Level,Rural regions,Not Employed,0.43126,2141,5550,0.41823,0.44429
2013,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.52620,789,1715,0.50256,0.54984
2013,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.15950,406,1715,0.14217,0.17684
2013,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05153,114,1715,0.04107,0.06200
2013,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.25648,406,1715,0.23581,0.27716
2013,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.50803,273,623,0.46874,0.54732
2013,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.17875,141,623,0.14864,0.20886
2013,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04154,42,623,0.02586,0.05723
2013,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.26175,167,623,0.22720,0.29630
2013,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.52729,554,1038,0.49691,0.55768
2013,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09661,134,1038,0.07863,0.11459
2013,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02520,33,1038,0.01566,0.03474
2013,First Stage of Tertiary Education,Urban regions,Not Employed,0.35014,317,1038,0.32111,0.37917
2013,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.50037,342,662,0.46225,0.53848
2013,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09693,100,662,0.07438,0.11949
2013,First Stage of Tertiary Education,Rural regions,Not Employed,0.37669,220,662,0.33975,0.41363
2013,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.53598,2549,4997,0.52216,0.54981
2013,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.12268,835,4997,0.11359,0.13178
2013,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.04591,248,4997,0.04011,0.05171
2013,Second Stage of Tertiary Education,Urban regions,Not Employed,0.29399,1365,4997,0.28136,0.30663
2013,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49698,929,1846,0.47417,0.51980
2013,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.12831,306,1846,0.11305,0.14357
2013,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.02530,58,1846,0.01813,0.03247
2013,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34261,553,1846,0.32095,0.36426
2014,No answer / don't know,Urban regions,Full-Time Employment,0.18483,76,376,0.14555,0.22412
2014,No answer / don't know,Urban regions,Vocational Training,0.20845,75,376,0.16734,0.24956
2014,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.15503,40,376,0.11840,0.19166
2014,No answer / don't know,Urban regions,Not Employed,0.37543,185,376,0.32642,0.42444
2014,No answer / don't know,Rural regions,Full-Time Employment,0.16143,33,185,0.10827,0.21460
2014,No answer / don't know,Rural regions,Vocational Training,0.18740,52,185,0.13102,0.24379
2014,No answer / don't know,Rural regions,Not Employed,0.42258,100,185,0.35120,0.49395
2014,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.18378,125,588,0.15244,0.21511
2014,Pre-primary Level,Urban regions,Not Employed,0.81151,463,588,0.77987,0.84315
2014,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.14755,50,282,0.10609,0.18902
2014,Pre-primary Level,Rural regions,Not Employed,0.82288,232,282,0.77825,0.86752
2014,Primary Level,Urban regions,Full-Time Employment,0.17098,61,316,0.12940,0.21256
2014,Primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.08814,32,316,0.05683,0.11944
2014,Primary Level,Urban regions,Not Employed,0.65499,223,316,0.60249,0.70749
2014,Primary Level,Rural regions,Not Employed,0.59479,91,91,0.49336,0.69621
2014,Lower Secondary Level,Urban regions,Full-Time Employment,0.19295,446,2141,0.17623,0.20966
2014,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.08279,193,2141,0.07112,0.09447
2014,Lower Secondary Level,Urban regions,Vocational Training,0.08990,226,2141,0.07778,0.10202
2014,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.07415,191,2141,0.06305,0.08525
2014,Lower Secondary Level,Urban regions,Not Employed,0.55321,1085,2141,0.53215,0.57428
2014,Lower Secondary Level,Rural regions,Full-Time Employment,0.17694,201,1087,0.15424,0.19963
2014,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.06931,79,1087,0.05421,0.08442
2014,Lower Secondary Level,Rural regions,Vocational Training,0.09461,131,1087,0.07720,0.11202
2014,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06072,85,1087,0.04652,0.07492
2014,Lower Secondary Level,Rural regions,Not Employed,0.59693,591,1087,0.56776,0.62611
2014,Upper Secondary Level,Urban regions,Full-Time Employment,0.34560,2661,7591,0.33490,0.35630
2014,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.11545,1111,7591,0.10826,0.12264
2014,Upper Secondary Level,Urban regions,Vocational Training,0.01880,151,7591,0.01575,0.02186
2014,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06722,591,7591,0.06159,0.07285
2014,Upper Secondary Level,Urban regions,Not Employed,0.45205,3077,7591,0.44085,0.46325
2014,Upper Secondary Level,Rural regions,Full-Time Employment,0.37779,1897,4950,0.36428,0.39130
2014,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.12418,733,4950,0.11499,0.13337
2014,Upper Secondary Level,Rural regions,Vocational Training,0.01375,70,4950,0.01050,0.01699
2014,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06279,361,4950,0.05603,0.06955
2014,Upper Secondary Level,Rural regions,Not Employed,0.42019,1889,4950,0.40644,0.43394
2014,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.50928,679,1470,0.48371,0.53484
2014,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.18511,353,1470,0.16524,0.20497
2014,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05378,106,1470,0.04225,0.06532
2014,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.24231,332,1470,0.22040,0.26423
2014,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.55726,259,555,0.51590,0.59862
2014,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.16729,127,555,0.13621,0.19837
2014,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04188,36,555,0.02520,0.05857
2014,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.22312,133,555,0.18845,0.25779
2014,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.51634,503,949,0.48453,0.54815
2014,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09555,118,949,0.07684,0.11427
2014,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02645,32,949,0.01624,0.03667
2014,First Stage of Tertiary Education,Urban regions,Not Employed,0.36013,296,949,0.32957,0.39069
2014,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.50394,311,640,0.46517,0.54271
2014,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09452,88,640,0.07184,0.11720
2014,First Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04625,31,640,0.02997,0.06254
2014,First Stage of Tertiary Education,Rural regions,Not Employed,0.35225,210,640,0.31521,0.38929
2014,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.53471,2252,4510,0.52015,0.54927
2014,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.12069,754,4510,0.11118,0.13020
2014,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.04299,208,4510,0.03707,0.04891
2014,Second Stage of Tertiary Education,Urban regions,Not Employed,0.30054,1296,4510,0.28716,0.31392
2014,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.47416,821,1701,0.45043,0.49790
2014,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.12191,270,1701,0.10636,0.13747
2014,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.05029,74,1701,0.03990,0.06068
2014,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34518,536,1701,0.32258,0.36778
2015,No answer / don't know,Urban regions,Full-Time Employment,0.17297,65,392,0.13548,0.21046
2015,No answer / don't know,Urban regions,Vocational Training,0.24792,95,392,0.20512,0.29072
2015,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.10941,42,392,0.07847,0.14035
2015,No answer / don't know,Urban regions,Not Employed,0.40224,190,392,0.35363,0.45084
2015,No answer / don't know,Rural regions,Vocational Training,0.25517,65,166,0.18865,0.32169
2015,No answer / don't know,Rural regions,Not Employed,0.41443,101,166,0.33927,0.48960
2015,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.28145,135,522,0.24283,0.32007
2015,Pre-primary Level,Urban regions,Not Employed,0.71598,387,522,0.67726,0.75470
2015,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.14012,41,246,0.09666,0.18359
2015,Pre-primary Level,Rural regions,Not Employed,0.85199,205,246,0.80753,0.89646
