year,migback,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.51749,2604,5177,0.50388,0.53110
2013,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12687,887,5177,0.11780,0.13594
2013,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03726,196,5177,0.03210,0.04242
2013,No migration background,Second Stage of Tertiary Education,Not Employed,0.31579,1490,5177,0.30313,0.32846
2013,Direct migration background,Pre-primary Level,Not Employed,0.85317,106,106,0.78547,0.92087
2013,Direct migration background,Primary Level,Full-Time Employment,0.21811,86,381,0.17658,0.25963
2013,Direct migration background,Primary Level,Regular Part-Time Employment,0.10159,38,381,0.07122,0.13197
2013,Direct migration background,Primary Level,"Marginal, Irregular Part-Time Employment",0.07289,33,381,0.04675,0.09903
2013,Direct migration background,Primary Level,Not Employed,0.60226,224,381,0.55305,0.65147
2013,Direct migration background,Lower Secondary Level,Full-Time Employment,0.30210,421,1366,0.27774,0.32646
2013,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.09332,148,1366,0.07789,0.10875
2013,Direct migration background,Lower Secondary Level,Vocational Training,0.03837,99,1366,0.02818,0.04856
2013,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.08002,117,1366,0.06563,0.09442
2013,Direct migration background,Lower Secondary Level,Not Employed,0.48619,581,1366,0.45967,0.51270
2013,Direct migration background,Upper Secondary Level,Full-Time Employment,0.40621,954,2240,0.38587,0.42655
2013,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.12594,310,2240,0.11220,0.13969
2013,Direct migration background,Upper Secondary Level,Vocational Training,0.01674,40,2240,0.01143,0.02206
2013,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.08350,175,2240,0.07204,0.09496
2013,Direct migration background,Upper Secondary Level,Not Employed,0.36713,761,2240,0.34716,0.38709
2013,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.43465,339,794,0.40014,0.46915
2013,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.20033,160,794,0.17247,0.22819
2013,Direct migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.06347,61,794,0.04650,0.08044
2013,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.29401,234,794,0.26230,0.32572
2013,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.44308,67,103,0.34667,0.53948
2013,Direct migration background,First Stage of Tertiary Education,Not Employed,0.34263,36,103,0.25053,0.43474
2013,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.50904,674,1367,0.48253,0.53555
2013,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11865,213,1367,0.10150,0.13580
2013,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.06544,98,1367,0.05232,0.07855
2013,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.30309,382,1367,0.27872,0.32746
2013,Indirect migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.22572,40,242,0.17293,0.27850
2013,Indirect migration background,Pre-primary Level,Not Employed,0.76349,202,242,0.70984,0.81714
2013,Indirect migration background,Primary Level,Not Employed,0.43403,32,32,0.25956,0.60851
2013,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.19202,87,464,0.15614,0.22790
2013,Indirect migration background,Lower Secondary Level,Regular Part-Time Employment,0.07940,35,464,0.05477,0.10403
2013,Indirect migration background,Lower Secondary Level,Vocational Training,0.23167,117,464,0.19324,0.27010
2013,Indirect migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.06407,33,464,0.04177,0.08638
2013,Indirect migration background,Lower Secondary Level,Not Employed,0.43233,192,464,0.38720,0.47746
2013,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.44911,330,805,0.41473,0.48349
2013,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.10811,108,805,0.08665,0.12958
2013,Indirect migration background,Upper Secondary Level,Vocational Training,0.04920,49,805,0.03425,0.06415
2013,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06852,63,805,0.05106,0.08598
2013,Indirect migration background,Upper Secondary Level,Not Employed,0.32506,255,805,0.29268,0.35743
2013,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.42563,62,62,0.30155,0.54971
2013,Indirect migration background,First Stage of Tertiary Education,Full-Time Employment,0.76224,44,44,0.63499,0.88948
2013,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.77677,200,287,0.72851,0.82504
2013,Indirect migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08402,41,287,0.05186,0.11617
2013,Indirect migration background,Second Stage of Tertiary Education,Not Employed,0.11224,46,287,0.07566,0.14883
2014,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.15172,113,562,0.12204,0.18141
2014,No migration background,Pre-primary Level,Not Employed,0.83887,449,562,0.80845,0.86930
2014,No migration background,Primary Level,Not Employed,0.62817,108,108,0.53659,0.71974
2014,No migration background,Lower Secondary Level,Full-Time Employment,0.14379,239,1786,0.12751,0.16007
2014,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.06365,132,1786,0.05233,0.07498
2014,No migration background,Lower Secondary Level,Vocational Training,0.09917,211,1786,0.08530,0.11303
2014,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05992,139,1786,0.04891,0.07093
2014,No migration background,Lower Secondary Level,Not Employed,0.62581,1065,1786,0.60336,0.64826
2014,No migration background,Upper Secondary Level,Full-Time Employment,0.34728,3512,10015,0.33795,0.35660
2014,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.12042,1478,10015,0.11404,0.12679
2014,No migration background,Upper Secondary Level,Vocational Training,0.01530,154,10015,0.01290,0.01770
2014,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06284,732,10015,0.05809,0.06759
2014,No migration background,Upper Secondary Level,Not Employed,0.45298,4139,10015,0.44324,0.46273
2014,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.55165,622,1288,0.52448,0.57882
2014,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17200,329,1288,0.15138,0.19262
2014,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04807,78,1288,0.03638,0.05976
2014,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.21762,259,1288,0.19508,0.24016
2014,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.51320,714,1418,0.48717,0.53922
2014,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09026,182,1418,0.07534,0.10518
2014,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03250,55,1418,0.02327,0.04174
2014,No migration background,First Stage of Tertiary Education,Not Employed,0.36177,467,1418,0.33675,0.38679
2014,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.51452,2366,4821,0.50041,0.52863
2014,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12380,811,4821,0.11450,0.13310
2014,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03753,182,4821,0.03217,0.04290
2014,No migration background,Second Stage of Tertiary Education,Not Employed,0.32126,1462,4821,0.30808,0.33444
2014,Direct migration background,Pre-primary Level,Not Employed,0.85136,87,87,0.77618,0.92655
2014,Direct migration background,Primary Level,Full-Time Employment,0.18289,53,234,0.13325,0.23253
2014,Direct migration background,Primary Level,Not Employed,0.66464,181,234,0.60402,0.72526
2014,Direct migration background,Lower Secondary Level,Full-Time Employment,0.29377,331,1054,0.26626,0.32128
2014,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.11291,112,1054,0.09379,0.13202
2014,Direct migration background,Lower Secondary Level,Vocational Training,0.02715,57,1054,0.01733,0.03696
2014,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.09831,106,1054,0.08033,0.11629
2014,Direct migration background,Lower Secondary Level,Not Employed,0.46787,448,1054,0.43773,0.49800
2014,Direct migration background,Upper Secondary Level,Full-Time Employment,0.41300,763,1814,0.39034,0.43567
2014,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.10973,271,1814,0.09534,0.12412
2014,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.08139,159,1814,0.06880,0.09398
2014,Direct migration background,Upper Secondary Level,Not Employed,0.38062,621,1814,0.35826,0.40297
2014,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.43072,261,625,0.39186,0.46957
2014,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.20926,130,625,0.17734,0.24118
2014,Direct migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05001,51,625,0.03291,0.06711
2014,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.30498,183,625,0.26886,0.34110
2014,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.42942,62,96,0.32988,0.52896
2014,Direct migration background,First Stage of Tertiary Education,Not Employed,0.37024,34,96,0.27314,0.46734
2014,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.47961,545,1145,0.45066,0.50857
2014,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11364,180,1145,0.09524,0.13203
2014,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.09234,92,1145,0.07556,0.10911
2014,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.31061,328,1145,0.28379,0.33742
2014,Indirect migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.24041,43,202,0.18133,0.29949
2014,Indirect migration background,Pre-primary Level,Not Employed,0.72502,159,202,0.66329,0.78675
2014,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.22639,77,360,0.18310,0.26968
2014,Indirect migration background,Lower Secondary Level,Vocational Training,0.22109,89,360,0.17816,0.26402
2014,Indirect migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.06304,31,360,0.03790,0.08818
2014,Indirect migration background,Lower Secondary Level,Not Employed,0.39588,163,360,0.34529,0.44647
2014,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.41795,283,682,0.38091,0.45500
2014,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.10411,95,682,0.08117,0.12705
2014,Indirect migration background,Upper Secondary Level,Vocational Training,0.05536,37,682,0.03819,0.07254
2014,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.08233,61,682,0.06169,0.10298
2014,Indirect migration background,Upper Secondary Level,Not Employed,0.34024,206,682,0.30466,0.37583
2014,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.45523,55,55,0.32241,0.58806
2014,Indirect migration background,First Stage of Tertiary Education,Full-Time Employment,0.78922,38,38,0.65780,0.92065
2014,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.77230,162,237,0.71879,0.82580
2014,Indirect migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08800,33,237,0.05186,0.12415
2014,Indirect migration background,Second Stage of Tertiary Education,Not Employed,0.11154,42,237,0.07138,0.15170
2015,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.26258,124,492,0.22366,0.30151
2015,No migration background,Pre-primary Level,Not Employed,0.73159,368,492,0.69240,0.77079
2015,No migration background,Primary Level,Not Employed,0.59422,105,105,0.49985,0.68860
2015,No migration background,Lower Secondary Level,Full-Time Employment,0.14617,222,1681,0.12927,0.16306
2015,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.06120,126,1681,0.04974,0.07266
2015,No migration background,Lower Secondary Level,Vocational Training,0.09740,218,1681,0.08322,0.11158
2015,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04938,110,1681,0.03902,0.05974
2015,No migration background,Lower Secondary Level,Not Employed,0.63490,1005,1681,0.61188,0.65792
2015,No migration background,Upper Secondary Level,Full-Time Employment,0.34963,3268,9489,0.34003,0.35922
