"pli0089","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2009","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2009","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2009","Realschule","kein Migrationshintergrund","","","",""
"Nie","2009","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2010","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2010","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2010","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2010","Realschule","kein Migrationshintergrund","","","",""
"Nie","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2011","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2011","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2011","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2011","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2011","Realschule","kein Migrationshintergrund","","","",""
"Nie","2011","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2012","Hauptschule","direkter Migrationshintergrund","","","",""
