"hgeqpgar","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2010","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Niedersachsen","2","166","","",""
"Nein","2010","Niedersachsen","3","91","0.19224840866226","0.160976566785119","0.223520250539401"
"Nein","2010","Niedersachsen","4","94","0.157581723723806","0.131471288821189","0.183692158626423"
"Nein","2010","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Bremen","2","42","0.416459571871375","0.300141968680502","0.532777175062248"
"Nein","2010","Bremen","3","20","","",""
"Nein","2010","Bremen","4","11","","",""
"Nein","2010","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Nordrhein-Westfalen","2","668","0.41058660329787","0.387344788045284","0.433828418550457"
"Nein","2010","Nordrhein-Westfalen","3","368","0.329477151219832","0.305309484360725","0.353644818078939"
"Nein","2010","Nordrhein-Westfalen","4","360","0.259191123923303","0.237305905687639","0.281076342158967"
"Nein","2010","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Hessen","2","220","","",""
"Nein","2010","Hessen","3","114","","",""
"Nein","2010","Hessen","4","137","","",""
"Nein","2010","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","2","137","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","3","84","0.206745851664062","0.169657295220416","0.243834408107708"
"Nein","2010","Rheinland-Pfalz,Saarland","4","74","0.149844178289901","0.114601477404375","0.185086879175427"
"Nein","2010","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Baden-Wuerttemberg","2","385","0.439956422754306","0.408702686414601","0.47121015909401"
"Nein","2010","Baden-Wuerttemberg","3","254","","",""
"Nein","2010","Baden-Wuerttemberg","4","258","","",""
"Nein","2010","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Bayern","2","359","0.32696741180512","0.301268579669369","0.352666243940872"
"Nein","2010","Bayern","3","228","","",""
"Nein","2010","Bayern","4","233","","",""
"Nein","2010","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Saarland","2","","","",""
"Nein","2010","Saarland","3","","","",""
"Nein","2010","Saarland","4","","","",""
"Nein","2010","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Berlin","2","216","","",""
"Nein","2010","Berlin","3","139","","",""
"Nein","2010","Berlin","4","156","","",""
"Nein","2010","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Brandenburg","2","112","","",""
"Nein","2010","Brandenburg","3","99","0.40965970389333","0.350672841207757","0.468646566578902"
"Nein","2010","Brandenburg","4","75","0.33891853493435","0.2795264832018","0.3983105866669"
"Nein","2010","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Mecklenburg-Vorpommern","2","70","0.418065319509161","0.343920157003255","0.492210482015067"
"Nein","2010","Mecklenburg-Vorpommern","3","83","0.308034653147005","0.247709450005986","0.368359856288024"
"Nein","2010","Mecklenburg-Vorpommern","4","48","0.455812421569167","0.373016664581454","0.53860817855688"
"Nein","2010","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Sachsen","2","212","","",""
"Nein","2010","Sachsen","3","185","","",""
"Nein","2010","Sachsen","4","148","","",""
"Nein","2010","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Sachsen-Anhalt","2","122","","",""
"Nein","2010","Sachsen-Anhalt","3","74","0.420361250609793","0.360245503050405","0.480476998169182"
"Nein","2010","Sachsen-Anhalt","4","52","0.298052294936889","0.236480930910055","0.359623658963724"
"Nein","2010","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Thueringen","2","98","0.33288092880452","0.285624320864972","0.380137536744068"
"Nein","2010","Thueringen","3","91","0.344273284059341","0.288818804069422","0.399727764049259"
"Nein","2010","Thueringen","4","48","0.182630042032148","0.134736877721442","0.230523206342853"
"Nein","2010","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Schleswig-Holstein","2","299","","",""
"Ja","2011","Schleswig-Holstein","3","191","","",""
"Ja","2011","Schleswig-Holstein","4","247","","",""
"Ja","2011","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Hamburg","2","35","0.224899583260117","0.149884616551844","0.299914549968391"
"Ja","2011","Hamburg","3","82","0.455675306711791","0.371973390143091","0.539377223280492"
"Ja","2011","Hamburg","4","59","0.322166982094466","0.239582697741852","0.404751266447081"
"Ja","2011","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Niedersachsen","2","737","0.834616362407464","0.81006947264399","0.859163252170937"
"Ja","2011","Niedersachsen","3","675","0.836730455937535","0.810791877663195","0.862669034211875"
"Ja","2011","Niedersachsen","4","791","0.842217601095436","0.818335198927508","0.866100003263364"
"Ja","2011","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Bremen","2","16","","",""
"Ja","2011","Bremen","3","29","","",""
"Ja","2011","Bremen","4","27","","",""
"Ja","2011","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Nordrhein-Westfalen","2","1259","","",""
"Ja","2011","Nordrhein-Westfalen","3","1133","","",""
"Ja","2011","Nordrhein-Westfalen","4","1451","","",""
"Ja","2011","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Hessen","2","344","0.58694497686325","0.546054408932482","0.627835544794019"
"Ja","2011","Hessen","3","417","0.724244713616891","0.687165067390159","0.761324359843623"
"Ja","2011","Hessen","4","503","0.749112638705544","0.716432213602281","0.781793063808807"
"Ja","2011","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Rheinland-Pfalz,Saarland","2","356","0.693814970022451","0.653374925232683","0.734255014812218"
"Ja","2011","Rheinland-Pfalz,Saarland","3","490","0.815543045999807","0.78395085328477","0.847135238714843"
"Ja","2011","Rheinland-Pfalz,Saarland","4","391","0.815357478985523","0.780166646488689","0.850548311482358"
"Ja","2011","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Baden-Wuerttemberg","2","673","0.66421572675721","0.635075880178317","0.693355573336103"
"Ja","2011","Baden-Wuerttemberg","3","893","0.717436050887085","0.691436142044647","0.743435959729522"
"Ja","2011","Baden-Wuerttemberg","4","1127","","",""
"Ja","2011","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Bayern","2","1032","","",""
"Ja","2011","Bayern","3","1187","","",""
"Ja","2011","Bayern","4","1350","","",""
"Ja","2011","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Saarland","2","","","",""
"Ja","2011","Saarland","3","","","",""
"Ja","2011","Saarland","4","","","",""
"Ja","2011","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Berlin","2","54","0.126099243697857","0.0887829418203539","0.16341554557536"
"Ja","2011","Berlin","3","74","0.338362108054908","0.278625492244861","0.398098723864956"
"Ja","2011","Berlin","4","139","","",""
"Ja","2011","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Brandenburg","2","180","","",""
"Ja","2011","Brandenburg","3","255","","",""
"Ja","2011","Brandenburg","4","187","","",""
"Ja","2011","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Mecklenburg-Vorpommern","2","107","","",""
"Ja","2011","Mecklenburg-Vorpommern","3","124","","",""
"Ja","2011","Mecklenburg-Vorpommern","4","104","","",""
"Ja","2011","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Sachsen","2","389","0.589861083992976","0.550828838605003","0.62889332938095"
"Ja","2011","Sachsen","3","446","0.680050713045699","0.644191344627993","0.715910081463405"
"Ja","2011","Sachsen","4","322","0.612613729513485","0.569828004576908","0.655399454450062"
"Ja","2011","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Sachsen-Anhalt","2","260","","",""
"Ja","2011","Sachsen-Anhalt","3","219","","",""
"Ja","2011","Sachsen-Anhalt","4","177","","",""
"Ja","2011","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Thueringen","2","265","","",""
"Ja","2011","Thueringen","3","257","","",""
"Ja","2011","Thueringen","4","229","","",""
"Ja","2011","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Schleswig-Holstein","2","132","","",""
"Nein","2011","Schleswig-Holstein","3","72","0.352872712112975","0.295119770300221","0.410625653925729"
"Nein","2011","Schleswig-Holstein","4","38","0.22329495124736","0.174945318799356","0.271644583695364"
"Nein","2011","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Hamburg","2","84","0.775100416739883","0.700085450031609","0.850115383448156"
"Nein","2011","Hamburg","3","54","0.544324693288208","0.460622776719508","0.628026609856909"
"Nein","2011","Hamburg","4","64","0.677833017905534","0.595248733552919","0.760417302258148"
"Nein","2011","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Niedersachsen","2","143","","",""
"Nein","2011","Niedersachsen","3","105","","",""
"Nein","2011","Niedersachsen","4","104","","",""
"Nein","2011","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Bremen","2","50","0.483477416329507","0.362915851322344","0.60403898133667"
"Nein","2011","Bremen","3","30","0.483893551422643","0.356376974712519","0.611410128132767"
"Nein","2011","Bremen","4","20","","",""
"Nein","2011","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Nordrhein-Westfalen","2","710","0.423777220016082","0.401950461254312","0.445603978777852"
"Nein","2011","Nordrhein-Westfalen","3","489","0.42287411677692","0.398832509753032","0.446915723800808"
"Nein","2011","Nordrhein-Westfalen","4","391","0.258613683495124","0.238617306719949","0.278610060270298"
"Nein","2011","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Hessen","2","213","","",""
"Nein","2011","Hessen","3","141","","",""
"Nein","2011","Hessen","4","173","","",""
"Nein","2011","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Rheinland-Pfalz,Saarland","2","143","","",""
"Nein","2011","Rheinland-Pfalz,Saarland","3","89","0.184456954000193","0.152864761285157","0.21604914671523"
"Nein","2011","Rheinland-Pfalz,Saarland","4","76","0.184642521014477","0.149451688517642","0.219833353511311"
"Nein","2011","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Baden-Wuerttemberg","2","336","0.33578427324279","0.306644426663898","0.364924119821683"
"Nein","2011","Baden-Wuerttemberg","3","259","","",""
"Nein","2011","Baden-Wuerttemberg","4","349","0.278022964664552","0.255166611433556","0.300879317895548"
"Nein","2011","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Bayern","2","449","0.363677776247832","0.33917769701507","0.388177855480595"
"Nein","2011","Bayern","3","294","","",""
"Nein","2011","Bayern","4","298","","",""
"Nein","2011","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Saarland","2","","","",""
"Nein","2011","Saarland","3","","","",""
"Nein","2011","Saarland","4","","","",""
"Nein","2011","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Berlin","2","250","","",""
"Nein","2011","Berlin","3","167","","",""
"Nein","2011","Berlin","4","200","","",""
"Nein","2011","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Brandenburg","2","173","","",""
"Nein","2011","Brandenburg","3","101","","",""
"Nein","2011","Brandenburg","4","76","0.381653052267219","0.322941887356969","0.44036421717747"
"Nein","2011","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Mecklenburg-Vorpommern","2","99","0.457236670153847","0.38920827016327","0.525265070144425"
"Nein","2011","Mecklenburg-Vorpommern","3","86","0.368488620982222","0.303244546552484","0.43373269541196"
"Nein","2011","Mecklenburg-Vorpommern","4","52","0.317190261774569","0.244161225805075","0.390219297744064"
"Nein","2011","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Sachsen","2","221","","",""
"Nein","2011","Sachsen","3","204","","",""
"Nein","2011","Sachsen","4","176","","",""
"Nein","2011","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Sachsen-Anhalt","2","135","","",""
"Nein","2011","Sachsen-Anhalt","3","99","0.347986208680722","0.295632923587431","0.400339493774014"
"Nein","2011","Sachsen-Anhalt","4","88","0.348804497804369","0.291422998923513","0.406185996685226"
"Nein","2011","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Thueringen","2","117","","",""
"Nein","2011","Thueringen","3","82","0.322805977952824","0.273035067636115","0.372576888269534"
"Nein","2011","Thueringen","4","87","0.270857344928882","0.221859033819335","0.319855656038429"
"Nein","2011","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","Schleswig-Holstein","2","247","","",""
"Ja","2012","Schleswig-Holstein","3","213","","",""
"Ja","2012","Schleswig-Holstein","4","276","","",""
"Ja","2012","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","Hamburg","2","22","","",""
"Ja","2012","Hamburg","3","66","0.511175705180121","0.430641805953434","0.591709604406807"
"Ja","2012","Hamburg","4","67","0.308771861301389","0.235085149012067","0.382458573590711"
"Ja","2012","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","Niedersachsen","2","708","0.816391725660112","0.790302671693935","0.842480779626288"
