"pgstib","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Beamte, mittlerer Dienst","2004","Westdeutschland, alte Bundeslaender","maennlich","113","0.0148618741416009","0.0121914667361744","0.0175322815470273"
"Beamte, mittlerer Dienst","2004","Westdeutschland, alte Bundeslaender","weiblich","75","0.00656041042175129","0.00484559451040728","0.00827522633309531"
"Beamte, mittlerer Dienst","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, mittlerer Dienst","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, gehobener Dienst","2004","Westdeutschland, alte Bundeslaender","maennlich","185","0.0172353274392947","0.0143630478759786","0.0201076070026108"
"Beamte, gehobener Dienst","2004","Westdeutschland, alte Bundeslaender","weiblich","170","0.0105699633351124","0.00839770959479874","0.012742217075426"
"Beamte, gehobener Dienst","2004","Ostdeutschland, neue Bundeslaender","maennlich","32","0.00735953010774561","0.00400911114107068","0.0107099490744205"
"Beamte, gehobener Dienst","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","2004","Westdeutschland, alte Bundeslaender","maennlich","183","0.0120818683058297","0.00967074346443509","0.0144929931472243"
"Beamte, höherer Dienst","2004","Westdeutschland, alte Bundeslaender","weiblich","96","0.00472703065256127","0.00327007416389787","0.00618398714122467"
"Beamte, höherer Dienst","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, höherer Dienst","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2005","Westdeutschland, alte Bundeslaender","maennlich","100","0.0133240896301302","0.0107250106319538","0.0159231686283066"
"nicht erwerbstätig (NE): keine weitere Angaben","2005","Westdeutschland, alte Bundeslaender","weiblich","1307","0.149165569439534","0.141447261461712","0.156883877417355"
"nicht erwerbstätig (NE): keine weitere Angaben","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2005","Ostdeutschland, neue Bundeslaender","weiblich","129","0.0476976178265276","0.0395430311030428","0.0558522045500123"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","Westdeutschland, alte Bundeslaender","maennlich","440","0.0514034287591744","0.0463978965040016","0.0564089610143471"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","Westdeutschland, alte Bundeslaender","weiblich","478","0.0478883194771215","0.0432621235104289","0.0525145154438141"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","Ostdeutschland, neue Bundeslaender","maennlich","140","0.0517673484868715","0.0429437358289183","0.0605909611448246"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","Ostdeutschland, neue Bundeslaender","weiblich","184","0.0618756626110673","0.0526572464883066","0.0710940787338279"
"NE: arbeitslos gemeldet","2005","Westdeutschland, alte Bundeslaender","maennlich","426","0.0703345402094435","0.0645381032238394","0.0761309771950476"
"NE: arbeitslos gemeldet","2005","Westdeutschland, alte Bundeslaender","weiblich","340","0.0481507605672923","0.0435125448846112","0.0527889762499735"
"NE: arbeitslos gemeldet","2005","Ostdeutschland, neue Bundeslaender","maennlich","288","0.14146559307819","0.127586365839895","0.155344820316486"
"NE: arbeitslos gemeldet","2005","Ostdeutschland, neue Bundeslaender","weiblich","284","0.117834901674967","0.105498795935373","0.130171007414561"
"NE: Rentner/Rentnerin","2005","Westdeutschland, alte Bundeslaender","maennlich","1712","0.241494099898813","0.231792436811447","0.251195762986179"
"NE: Rentner/Rentnerin","2005","Westdeutschland, alte Bundeslaender","weiblich","1885","0.282342031940082","0.272589625239814","0.292094438640351"
"NE: Rentner/Rentnerin","2005","Ostdeutschland, neue Bundeslaender","maennlich","620","0.272844372068076","0.255105246557036","0.290583497579116"
"NE: Rentner/Rentnerin","2005","Ostdeutschland, neue Bundeslaender","weiblich","784","0.370408828772314","0.351931628967317","0.38888602857731"
"NE: Wehr- und Zivildienst","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: Wehr- und Zivildienst","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2005","Westdeutschland, alte Bundeslaender","maennlich","135","0.0173695917875507","0.0144081489757174","0.0203310345993839"
"Auszubildende, gewerblich-technisch (ab 2000)","2005","Westdeutschland, alte Bundeslaender","weiblich","63","0.00747928743570223","0.00561262760459923","0.00934594726680524"
"Auszubildende, gewerblich-technisch (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","maennlich","66","0.0231347890916789","0.0171477634855828","0.029121814697775"
"Auszubildende, gewerblich-technisch (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2005","Westdeutschland, alte Bundeslaender","maennlich","52","0.00921134740158868","0.00704581075475828","0.0113768840484191"
"Auszubildende, kaufmännisch (ab 2000)","2005","Westdeutschland, alte Bundeslaender","weiblich","98","0.011795325953851","0.00945625333087094","0.014134398576831"
"Auszubildende, kaufmännisch (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Volontäre, Praktikanten","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Volontäre, Praktikanten","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ungelernter Arbeiter","2005","Westdeutschland, alte Bundeslaender","maennlich","147","0.0240992844455158","0.0206229757340409","0.0275755931569907"
"ungelernter Arbeiter","2005","Westdeutschland, alte Bundeslaender","weiblich","273","0.0372621004508824","0.0331586142134879","0.041365586688277"
"ungelernter Arbeiter","2005","Ostdeutschland, neue Bundeslaender","maennlich","38","0.0236502902652606","0.0175985265932497","0.0297020539372715"
"ungelernter Arbeiter","2005","Ostdeutschland, neue Bundeslaender","weiblich","44","0.0192813474998122","0.0140198776722681","0.0245428173273563"
"angelernter Arbeiter","2005","Westdeutschland, alte Bundeslaender","maennlich","428","0.0657550176198333","0.0601366742116195","0.0713733610280472"
"angelernter Arbeiter","2005","Westdeutschland, alte Bundeslaender","weiblich","400","0.0536837210435306","0.0488005184601358","0.0585669236269255"
"angelernter Arbeiter","2005","Ostdeutschland, neue Bundeslaender","maennlich","95","0.0338907906762886","0.0266844467837871","0.0410971345687902"
"angelernter Arbeiter","2005","Ostdeutschland, neue Bundeslaender","weiblich","69","0.0246330667603292","0.0187023192984925","0.030563814222166"
"gelernte und Facharbeiter","2005","Westdeutschland, alte Bundeslaender","maennlich","778","0.112262574480221","0.10510652708753","0.119418621872913"
"gelernte und Facharbeiter","2005","Westdeutschland, alte Bundeslaender","weiblich","119","0.017172945256191","0.0143582834179107","0.0199876070944713"
"gelernte und Facharbeiter","2005","Ostdeutschland, neue Bundeslaender","maennlich","342","0.144062804278724","0.130077951347418","0.158047657210029"
"gelernte und Facharbeiter","2005","Ostdeutschland, neue Bundeslaender","weiblich","92","0.0316144483916919","0.0249197174044345","0.0383091793789493"
"Vorarbeiter, Kolonnenführer","2005","Westdeutschland, alte Bundeslaender","maennlich","118","0.0151595950091618","0.0123898475457783","0.0179293424725454"
"Vorarbeiter, Kolonnenführer","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2005","Ostdeutschland, neue Bundeslaender","maennlich","52","0.0206207055375752","0.0149610729181844","0.0262803381569659"
"Vorarbeiter, Kolonnenführer","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Meister, Polier","2005","Westdeutschland, alte Bundeslaender","maennlich","66","0.00963829682203834","0.00742361922719906","0.0118529744168776"
"Meister, Polier","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Meister, Polier","2005","Ostdeutschland, neue Bundeslaender","maennlich","31","0.0119661638551525","0.00763579985989002","0.0162965278504149"
"Meister, Polier","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","maennlich","90","0.0121833383872975","0.0096965732420555","0.0146701035325395"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","weiblich","68","0.00575918225929804","0.00411975751235783","0.00739860700623826"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","maennlich","105","0.00985837691821406","0.00761880603401201","0.0120979478024161"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","weiblich","44","0.00373457985655995","0.00241306002720636","0.00505609968591354"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","Westdeutschland, alte Bundeslaender","maennlich","172","0.0231882883257838","0.0197767267087851","0.0265998499427825"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","Westdeutschland, alte Bundeslaender","weiblich","119","0.0126044102583052","0.0101874353743132","0.0150213851422972"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","Ostdeutschland, neue Bundeslaender","maennlich","74","0.0310486205721515","0.0241409253223018","0.0379563158220013"
