"pgstib","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1997","16-34 Jahre alt","kein Migrationshintergrund","514","0.165805320932887","0.153133686162965","0.178476955702809"
"Angestellte, qualifizierte Tätigkeit","1997","16-34 Jahre alt","direkter Migrationshintergrund","48","0.0753331544178412","0.05683491338563","0.0938313954500523"
"Angestellte, qualifizierte Tätigkeit","1997","16-34 Jahre alt","indirekter Migrationshintergrund","46","0.0934042532421209","0.0686998338508037","0.118108672633438"
"Angestellte, qualifizierte Tätigkeit","1997","35-65 Jahre alt","kein Migrationshintergrund","813","0.151912434469509","0.142114133713713","0.161710735225305"
"Angestellte, qualifizierte Tätigkeit","1997","35-65 Jahre alt","direkter Migrationshintergrund","77","0.0688455275826204","0.0559068322207177","0.0817842229445232"
"Angestellte, qualifizierte Tätigkeit","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1997","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","16-34 Jahre alt","kein Migrationshintergrund","213","0.0691325572961219","0.0604891507822185","0.0777759638100253"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","35-65 Jahre alt","kein Migrationshintergrund","445","0.0876126261688715","0.07989459125719","0.0953306610805529"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","35-65 Jahre alt","direkter Migrationshintergrund","53","0.0725415254303863","0.0592864460315657","0.0857966048292069"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1997","35-65 Jahre alt","kein Migrationshintergrund","64","0.0127439908887163","0.00968201775874838","0.0158059640186843"
"Angestellte, umfassende Führungsaufgaben","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1997","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","66 und älter","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1997","16-34 Jahre alt","kein Migrationshintergrund","58","0.0181263969315164","0.0135808803887259","0.0226719134743069"
"Beamte, mittlerer Dienst","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1997","35-65 Jahre alt","kein Migrationshintergrund","85","0.0165101618636462","0.0130316430209917","0.0199886807063007"
"Beamte, mittlerer Dienst","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1997","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1997","16-34 Jahre alt","kein Migrationshintergrund","58","0.0196435046216961","0.01491524614923","0.0243717630941621"
"Beamte, gehobener Dienst","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1997","35-65 Jahre alt","kein Migrationshintergrund","113","0.025493184171169","0.0211905121900199","0.029795856152318"
"Beamte, gehobener Dienst","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1997","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1997","35-65 Jahre alt","kein Migrationshintergrund","65","0.0156119404015882","0.0122278234207858","0.0189960573823905"
"Beamte, höherer Dienst","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1997","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","16-34 Jahre alt","kein Migrationshintergrund","363","0.100226596000023","0.0904223597870461","0.110030832212999"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","16-34 Jahre alt","direkter Migrationshintergrund","174","0.226975790585378","0.1964219499827","0.257529631188055"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","16-34 Jahre alt","indirekter Migrationshintergrund","40","0.0674168571018355","0.0465561209015835","0.0882775933020874"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","35-65 Jahre alt","kein Migrationshintergrund","593","0.107767936519455","0.099956220430882","0.115579652608028"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","35-65 Jahre alt","direkter Migrationshintergrund","201","0.12219339705631","0.10530698204921","0.139079812063411"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","66 und älter","kein Migrationshintergrund","33","0.0174756546400043","0.0111163519448772","0.0238349573351315"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","66 und älter","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","16-34 Jahre alt","kein Migrationshintergrund","534","0.156527424736827","0.144664646735452","0.168390202738203"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","16-34 Jahre alt","direkter Migrationshintergrund","61","0.100986154007598","0.0790078792254142","0.122964428789782"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","16-34 Jahre alt","indirekter Migrationshintergrund","138","0.28661525362177","0.248995741513103","0.324234765730437"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","66 und älter","kein Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","66 und älter","direkter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1998","16-34 Jahre alt","kein Migrationshintergrund","251","0.0658103370918666","0.0577152730999522","0.0739054010837811"
"NE: arbeitslos gemeldet","1998","16-34 Jahre alt","direkter Migrationshintergrund","60","0.0750955426965605","0.0558719299781682","0.0943191554149528"
"NE: arbeitslos gemeldet","1998","16-34 Jahre alt","indirekter Migrationshintergrund","48","0.0789164800202792","0.056486186417329","0.101346773623229"
"NE: arbeitslos gemeldet","1998","35-65 Jahre alt","kein Migrationshintergrund","542","0.0825395009177781","0.0756070411027387","0.0894719607328175"
"NE: arbeitslos gemeldet","1998","35-65 Jahre alt","direkter Migrationshintergrund","186","0.119511050947625","0.102785510689276","0.136236591205974"
"NE: arbeitslos gemeldet","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1998","66 und älter","kein Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1998","66 und älter","direkter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1998","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1998","35-65 Jahre alt","kein Migrationshintergrund","835","0.156254061394504","0.147106943871667","0.165401178917341"
"NE: Rentner/Rentnerin","1998","35-65 Jahre alt","direkter Migrationshintergrund","196","0.137289639295401","0.119545066162581","0.15503421242822"
"NE: Rentner/Rentnerin","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1998","66 und älter","kein Migrationshintergrund","1554","0.956949624065554","0.947099218253598","0.96680002987751"
"NE: Rentner/Rentnerin","1998","66 und älter","direkter Migrationshintergrund","233","0.925567079225802","0.893288254557241","0.957845903894363"
"NE: Rentner/Rentnerin","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1998","16-34 Jahre alt","kein Migrationshintergrund","41","0.0100998938726968","0.00683544560655729","0.0133643421388363"
"NE: Wehr- und Zivildienst","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1998","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1998","66 und älter","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1998","66 und älter","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","16-34 Jahre alt","kein Migrationshintergrund","325","0.0812906900011275","0.0723686295074765","0.0902127504947785"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","16-34 Jahre alt","direkter Migrationshintergrund","45","0.078307259304105","0.0587109814864613","0.0979035371217487"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","16-34 Jahre alt","indirekter Migrationshintergrund","89","0.160171159792842","0.129657861696296","0.190684457889389"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","66 und älter","kein Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","66 und älter","direkter Migrationshintergrund","","","",""
