"pgstib","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","AkademikerInnen","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger","2003","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger","2003","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger","2003","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger","2003","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger","2003","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger","2003","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger","2003","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger","2003","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger","2003","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger","2003","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","Hauptschulabschluss","maennlich","75","0.0201541948509587","0.015852191669633","0.0244561980322844"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","Hauptschulabschluss","weiblich","39","0.00779457779114774","0.00519639619234485","0.0103927593899506"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","Realschulabschluss","maennlich","66","0.0261231048480737","0.0198341837457259","0.0324120259504215"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","Realschulabschluss","weiblich","58","0.0128072649827572","0.00897900862995968","0.0166355213355548"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","AkademikerInnen","maennlich","52","0.0243475610255619","0.0182632006684493","0.0304319213826745"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","AkademikerInnen","weiblich","32","0.0203653567750475","0.0140092306787408","0.0267214828713543"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","Hauptschulabschluss","maennlich","91","0.0168003855555457","0.0128658850456804","0.0207348860654111"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","Realschulabschluss","maennlich","103","0.0350470051881031","0.02779613293197","0.0422978774442362"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","Realschulabschluss","weiblich","31","0.00775733707854333","0.0047703240375791","0.0107443501195076"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","(Fach-)Abitur","maennlich","32","0.0199659788556138","0.0117846454309953","0.0281473122802324"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","AkademikerInnen","maennlich","48","0.0169395652393353","0.0118453080408079","0.0220338224378628"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2003","AkademikerInnen","weiblich","","","",""
"mithelfende Familienangehörige","2003","(noch) kein Abschluss","maennlich","","","",""
"mithelfende Familienangehörige","2003","(noch) kein Abschluss","weiblich","","","",""
"mithelfende Familienangehörige","2003","Hauptschulabschluss","maennlich","","","",""
"mithelfende Familienangehörige","2003","Hauptschulabschluss","weiblich","","","",""
"mithelfende Familienangehörige","2003","Realschulabschluss","maennlich","","","",""
"mithelfende Familienangehörige","2003","Realschulabschluss","weiblich","","","",""
"mithelfende Familienangehörige","2003","(Fach-)Abitur","maennlich","","","",""
"mithelfende Familienangehörige","2003","(Fach-)Abitur","weiblich","","","",""
"mithelfende Familienangehörige","2003","AkademikerInnen","maennlich","","","",""
"mithelfende Familienangehörige","2003","AkademikerInnen","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2003","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2003","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2003","Hauptschulabschluss","maennlich","30","0.00673726561746107","0.00423298473791552","0.00924154649700661"
"Angestellte, Industrie- und Werkmeister","2003","Hauptschulabschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2003","Realschulabschluss","maennlich","32","0.0178776205987286","0.0126530646997817","0.0231021764976755"
"Angestellte, Industrie- und Werkmeister","2003","Realschulabschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2003","(Fach-)Abitur","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2003","(Fach-)Abitur","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2003","AkademikerInnen","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2003","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","Hauptschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","Hauptschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","Realschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","Realschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","(Fach-)Abitur","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2003","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","Hauptschulabschluss","maennlich","39","0.00985270954020326","0.00682902225640064","0.0128763968240059"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","Hauptschulabschluss","weiblich","149","0.0298047559246346","0.0247808122436262","0.0348286996056429"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","Realschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","Realschulabschluss","weiblich","116","0.0296653730629084","0.0238889697158485","0.0354417764099684"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","(Fach-)Abitur","maennlich","43","0.0423102007430035","0.0305370369369215","0.0540833645490855"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","(Fach-)Abitur","weiblich","76","0.0503606407796079","0.0385498172559096","0.0621714643033062"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","Hauptschulabschluss","maennlich","92","0.0225766726933766","0.0180290916218674","0.0271242537648857"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","Hauptschulabschluss","weiblich","263","0.0570925835915022","0.0502377521385479","0.0639474150444566"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","Realschulabschluss","maennlich","75","0.036942983675756","0.0295058822877477","0.0443800850637643"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","Realschulabschluss","weiblich","334","0.0948333217894728","0.0848582369174727","0.104808406661473"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","(Fach-)Abitur","weiblich","75","0.0579654804159633","0.0453450742553591","0.0705858865765675"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","AkademikerInnen","weiblich","47","0.0289023154646617","0.0213633421967714","0.0364412887325519"
"Angestellte, qualifizierte Tätigkeit","2003","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, qualifizierte Tätigkeit","2003","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","2003","Hauptschulabschluss","maennlich","196","0.0426013130525148","0.0364187715818474","0.0487838545231821"
"Angestellte, qualifizierte Tätigkeit","2003","Hauptschulabschluss","weiblich","311","0.069164383081987","0.0616680278781924","0.0766607382857817"
"Angestellte, qualifizierte Tätigkeit","2003","Realschulabschluss","maennlich","344","0.143858492119677","0.130021163760029","0.157695820479325"
"Angestellte, qualifizierte Tätigkeit","2003","Realschulabschluss","weiblich","930","0.261906484875827","0.246937213569593","0.276875756182061"
"Angestellte, qualifizierte Tätigkeit","2003","(Fach-)Abitur","maennlich","165","0.161171950955268","0.139666952462321","0.182676949448215"
"Angestellte, qualifizierte Tätigkeit","2003","(Fach-)Abitur","weiblich","300","0.228213922642131","0.20554793010674","0.250879915177523"
"Angestellte, qualifizierte Tätigkeit","2003","AkademikerInnen","maennlich","156","0.0778494848768271","0.0672723411098863","0.0884266286437679"
"Angestellte, qualifizierte Tätigkeit","2003","AkademikerInnen","weiblich","352","0.170924377015054","0.153984373294914","0.187864380735194"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","Hauptschulabschluss","maennlich","99","0.0211875439717285","0.0167789593235562","0.0255961286199007"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","Hauptschulabschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","Realschulabschluss","maennlich","160","0.0638978222922329","0.0542547288596006","0.0735409157248652"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","Realschulabschluss","weiblich","63","0.0191341525532415","0.0144699085517918","0.0237983965546911"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","(Fach-)Abitur","maennlich","102","0.083226820500059","0.0670713052191808","0.0993823357809371"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","(Fach-)Abitur","weiblich","40","0.0217659158867928","0.0138852108622513","0.0296466209113343"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","AkademikerInnen","maennlich","757","0.2989391096504","0.280866999390491","0.31701121991031"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","AkademikerInnen","weiblich","375","0.18172999138175","0.164376932301467","0.199083050462034"
"Angestellte, umfassende Führungsaufgaben","2003","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","2003","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","2003","Hauptschulabschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","2003","Hauptschulabschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","2003","Realschulabschluss","maennlich","34","0.00927282670310419","0.00549367063426637","0.013051982771942"
"Angestellte, umfassende Führungsaufgaben","2003","Realschulabschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","2003","(Fach-)Abitur","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","2003","(Fach-)Abitur","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","2003","AkademikerInnen","maennlich","141","0.0393635655641107","0.0316870104661759","0.0470401206620455"
"Angestellte, umfassende Führungsaufgaben","2003","AkademikerInnen","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","(noch) kein Abschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","(noch) kein Abschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","Hauptschulabschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","Hauptschulabschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","Realschulabschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","Realschulabschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","(Fach-)Abitur","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","(Fach-)Abitur","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","AkademikerInnen","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","AkademikerInnen","weiblich","","","",""
"Beamte, einfacher Dienst","2003","(noch) kein Abschluss","maennlich","","","",""
"Beamte, einfacher Dienst","2003","(noch) kein Abschluss","weiblich","","","",""
"Beamte, einfacher Dienst","2003","Hauptschulabschluss","maennlich","","","",""
"Beamte, einfacher Dienst","2003","Hauptschulabschluss","weiblich","","","",""
"Beamte, einfacher Dienst","2003","Realschulabschluss","maennlich","","","",""
"Beamte, einfacher Dienst","2003","Realschulabschluss","weiblich","","","",""
"Beamte, einfacher Dienst","2003","(Fach-)Abitur","maennlich","","","",""
"Beamte, einfacher Dienst","2003","(Fach-)Abitur","weiblich","","","",""
"Beamte, einfacher Dienst","2003","AkademikerInnen","maennlich","","","",""
"Beamte, einfacher Dienst","2003","AkademikerInnen","weiblich","","","",""
"Beamte, mittlerer Dienst","2003","(noch) kein Abschluss","maennlich","","","",""
"Beamte, mittlerer Dienst","2003","(noch) kein Abschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","2003","Hauptschulabschluss","maennlich","37","0.00686456890237176","0.00433690105476108","0.00939223674998244"
"Beamte, mittlerer Dienst","2003","Hauptschulabschluss","weiblich","","","",""
