"ple0044_h","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2004","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Bayern","kein Migrationshintergrund","1657","0.700844651769442","0.682754110895182","0.718935192643702"
"Ja","2004","Bayern","direkter Migrationshintergrund","262","0.741608679143455","0.697064854993344","0.786152503293565"
"Ja","2004","Bayern","indirekter Migrationshintergrund","79","0.734021647622882","0.656562865498093","0.811480429747672"
"Ja","2004","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Saarland","kein Migrationshintergrund","","","",""
"Ja","2004","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2004","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2004","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Berlin","kein Migrationshintergrund","470","0.697493308018804","0.663169822175703","0.731816793861905"
"Ja","2004","Berlin","direkter Migrationshintergrund","40","0.680155890973835","0.560120999460519","0.800190782487151"
"Ja","2004","Berlin","indirekter Migrationshintergrund","20","","",""
"Ja","2004","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Brandenburg","kein Migrationshintergrund","593","0.701790119564846","0.671108110440689","0.732472128689003"
"Ja","2004","Brandenburg","direkter Migrationshintergrund","11","","",""
"Ja","2004","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Ja","2004","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Mecklenburg-Vorpommern","kein Migrationshintergrund","331","0.719232921955749","0.678990120622268","0.75947572328923"
"Ja","2004","Mecklenburg-Vorpommern","direkter Migrationshintergrund","14","","",""
"Ja","2004","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Ja","2004","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Sachsen","kein Migrationshintergrund","1011","0.713797787836418","0.690786120814663","0.736809454858174"
"Ja","2004","Sachsen","direkter Migrationshintergrund","23","","",""
"Ja","2004","Sachsen","indirekter Migrationshintergrund","7","","",""
"Ja","2004","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Sachsen-Anhalt","kein Migrationshintergrund","614","0.730242715083811","0.70085158767461","0.759633842493012"
"Ja","2004","Sachsen-Anhalt","direkter Migrationshintergrund","20","","",""
"Ja","2004","Sachsen-Anhalt","indirekter Migrationshintergrund","4","","",""
"Ja","2004","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Thüringen","kein Migrationshintergrund","625","0.73475683024672","0.705737249677561","0.763776410815878"
"Ja","2004","Thüringen","direkter Migrationshintergrund","15","","",""
"Ja","2004","Thüringen","indirekter Migrationshintergrund","5","","",""
"Ja","2004","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Schleswig-Holstein","kein Migrationshintergrund","187","0.325294105833222","0.286630363473526","0.363957848192917"
"Nein","2005","Schleswig-Holstein","direkter Migrationshintergrund","15","","",""
"Nein","2005","Schleswig-Holstein","indirekter Migrationshintergrund","4","","",""
"Nein","2005","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Hamburg","kein Migrationshintergrund","61","0.229679727432702","0.177539240529925","0.281820214335479"
"Nein","2005","Hamburg","direkter Migrationshintergrund","5","","",""
"Nein","2005","Hamburg","indirekter Migrationshintergrund","5","","",""
"Nein","2005","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Niedersachsen","kein Migrationshintergrund","439","0.261963275933803","0.23968936988499","0.284237181982616"
"Nein","2005","Niedersachsen","direkter Migrationshintergrund","72","0.368077687158641","0.299859673838031","0.436295700479252"
"Nein","2005","Niedersachsen","indirekter Migrationshintergrund","12","","",""
"Nein","2005","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Bremen","kein Migrationshintergrund","42","0.29466799384589","0.214426218781008","0.374909768910772"
"Nein","2005","Bremen","direkter Migrationshintergrund","4","","",""
"Nein","2005","Bremen","indirekter Migrationshintergrund","","","",""
"Nein","2005","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Nordrhein-Westfalen","kein Migrationshintergrund","1033","0.289705103017295","0.274452856233558","0.304957349801032"
"Nein","2005","Nordrhein-Westfalen","direkter Migrationshintergrund","192","0.278384806091805","0.243441406829499","0.313328205354111"
"Nein","2005","Nordrhein-Westfalen","indirekter Migrationshintergrund","71","0.326906282059373","0.2664151791509","0.387397384967847"
"Nein","2005","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Hessen","kein Migrationshintergrund","299","0.27130963510266","0.244605568081271","0.298013702124048"
"Nein","2005","Hessen","direkter Migrationshintergrund","67","0.357303861488037","0.292180302937664","0.42242742003841"
"Nein","2005","Hessen","indirekter Migrationshintergrund","22","","",""
"Nein","2005","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","279","0.284790472304","0.256677299163761","0.312903645444238"
"Nein","2005","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","59","0.359998953196701","0.288882509997306","0.431115396396095"
"Nein","2005","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","11","","",""
"Nein","2005","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Baden-Württemberg","kein Migrationshintergrund","521","0.270256610882193","0.249317922686707","0.29119529907768"
"Nein","2005","Baden-Württemberg","direkter Migrationshintergrund","118","0.232046814680097","0.196073916068272","0.268019713291921"
"Nein","2005","Baden-Württemberg","indirekter Migrationshintergrund","51","0.24011800983437","0.182345147241561","0.297890872427178"
"Nein","2005","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Bayern","kein Migrationshintergrund","799","0.294995426794722","0.276646831124495","0.313344022464948"
"Nein","2005","Bayern","direkter Migrationshintergrund","91","0.275353216446858","0.226863733588553","0.323842699305163"
"Nein","2005","Bayern","indirekter Migrationshintergrund","45","0.324587811347008","0.240107085227006","0.40906853746701"
"Nein","2005","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Saarland","kein Migrationshintergrund","","","",""
"Nein","2005","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2005","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2005","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Berlin","kein Migrationshintergrund","197","0.298429393962931","0.263226186620777","0.333632601305086"
"Nein","2005","Berlin","direkter Migrationshintergrund","13","","",""
"Nein","2005","Berlin","indirekter Migrationshintergrund","5","","",""
"Nein","2005","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Brandenburg","kein Migrationshintergrund","272","0.338128394969272","0.306306800099868","0.369949989838677"
"Nein","2005","Brandenburg","direkter Migrationshintergrund","2","","",""
"Nein","2005","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein","2005","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Mecklenburg-Vorpommern","kein Migrationshintergrund","133","0.251350348472801","0.212091213259147","0.290609483686456"
"Nein","2005","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Nein","2005","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Nein","2005","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Sachsen","kein Migrationshintergrund","442","0.276355714790913","0.253177666382657","0.299533763199169"
"Nein","2005","Sachsen","direkter Migrationshintergrund","6","","",""
"Nein","2005","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein","2005","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Sachsen-Anhalt","kein Migrationshintergrund","271","0.276106231784981","0.245980442582188","0.306232020987774"
"Nein","2005","Sachsen-Anhalt","direkter Migrationshintergrund","3","","",""
"Nein","2005","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Nein","2005","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Thüringen","kein Migrationshintergrund","248","0.27712343418709","0.246891861216756","0.307355007157424"
"Nein","2005","Thüringen","direkter Migrationshintergrund","1","","",""
"Nein","2005","Thüringen","indirekter Migrationshintergrund","","","",""
"Nein","2005","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Schleswig-Holstein","kein Migrationshintergrund","377","0.674705894166778","0.636042151807083","0.713369636526473"
"Ja","2005","Schleswig-Holstein","direkter Migrationshintergrund","45","0.737169606450319","0.625793003131297","0.848546209769342"
"Ja","2005","Schleswig-Holstein","indirekter Migrationshintergrund","7","","",""
"Ja","2005","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Hamburg","kein Migrationshintergrund","189","0.770320272567298","0.718179785664521","0.822460759470075"
"Ja","2005","Hamburg","direkter Migrationshintergrund","17","","",""
"Ja","2005","Hamburg","indirekter Migrationshintergrund","4","","",""
"Ja","2005","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Niedersachsen","kein Migrationshintergrund","1058","0.738036724066197","0.715762818017384","0.76031063011501"
"Ja","2005","Niedersachsen","direkter Migrationshintergrund","120","0.631922312841359","0.563704299520748","0.700140326161969"
"Ja","2005","Niedersachsen","indirekter Migrationshintergrund","38","0.778745995316878","0.663690710436332","0.893801280197425"
"Ja","2005","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Bremen","kein Migrationshintergrund","82","0.70533200615411","0.625090231089228","0.785573781218992"
"Ja","2005","Bremen","direkter Migrationshintergrund","12","","",""
"Ja","2005","Bremen","indirekter Migrationshintergrund","3","","",""
"Ja","2005","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Nordrhein-Westfalen","kein Migrationshintergrund","2365","0.710294896982705","0.695042650198968","0.725547143766442"
"Ja","2005","Nordrhein-Westfalen","direkter Migrationshintergrund","440","0.721615193908195","0.686671794645889","0.756558593170501"
"Ja","2005","Nordrhein-Westfalen","indirekter Migrationshintergrund","160","0.673093717940627","0.612602615032153","0.7335848208491"
"Ja","2005","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Hessen","kein Migrationshintergrund","766","0.72869036489734","0.701986297875952","0.755394431918729"
"Ja","2005","Hessen","direkter Migrationshintergrund","141","0.642696138511963","0.577572579961591","0.707819697062336"
"Ja","2005","Hessen","indirekter Migrationshintergrund","47","0.769156133938348","0.669732422959177","0.868579844917519"
"Ja","2005","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","711","0.715209527696","0.687096354555762","0.743322700836239"
"Ja","2005","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","116","0.640001046803299","0.568884603603905","0.711117490002694"
"Ja","2005","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","36","0.789510761423347","0.672965897904481","0.906055624942212"
"Ja","2005","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Baden-Württemberg","kein Migrationshintergrund","1207","0.729743389117806","0.70880470092232","0.750682077313293"
"Ja","2005","Baden-Württemberg","direkter Migrationshintergrund","411","0.767953185319903","0.731980286708079","0.803926083931728"
"Ja","2005","Baden-Württemberg","indirekter Migrationshintergrund","159","0.759881990165631","0.702109127572822","0.817654852758439"
"Ja","2005","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Bayern","kein Migrationshintergrund","1574","0.705004573205278","0.686655977535052","0.723353168875505"
"Ja","2005","Bayern","direkter Migrationshintergrund","235","0.724646783553142","0.676157300694837","0.773136266411447"
"Ja","2005","Bayern","indirekter Migrationshintergrund","73","0.675412188652992","0.59093146253299","0.759892914772994"
"Ja","2005","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Saarland","kein Migrationshintergrund","","","",""
"Ja","2005","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2005","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2005","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Berlin","kein Migrationshintergrund","452","0.701570606037069","0.666367398694914","0.736773813379224"
"Ja","2005","Berlin","direkter Migrationshintergrund","36","0.698060636142432","0.569515249996551","0.826606022288312"
"Ja","2005","Berlin","indirekter Migrationshintergrund","27","","",""
"Ja","2005","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Brandenburg","kein Migrationshintergrund","577","0.661871605030728","0.630050010161323","0.693693199900133"
"Ja","2005","Brandenburg","direkter Migrationshintergrund","11","","",""
"Ja","2005","Brandenburg","indirekter Migrationshintergrund","5","","",""
"Ja","2005","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Mecklenburg-Vorpommern","kein Migrationshintergrund","336","0.748649651527199","0.709390516313544","0.787908786740853"
"Ja","2005","Mecklenburg-Vorpommern","direkter Migrationshintergrund","13","","",""
"Ja","2005","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Ja","2005","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Sachsen","kein Migrationshintergrund","988","0.723644285209087","0.700466236800831","0.746822333617343"
"Ja","2005","Sachsen","direkter Migrationshintergrund","22","","",""
"Ja","2005","Sachsen","indirekter Migrationshintergrund","6","","",""
"Ja","2005","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Sachsen-Anhalt","kein Migrationshintergrund","575","0.723893768215019","0.693767979012226","0.754019557417812"
