"religion","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"katholisch","2004","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"katholisch","2004","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"katholisch","2004","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Bayern","kein Migrationshintergrund","","","",""
"katholisch","2004","Bayern","direkter Migrationshintergrund","","","",""
"katholisch","2004","Bayern","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Saarland","kein Migrationshintergrund","","","",""
"katholisch","2004","Saarland","direkter Migrationshintergrund","","","",""
"katholisch","2004","Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Berlin","kein Migrationshintergrund","","","",""
"katholisch","2004","Berlin","direkter Migrationshintergrund","","","",""
"katholisch","2004","Berlin","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Brandenburg","kein Migrationshintergrund","","","",""
"katholisch","2004","Brandenburg","direkter Migrationshintergrund","","","",""
"katholisch","2004","Brandenburg","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"katholisch","2004","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"katholisch","2004","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Sachsen","kein Migrationshintergrund","","","",""
"katholisch","2004","Sachsen","direkter Migrationshintergrund","","","",""
"katholisch","2004","Sachsen","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"katholisch","2004","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"katholisch","2004","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"katholisch","2004","Thueringen","kein Migrationshintergrund","","","",""
"katholisch","2004","Thueringen","direkter Migrationshintergrund","","","",""
"katholisch","2004","Thueringen","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"evangelisch","2004","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Hamburg","kein Migrationshintergrund","","","",""
"evangelisch","2004","Hamburg","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Hamburg","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Niedersachsen","kein Migrationshintergrund","","","",""
"evangelisch","2004","Niedersachsen","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Niedersachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Bremen","kein Migrationshintergrund","","","",""
"evangelisch","2004","Bremen","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Bremen","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"evangelisch","2004","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Hessen","kein Migrationshintergrund","","","",""
"evangelisch","2004","Hessen","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Hessen","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"evangelisch","2004","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"evangelisch","2004","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Bayern","kein Migrationshintergrund","","","",""
"evangelisch","2004","Bayern","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Bayern","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Saarland","kein Migrationshintergrund","","","",""
"evangelisch","2004","Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Berlin","kein Migrationshintergrund","","","",""
"evangelisch","2004","Berlin","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Berlin","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Brandenburg","kein Migrationshintergrund","","","",""
"evangelisch","2004","Brandenburg","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Brandenburg","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"evangelisch","2004","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Sachsen","kein Migrationshintergrund","","","",""
"evangelisch","2004","Sachsen","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Sachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"evangelisch","2004","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","Thueringen","kein Migrationshintergrund","","","",""
"evangelisch","2004","Thueringen","direkter Migrationshintergrund","","","",""
"evangelisch","2004","Thueringen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Hamburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Hamburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Hamburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Niedersachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Niedersachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Niedersachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Bremen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Bremen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Bremen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Hessen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Hessen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Hessen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Bayern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Bayern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Bayern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Berlin","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Berlin","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Berlin","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Brandenburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Brandenburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Brandenburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Sachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Sachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Sachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Thueringen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Thueringen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","Thueringen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Hamburg","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Hamburg","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Hamburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Niedersachsen","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Niedersachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Niedersachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Bremen","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Bremen","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Bremen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Hessen","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Hessen","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Hessen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Bayern","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Bayern","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Bayern","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Berlin","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Berlin","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","Berlin","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","Brandenburg","kein Migrationshintergrund","","","",""
"konfessionslos","2004","Brandenburg","direkter Migrationshintergrund","","","",""
