"germborn","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","2006","AkademikerIn","Hessen","45","0.20470284483165","0.162730757474203","0.246674932189096"
"nicht in Deutschland geboren","2006","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Baden-Wuerttemberg","56","0.146224780278105","0.115943132190355","0.176506428365855"
"nicht in Deutschland geboren","2006","AkademikerIn","Bayern","68","0.16947373399565","0.139774466439868","0.199173001551432"
"nicht in Deutschland geboren","2006","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Berlin","19","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Brandenburg","5","0.0179727280573056","0.00200746610623188","0.0339379900083793"
"nicht in Deutschland geboren","2006","AkademikerIn","Mecklenburg-Vorpommern","2","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Sachsen","8","0.044758949948457","0.0241044749885108","0.0654134249084033"
"nicht in Deutschland geboren","2006","AkademikerIn","Sachsen-Anhalt","3","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Thueringen","5","0.0468584552823211","0.0164051167389045","0.0773117938257377"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Schleswig-Holstein","28","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Hamburg","10","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Niedersachsen","62","0.812039364974343","0.724205238171832","0.899873491776855"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Bremen","4","1","1","1"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Nordrhein-Westfalen","138","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Hessen","42","0.620771999254904","0.495904230304858","0.74563976820495"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","33","0.760251647100312","0.631135681708241","0.889367612492383"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Baden-Wuerttemberg","105","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Bayern","78","0.750351632066893","0.663318809229454","0.837384454904333"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Berlin","28","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Brandenburg","32","1","1","1"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","23","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Sachsen","42","1","1","1"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Sachsen-Anhalt","39","1","1","1"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Thueringen","22","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Schleswig-Holstein","217","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Hamburg","71","0.888758756161106","0.821114035265733","0.956403477056479"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Niedersachsen","632","0.885461744068464","0.861853173787324","0.909070314349605"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Bremen","36","0.913245202460128","0.827087003356344","0.999403401563912"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Nordrhein-Westfalen","1359","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Hessen","385","0.798189669462511","0.761904938254964","0.834474400670059"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Rheinland-Pfalz,Saarland","493","0.875203160788322","0.848143209422836","0.902263112153809"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Baden-Wuerttemberg","704","0.729713811264228","0.701765830595424","0.757661791933033"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Bayern","1148","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Berlin","111","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Brandenburg","203","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Mecklenburg-Vorpommern","121","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Sachsen","346","0.96880728545679","0.950824947718606","0.986789623194973"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Sachsen-Anhalt","233","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Thueringen","274","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Schleswig-Holstein","159","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Hamburg","66","0.927326778806024","0.86694268926014","0.987710868351908"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Niedersachsen","499","0.939122807419129","0.918842900161771","0.959402714676487"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Bremen","42","1","1","1"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Nordrhein-Westfalen","829","0.936279864315371","0.920077359586269","0.952482369044473"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Hessen","315","0.927487719035185","0.899675558673197","0.955299879397172"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Rheinland-Pfalz,Saarland","233","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Baden-Wuerttemberg","532","0.94838376496606","0.929976603729453","0.966790926202666"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Bayern","649","0.955311787524161","0.939747730383598","0.970875844664724"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Berlin","207","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Brandenburg","288","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Mecklenburg-Vorpommern","189","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Sachsen","598","0.991760633984546","0.984539586909603","0.998981681059488"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Sachsen-Anhalt","291","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Thueringen","358","1","1","1"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Schleswig-Holstein","67","0.94299853778088","0.889070151546202","0.996926924015557"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Hamburg","44","0.935976575953974","0.865992198999181","1.00596095290877"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Niedersachsen","165","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Bremen","19","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Nordrhein-Westfalen","541","0.816908163192696","0.787061942741997","0.846754383643396"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Hessen","156","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","97","0.753099189116349","0.678687599200165","0.827510779032533"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Baden-Wuerttemberg","221","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Bayern","231","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Berlin","99","0.857175462051634","0.791489718407394","0.922861205695874"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Brandenburg","74","0.986161781521769","0.959723596682151","1.01259996636139"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","26","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Sachsen","123","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Sachsen-Anhalt","69","0.983782400467039","0.954192610568143","1.01337219036594"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Thueringen","58","0.979864380580671","0.944322700919289","1.01540606024205"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Schleswig-Holstein","100","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Hamburg","73","0.961750859865723","0.918911314005208","1.00459040572624"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Niedersachsen","285","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Bremen","31","0.880418983601749","0.771354222641102","0.989483744562397"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Nordrhein-Westfalen","761","0.885425185337617","0.863898824775706","0.906951545899528"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Hessen","291","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Rheinland-Pfalz,Saarland","164","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Baden-Wuerttemberg","435","0.85732833230325","0.82626657175957","0.888390092846931"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Bayern","515","0.84184585656569","0.812047423616578","0.871644289514803"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Berlin","241","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Brandenburg","245","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Mecklenburg-Vorpommern","133","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Sachsen","372","0.958629652396889","0.938606783353442","0.978652521440337"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Sachsen-Anhalt","222","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Thueringen","177","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Schleswig-Holstein","4","0.171659149657942","0.0410086364465855","0.302309662869299"
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Hamburg","1","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Niedersachsen","14","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Bremen","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Nordrhein-Westfalen","55","0.346687725657247","0.279544982856094","0.413830468458399"
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Hessen","16","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","9","0.239748352899688","0.110632387507617","0.368864318291759"
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Baden-Wuerttemberg","39","0.375820858161086","0.296714405362943","0.454927310959229"
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Bayern","17","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Saarland","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Berlin","2","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Brandenburg","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Sachsen","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Thueringen","","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Schleswig-Holstein","22","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Hamburg","12","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Niedersachsen","67","0.114538255931536","0.0909296856503951","0.138146826212676"
"nicht in Deutschland geboren","2007","Hauptschule","Bremen","5","0.0867547975398718","0.000596598436087697","0.172912996643656"
"nicht in Deutschland geboren","2007","Hauptschule","Nordrhein-Westfalen","273","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Hessen","85","0.201810330537489","0.165525599329941","0.238095061745036"
"nicht in Deutschland geboren","2007","Hauptschule","Rheinland-Pfalz,Saarland","80","0.124796839211677","0.0977368878461909","0.151856790577164"
"nicht in Deutschland geboren","2007","Hauptschule","Baden-Wuerttemberg","266","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Bayern","158","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Saarland","","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Berlin","16","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Brandenburg","8","0.0462715002262512","0.0179265281197251","0.0746164723327773"
"nicht in Deutschland geboren","2007","Hauptschule","Mecklenburg-Vorpommern","3","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Sachsen","13","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Sachsen-Anhalt","11","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Thueringen","9","0.0541781745727618","0.0278044344140698","0.0805519147314539"
"nicht in Deutschland geboren","2007","Realschule","Schleswig-Holstein","8","0.060765218619153","0.0245322038331266","0.0969982334051793"
"nicht in Deutschland geboren","2007","Realschule","Hamburg","5","0.0726732211939757","0.0122891316480915","0.13305731073986"
"nicht in Deutschland geboren","2007","Realschule","Niedersachsen","35","0.060877192580871","0.0405972853235132","0.0811570998382289"
"nicht in Deutschland geboren","2007","Realschule","Bremen","","","",""
"nicht in Deutschland geboren","2007","Realschule","Nordrhein-Westfalen","44","0.0637201356846289","0.0475176309555267","0.0799226404137312"
"nicht in Deutschland geboren","2007","Realschule","Hessen","19","","",""
"nicht in Deutschland geboren","2007","Realschule","Rheinland-Pfalz,Saarland","6","0.0447126333001092","0.0185108239858847","0.0709144426143337"
"nicht in Deutschland geboren","2007","Realschule","Baden-Wuerttemberg","23","","",""
"nicht in Deutschland geboren","2007","Realschule","Bayern","28","","",""
"nicht in Deutschland geboren","2007","Realschule","Saarland","","","",""
"nicht in Deutschland geboren","2007","Realschule","Berlin","4","0.0244783877440711","0.00362787612120154","0.0453288993669406"
"nicht in Deutschland geboren","2007","Realschule","Brandenburg","1","","",""
"nicht in Deutschland geboren","2007","Realschule","Mecklenburg-Vorpommern","1","","",""
"nicht in Deutschland geboren","2007","Realschule","Sachsen","4","0.00823936601545448","0.00101831894051184","0.0154604130903971"
"nicht in Deutschland geboren","2007","Realschule","Sachsen-Anhalt","2","","",""
"nicht in Deutschland geboren","2007","Realschule","Thueringen","","","",""
"nicht in Deutschland geboren","2007","(Fach-)Abitur","Schleswig-Holstein","4","0.0570014622191204","0.00307307598444267","0.110929848453798"
