year,pgisced97,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.15216,50,546,0.12200,0.18231
2009,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91812,756,816,0.89930,0.93695
2009,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.08188,60,816,0.06305,0.10070
2009,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93128,2033,2138,0.92055,0.94200
2009,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.06872,105,2138,0.05800,0.07945
2010,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.93500,70,70,0.87683,0.99317
2010,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91077,96,96,0.85345,0.96810
2010,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.97504,88,88,0.94226,1.00782
2010,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.97176,103,103,0.93962,1.00391
2010,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.41754,41,87,0.31331,0.52177
2010,Primary Level,1st Quintile,Not born in Germany,0.58246,46,87,0.47823,0.68669
2010,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.67095,404,548,0.63158,0.71033
2010,Lower Secondary Level,1st Quintile,Not born in Germany,0.32905,144,548,0.28967,0.36842
2010,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.79648,369,451,0.75929,0.83368
2010,Lower Secondary Level,2nd Quintile,Not born in Germany,0.20352,82,451,0.16632,0.24071
2010,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.73929,250,313,0.69057,0.78800
2010,Lower Secondary Level,3rd Quintile,Not born in Germany,0.26071,63,313,0.21200,0.30943
2010,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.87471,195,195,0.82812,0.92129
2010,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.90886,104,104,0.85328,0.96444
2010,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.84911,1262,1422,0.83050,0.86772
2010,Upper Secondary Level,1st Quintile,Not born in Germany,0.15089,160,1422,0.13228,0.16950
2010,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.89581,1641,1790,0.88165,0.90996
2010,Upper Secondary Level,2nd Quintile,Not born in Germany,0.10419,149,1790,0.09004,0.11835
2010,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91037,1704,1811,0.89721,0.92353
2010,Upper Secondary Level,3rd Quintile,Not born in Germany,0.08963,107,1811,0.07647,0.10279
2010,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.94424,1676,1747,0.93347,0.95500
2010,Upper Secondary Level,4th Quintile,Not born in Germany,0.05576,71,1747,0.04500,0.06653
2010,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.95706,1474,1526,0.94689,0.96724
2010,Upper Secondary Level,5th Quintile,Not born in Germany,0.04294,52,1526,0.03276,0.05311
2010,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.64730,61,98,0.55221,0.74239
2010,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.35270,37,98,0.25761,0.44779
2010,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.68024,113,153,0.60610,0.75439
2010,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.31976,40,153,0.24561,0.39390
2010,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.87633,135,135,0.82059,0.93207
2010,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.87770,222,222,0.83450,0.92089
2010,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.89377,266,266,0.85667,0.93087
2010,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.78948,89,89,0.70430,0.87466
2010,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89301,184,184,0.84823,0.93779
2010,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.90861,251,251,0.87289,0.94433
2010,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.92747,314,314,0.89874,0.95620
2010,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.96268,332,332,0.94226,0.98310
2010,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.73600,160,197,0.67429,0.79771
2010,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.26400,37,197,0.20229,0.32571
2010,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.85859,288,288,0.81828,0.89890
2010,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.84668,490,536,0.81615,0.87721
2010,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.15332,46,536,0.12279,0.18385
2010,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.88302,732,798,0.86071,0.90534
2010,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.11698,66,798,0.09466,0.13929
2010,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92968,1889,1985,0.91843,0.94093
2010,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.07032,96,1985,0.05907,0.08157
2011,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.87207,162,162,0.82048,0.92367
2011,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.91016,123,123,0.85942,0.96090
2011,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.99670,111,111,0.98598,1.00742
2011,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.98899,130,130,0.97098,1.00700
2011,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98879,96,96,0.96763,1.00996
2011,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.43808,92,174,0.36414,0.51201
2011,Primary Level,1st Quintile,Not born in Germany,0.56192,82,174,0.48799,0.63586
2011,Primary Level,2nd Quintile,Not born in Germany,0.42487,31,31,0.24798,0.60176
2011,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.69642,652,924,0.66675,0.72608
2011,Lower Secondary Level,1st Quintile,Not born in Germany,0.30358,272,924,0.27392,0.33325
2011,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.76896,424,549,0.73367,0.80425
2011,Lower Secondary Level,2nd Quintile,Not born in Germany,0.23104,125,549,0.19575,0.26633
2011,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80147,313,378,0.76120,0.84173
2011,Lower Secondary Level,3rd Quintile,Not born in Germany,0.19853,65,378,0.15827,0.23880
2011,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.79473,184,219,0.74112,0.84835
2011,Lower Secondary Level,4th Quintile,Not born in Germany,0.20527,35,219,0.15165,0.25888
2011,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.86073,103,103,0.79354,0.92792
2011,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.86116,2116,2472,0.84753,0.87480
2011,Upper Secondary Level,1st Quintile,Not born in Germany,0.13884,356,2472,0.12520,0.15247
2011,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.88073,2215,2471,0.86795,0.89351
2011,Upper Secondary Level,2nd Quintile,Not born in Germany,0.11927,256,2471,0.10649,0.13205
2011,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.91649,2095,2235,0.90502,0.92796
2011,Upper Secondary Level,3rd Quintile,Not born in Germany,0.08351,140,2235,0.07204,0.09498
2011,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.94985,1839,1917,0.94008,0.95963
2011,Upper Secondary Level,4th Quintile,Not born in Germany,0.05015,78,1917,0.04037,0.05992
2011,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.95715,1477,1532,0.94700,0.96729
2011,Upper Secondary Level,5th Quintile,Not born in Germany,0.04285,55,1532,0.03271,0.05300
2011,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.67137,177,274,0.61565,0.72709
2011,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.32863,97,274,0.27291,0.38435
2011,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.70794,236,306,0.65690,0.75897
2011,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.29206,70,306,0.24103,0.34310
2011,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.83355,263,308,0.79189,0.87522
2011,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.16645,45,308,0.12478,0.20811
2011,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.87839,296,332,0.84318,0.91360
2011,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.12161,36,332,0.08640,0.15682
2011,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.86900,292,323,0.83214,0.90585
2011,Post-secondary Non-tertiary Level,5th Quintile,Not born in Germany,0.13100,31,323,0.09415,0.16786
2011,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.82437,136,136,0.76018,0.88856
2011,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.87271,250,250,0.83131,0.91411
2011,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.89836,285,285,0.86321,0.93350
2011,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.94016,364,364,0.91576,0.96456
2011,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.96155,339,339,0.94106,0.98205
2011,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.66365,237,341,0.61343,0.71387
2011,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.33635,104,341,0.28613,0.38657
2011,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.76019,421,499,0.72269,0.79769
2011,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.23981,78,499,0.20231,0.27731
2011,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.87427,660,740,0.85037,0.89818
2011,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.12573,80,740,0.10182,0.14963
2011,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90489,1014,1118,0.88768,0.92209
2011,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.09511,104,1118,0.07791,0.11232
2011,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91468,2133,2273,0.90320,0.92617
2011,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.08532,140,2273,0.07383,0.09680
2012,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.82728,209,209,0.77590,0.87865
2012,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.96710,194,194,0.94194,0.99227
2012,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.99847,158,158,0.99236,1.00458
2012,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.99086,136,136,0.97480,1.00691
2012,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98802,119,119,0.96838,1.00765
2012,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.57177,146,241,0.50916,0.63437
2012,Primary Level,1st Quintile,Not born in Germany,0.42823,95,241,0.36563,0.49084
2012,Primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.43052,31,31,0.25334,0.60771
2012,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.73053,840,1128,0.70462,0.75643
2012,Lower Secondary Level,1st Quintile,Not born in Germany,0.26947,288,1128,0.24357,0.29538
2012,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.73021,516,668,0.69653,0.76390
2012,Lower Secondary Level,2nd Quintile,Not born in Germany,0.26979,152,668,0.23610,0.30347
2012,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.79091,389,465,0.75391,0.82791
2012,Lower Secondary Level,3rd Quintile,Not born in Germany,0.20909,76,465,0.17209,0.24609
2012,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.80578,242,285,0.75977,0.85179
2012,Lower Secondary Level,4th Quintile,Not born in Germany,0.19422,43,285,0.14821,0.24023
2012,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.81454,111,111,0.74191,0.88717
2012,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.84057,2454,2845,0.82711,0.85402
2012,Upper Secondary Level,1st Quintile,Not born in Germany,0.15943,391,2845,0.14598,0.17289
2012,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.86662,2566,2889,0.85422,0.87902
2012,Upper Secondary Level,2nd Quintile,Not born in Germany,0.13338,323,2889,0.12098,0.14578
2012,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.90561,2402,2571,0.89431,0.91691
2012,Upper Secondary Level,3rd Quintile,Not born in Germany,0.09439,169,2571,0.08309,0.10569
2012,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93883,2177,2294,0.92903,0.94864
2012,Upper Secondary Level,4th Quintile,Not born in Germany,0.06117,117,2294,0.05136,0.07097
2012,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94794,1619,1680,0.93732,0.95857
2012,Upper Secondary Level,5th Quintile,Not born in Germany,0.05206,61,1680,0.04143,0.06268
2012,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.67280,216,319,0.62123,0.72437
2012,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.32720,103,319,0.27563,0.37877
2012,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.71162,252,321,0.66199,0.76126
2012,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.28838,69,321,0.23874,0.33801
2012,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.85535,331,393,0.82053,0.89017
2012,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.14465,62,393,0.10983,0.17947
2012,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.86844,357,406,0.83552,0.90136
2012,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.13156,49,406,0.09864,0.16448
2012,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.82555,308,347,0.78556,0.86554
2012,Post-secondary Non-tertiary Level,5th Quintile,Not born in Germany,0.17445,39,347,0.13446,0.21444
2012,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.80534,140,171,0.74582,0.86486
2012,First Stage of Tertiary Education,1st Quintile,Not born in Germany,0.19466,31,171,0.13514,0.25418
2012,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89655,279,279,0.86075,0.93235
2012,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.89613,352,352,0.86421,0.92805
2012,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.95204,396,396,0.93096,0.97311
2012,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.94595,385,385,0.92333,0.96857
2012,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.66884,283,400,0.62266,0.71502
2012,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.33116,117,400,0.28498,0.37734
2012,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.73163,470,567,0.69512,0.76814
2012,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.26837,97,567,0.23186,0.30488
2012,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.85098,757,854,0.82708,0.87487
2012,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.14902,97,854,0.12513,0.17292
2012,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.89340,1170,1284,0.87651,0.91029
2012,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.10660,114,1284,0.08971,0.12349
2012,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92008,2425,2576,0.90961,0.93056
2012,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.07992,151,2576,0.06944,0.09039
2013,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.95842,232,232,0.93268,0.98417
2013,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.98003,212,212,0.96116,0.99891
2013,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.99940,164,164,0.99565,1.00316
2013,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.99893,133,133,0.99336,1.00450
2013,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98169,128,128,0.95836,1.00501
2013,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.63897,139,221,0.57550,0.70243
2013,Primary Level,1st Quintile,Not born in Germany,0.36103,82,221,0.29757,0.42450
2013,Primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.57798,31,31,0.40125,0.75471
