"plj0588","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Manchmal","2017","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2017","(Fach-)Abitur","Berlin","38","0.218264563796028","0.155237418879182","0.281291708712874"
"Manchmal","2017","(Fach-)Abitur","Brandenburg","25","","",""
"Manchmal","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","9","","",""
"Manchmal","2017","(Fach-)Abitur","Sachsen","34","0.256995243546819","0.18991222003319","0.324078267060448"
"Manchmal","2017","(Fach-)Abitur","Sachsen-Anhalt","22","","",""
"Manchmal","2017","(Fach-)Abitur","Thueringen","25","","",""
"Manchmal","2017","AkademikerIn","Schleswig-Holstein","32","0.161248759954164","0.11220474741305","0.210292772495278"
"Manchmal","2017","AkademikerIn","Hamburg","34","0.123208716892314","0.0757180783856237","0.170699355399005"
"Manchmal","2017","AkademikerIn","Niedersachsen","119","0.189754044307638","0.158483634115973","0.221024454499303"
"Manchmal","2017","AkademikerIn","Bremen","7","","",""
"Manchmal","2017","AkademikerIn","Nordrhein-Westfalen","260","0.21867431640401","0.196161587280519","0.2411870455275"
"Manchmal","2017","AkademikerIn","Hessen","109","0.204312173361044","0.170018081315536","0.238606265406552"
"Manchmal","2017","AkademikerIn","Rheinland-Pfalz,Saarland","55","0.18002102235786","0.136544936808413","0.223497107907308"
"Manchmal","2017","AkademikerIn","Baden-Wuerttemberg","164","0.175866074645559","0.150726954822364","0.201005194468753"
"Manchmal","2017","AkademikerIn","Bayern","186","0.185168211264839","0.161706963665429","0.208629458864249"
"Manchmal","2017","AkademikerIn","Saarland","","","",""
"Manchmal","2017","AkademikerIn","Berlin","88","0.190886226472715","0.152564108638413","0.229208344307016"
"Manchmal","2017","AkademikerIn","Brandenburg","32","0.143962906449711","0.100619861772057","0.187305951127365"
"Manchmal","2017","AkademikerIn","Mecklenburg-Vorpommern","23","","",""
"Manchmal","2017","AkademikerIn","Sachsen","78","0.193375005714305","0.156638942538123","0.230111068890486"
"Manchmal","2017","AkademikerIn","Sachsen-Anhalt","25","","",""
"Manchmal","2017","AkademikerIn","Thueringen","51","0.258413782737462","0.202083392470782","0.314744173004142"
"Selten","2017","(noch) kein Abschluss","Schleswig-Holstein","19","","",""
"Selten","2017","(noch) kein Abschluss","Hamburg","9","","",""
"Selten","2017","(noch) kein Abschluss","Niedersachsen","66","0.430432644658371","0.366303492902379","0.494561796414363"
"Selten","2017","(noch) kein Abschluss","Bremen","13","","",""
"Selten","2017","(noch) kein Abschluss","Nordrhein-Westfalen","122","0.254372056942159","0.215289345150264","0.293454768734053"
"Selten","2017","(noch) kein Abschluss","Hessen","53","0.473965269244409","0.391547851444685","0.556382687044133"
"Selten","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","28","","",""
"Selten","2017","(noch) kein Abschluss","Baden-Wuerttemberg","39","0.296290232516938","0.218687372464731","0.373893092569145"
"Selten","2017","(noch) kein Abschluss","Bayern","68","0.411422845863962","0.34235487650146","0.480490815226465"
"Selten","2017","(noch) kein Abschluss","Saarland","","","",""
"Selten","2017","(noch) kein Abschluss","Berlin","12","","",""
"Selten","2017","(noch) kein Abschluss","Brandenburg","10","","",""
"Selten","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","12","","",""
"Selten","2017","(noch) kein Abschluss","Sachsen","18","","",""
"Selten","2017","(noch) kein Abschluss","Sachsen-Anhalt","11","","",""
"Selten","2017","(noch) kein Abschluss","Thueringen","7","","",""
"Selten","2017","Hauptschule","Schleswig-Holstein","119","0.449610708028042","0.39185711981879","0.507364296237295"
"Selten","2017","Hauptschule","Hamburg","41","0.330567027994366","0.235469882639223","0.42566417334951"
"Selten","2017","Hauptschule","Niedersachsen","320","0.40886821088361","0.37469401085771","0.443042410909509"
"Selten","2017","Hauptschule","Bremen","22","","",""
"Selten","2017","Hauptschule","Nordrhein-Westfalen","601","0.378378830214373","0.355173998348433","0.401583662080313"
"Selten","2017","Hauptschule","Hessen","171","0.386094271402807","0.341555393620514","0.4306331491851"
"Selten","2017","Hauptschule","Rheinland-Pfalz,Saarland","242","0.420657008959138","0.382230104072087","0.459083913846189"
"Selten","2017","Hauptschule","Baden-Wuerttemberg","330","0.41657483470188","0.383491241678344","0.449658427725416"
"Selten","2017","Hauptschule","Bayern","579","0.418404509178659","0.392899328731824","0.443909689625494"
"Selten","2017","Hauptschule","Saarland","","","",""
"Selten","2017","Hauptschule","Berlin","65","0.392328474241597","0.315461178952167","0.469195769531026"
"Selten","2017","Hauptschule","Brandenburg","91","0.383463062758318","0.321030458773038","0.445895666743598"
"Selten","2017","Hauptschule","Mecklenburg-Vorpommern","41","0.453814292883045","0.358586725131157","0.549041860634932"
"Selten","2017","Hauptschule","Sachsen","130","0.45111157366725","0.395175069542699","0.507048077791801"
"Selten","2017","Hauptschule","Sachsen-Anhalt","88","0.428270891111798","0.361818177520089","0.494723604703507"
"Selten","2017","Hauptschule","Thueringen","71","0.334059614662895","0.27323606450348","0.394883164822309"
"Selten","2017","Realschule","Schleswig-Holstein","115","0.479108830750184","0.418032615837027","0.540185045663341"
"Selten","2017","Realschule","Hamburg","36","0.340648756646671","0.236141520050749","0.445155993242592"
"Selten","2017","Realschule","Niedersachsen","365","0.479827639734307","0.44447135069525","0.515183928773364"
"Selten","2017","Realschule","Bremen","16","","",""
"Selten","2017","Realschule","Nordrhein-Westfalen","471","0.450963931155979","0.421757264140149","0.480170598171808"
"Selten","2017","Realschule","Hessen","187","0.419445530228217","0.371385963483145","0.46750509697329"
"Selten","2017","Realschule","Rheinland-Pfalz,Saarland","122","0.412080481760628","0.355721356693821","0.468439606827435"
"Selten","2017","Realschule","Baden-Wuerttemberg","313","0.476062921828664","0.438744298215593","0.513381545441734"
"Selten","2017","Realschule","Bayern","455","0.529490579458909","0.49801506709955","0.560966091818269"
"Selten","2017","Realschule","Saarland","","","",""
"Selten","2017","Realschule","Berlin","104","0.396040776240379","0.333107859665728","0.45897369281503"
"Selten","2017","Realschule","Brandenburg","180","0.500658663101475","0.450052654535792","0.551264671667158"
"Selten","2017","Realschule","Mecklenburg-Vorpommern","102","0.421095540105985","0.359271295679776","0.482919784532195"
"Selten","2017","Realschule","Sachsen","316","0.479674004384163","0.44266478504141","0.516683223726916"
"Selten","2017","Realschule","Sachsen-Anhalt","164","0.450291510458643","0.39939029410558","0.501192726811706"
"Selten","2017","Realschule","Thueringen","151","0.388622060284863","0.340430562668949","0.436813557900776"
"Selten","2017","(Fach-)Abitur","Schleswig-Holstein","65","0.432302100706862","0.356941150878225","0.507663050535499"
"Selten","2017","(Fach-)Abitur","Hamburg","39","0.379149761175223","0.277199748443169","0.481099773907276"
"Selten","2017","(Fach-)Abitur","Niedersachsen","195","0.393171661005487","0.349291456253615","0.437051865757359"
"Selten","2017","(Fach-)Abitur","Bremen","16","","",""
"Selten","2017","(Fach-)Abitur","Nordrhein-Westfalen","519","0.430503559305519","0.403010507517413","0.457996611093625"
"Selten","2017","(Fach-)Abitur","Hessen","147","0.41300392455637","0.360356983747123","0.465650865365617"
"Selten","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","118","0.470166287999609","0.409730667931758","0.530601908067459"
"Selten","2017","(Fach-)Abitur","Baden-Wuerttemberg","199","0.387617305474988","0.344826894913283","0.430407716036692"
"Selten","2017","(Fach-)Abitur","Bayern","250","0.38454292242117","0.345453351385511","0.423632493456828"
"Selten","2017","(Fach-)Abitur","Saarland","","","",""
"Selten","2017","(Fach-)Abitur","Berlin","79","0.481458675714446","0.405219654219761","0.557697697209132"
"Selten","2017","(Fach-)Abitur","Brandenburg","56","0.376207118032615","0.294489646890399","0.45792458917483"
"Selten","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","34","0.504647977054001","0.375975597339194","0.633320356768809"
"Selten","2017","(Fach-)Abitur","Sachsen","77","0.479775960149217","0.4030806621741","0.556471258124334"
"Selten","2017","(Fach-)Abitur","Sachsen-Anhalt","37","0.436550063992205","0.337852389733337","0.535247738251073"
"Selten","2017","(Fach-)Abitur","Thueringen","50","0.58174230916316","0.488712205213983","0.674772413112338"
"Selten","2017","AkademikerIn","Schleswig-Holstein","105","0.526715733276895","0.460131654598843","0.593299811954947"
"Selten","2017","AkademikerIn","Hamburg","71","0.390757481718085","0.320257673941655","0.461257289494514"
"Selten","2017","AkademikerIn","Niedersachsen","260","0.431402672238959","0.391904823316206","0.470900521161712"
"Selten","2017","AkademikerIn","Bremen","30","0.525173853456907","0.395536688764709","0.654811018149106"
"Selten","2017","AkademikerIn","Nordrhein-Westfalen","558","0.467799537450165","0.440623838383682","0.494975236516647"
"Selten","2017","AkademikerIn","Hessen","251","0.485095581042377","0.442586883428682","0.527604278656072"
"Selten","2017","AkademikerIn","Rheinland-Pfalz,Saarland","146","0.550000863294289","0.49370519364176","0.606296532946818"
"Selten","2017","AkademikerIn","Baden-Wuerttemberg","361","0.406188557810892","0.373758459862838","0.438618655758946"
"Selten","2017","AkademikerIn","Bayern","482","0.429521329199026","0.399623064765518","0.459419593632534"
"Selten","2017","AkademikerIn","Saarland","","","",""
"Selten","2017","AkademikerIn","Berlin","194","0.539785604932582","0.491184274589978","0.588386935275186"
"Selten","2017","AkademikerIn","Brandenburg","129","0.536975657173267","0.475411628506977","0.598539685839556"
"Selten","2017","AkademikerIn","Mecklenburg-Vorpommern","60","0.440331650978984","0.358099926404145","0.522563375553822"
"Selten","2017","AkademikerIn","Sachsen","197","0.436564853814032","0.390432782183706","0.482696925444358"
"Selten","2017","AkademikerIn","Sachsen-Anhalt","99","0.492838876640732","0.426166387010251","0.559511366271212"
"Selten","2017","AkademikerIn","Thueringen","97","0.43178578467111","0.368048388723194","0.495523180619027"
"Nie","2017","(noch) kein Abschluss","Schleswig-Holstein","27","","",""
"Nie","2017","(noch) kein Abschluss","Hamburg","9","","",""
"Nie","2017","(noch) kein Abschluss","Niedersachsen","67","0.234635436718034","0.179749468869273","0.289521404566795"
"Nie","2017","(noch) kein Abschluss","Bremen","9","","",""
"Nie","2017","(noch) kein Abschluss","Nordrhein-Westfalen","165","0.333305039213222","0.291001819041447","0.375608259384996"
"Nie","2017","(noch) kein Abschluss","Hessen","42","0.217247103043566","0.149181472283708","0.285312733803423"
"Nie","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","22","","",""
"Nie","2017","(noch) kein Abschluss","Baden-Wuerttemberg","38","0.209875642431059","0.140668484485643","0.279082800376474"
"Nie","2017","(noch) kein Abschluss","Bayern","70","0.338888534115401","0.272453590975261","0.405323477255541"
"Nie","2017","(noch) kein Abschluss","Saarland","","","",""
"Nie","2017","(noch) kein Abschluss","Berlin","7","","",""
"Nie","2017","(noch) kein Abschluss","Brandenburg","12","","",""
"Nie","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","7","","",""
"Nie","2017","(noch) kein Abschluss","Sachsen","17","","",""
"Nie","2017","(noch) kein Abschluss","Sachsen-Anhalt","13","","",""
"Nie","2017","(noch) kein Abschluss","Thueringen","7","","",""
"Nie","2017","Hauptschule","Schleswig-Holstein","74","0.228040116050855","0.179328935653957","0.276751296447754"
"Nie","2017","Hauptschule","Hamburg","31","0.39280161384909","0.294074577509699","0.491528650188481"
"Nie","2017","Hauptschule","Niedersachsen","231","0.307659814508158","0.275577943843198","0.339741685173118"
"Nie","2017","Hauptschule","Bremen","10","","",""
"Nie","2017","Hauptschule","Nordrhein-Westfalen","548","0.320985146868925","0.298647664731869","0.343322629005981"
"Nie","2017","Hauptschule","Hessen","146","0.348961011398861","0.305356271463292","0.39256575133443"
"Nie","2017","Hauptschule","Rheinland-Pfalz,Saarland","245","0.380859685423888","0.343060668400136","0.418658702447639"
"Nie","2017","Hauptschule","Baden-Wuerttemberg","284","0.324497073354883","0.293078056948091","0.355916089761675"
"Nie","2017","Hauptschule","Bayern","464","0.301977929572061","0.278240051989394","0.325715807154728"
"Nie","2017","Hauptschule","Saarland","","","",""
"Nie","2017","Hauptschule","Berlin","44","0.300212223045071","0.228055034515014","0.372369411575128"
"Nie","2017","Hauptschule","Brandenburg","62","0.275908737395959","0.218516981663763","0.333300493128154"
"Nie","2017","Hauptschule","Mecklenburg-Vorpommern","30","0.237987442015271","0.156533608932566","0.319441275097975"
"Nie","2017","Hauptschule","Sachsen","96","0.292157011127679","0.241037355082352","0.343276667173006"
"Nie","2017","Hauptschule","Sachsen-Anhalt","71","0.314793408347728","0.252422528535134","0.377164288160322"
"Nie","2017","Hauptschule","Thueringen","88","0.39696178001732","0.333867662938066","0.460055897096574"
"Nie","2017","Realschule","Schleswig-Holstein","79","0.295677899806172","0.239885297343496","0.351470502268848"
"Nie","2017","Realschule","Hamburg","27","","",""
"Nie","2017","Realschule","Niedersachsen","221","0.290118784034624","0.258002064764917","0.32223550330433"
"Nie","2017","Realschule","Bremen","13","","",""
"Nie","2017","Realschule","Nordrhein-Westfalen","369","0.302185470712325","0.275231829016355","0.329139112408296"
"Nie","2017","Realschule","Hessen","112","0.312263475309589","0.267130681433078","0.3573962691861"
"Nie","2017","Realschule","Rheinland-Pfalz,Saarland","97","0.332009656184814","0.278086571201101","0.385932741168526"
"Nie","2017","Realschule","Baden-Wuerttemberg","215","0.271402629652102","0.238174591743258","0.304630667560946"
"Nie","2017","Realschule","Bayern","279","0.24987803412725","0.222576345476069","0.27717972277843"
"Nie","2017","Realschule","Saarland","","","",""
"Nie","2017","Realschule","Berlin","54","0.230715928648635","0.176505073479367","0.284926783817903"
"Nie","2017","Realschule","Brandenburg","108","0.279914466228539","0.234474586610596","0.325354345846483"
"Nie","2017","Realschule","Mecklenburg-Vorpommern","69","0.263538544510753","0.208373733925028","0.318703355096478"
"Nie","2017","Realschule","Sachsen","233","0.282528573677372","0.249175753314645","0.3158813940401"
"Nie","2017","Realschule","Sachsen-Anhalt","107","0.248400085027682","0.204193772458331","0.292606397597034"
"Nie","2017","Realschule","Thueringen","116","0.291839313303685","0.246893461043903","0.336785165563466"
"Nie","2017","(Fach-)Abitur","Schleswig-Holstein","53","0.304799768935084","0.234774252951269","0.3748252849189"
"Nie","2017","(Fach-)Abitur","Hamburg","33","0.474820587707062","0.369888797628443","0.579752377785681"
"Nie","2017","(Fach-)Abitur","Niedersachsen","125","0.266297033440104","0.226588127971604","0.306005938908605"
"Nie","2017","(Fach-)Abitur","Bremen","10","","",""
"Nie","2017","(Fach-)Abitur","Nordrhein-Westfalen","407","0.31604788197583","0.290232511536971","0.341863252414689"
"Nie","2017","(Fach-)Abitur","Hessen","87","0.237696202640412","0.192181300246284","0.283211105034541"
"Nie","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","64","0.262975370010592","0.209666928804888","0.316283811216297"
"Nie","2017","(Fach-)Abitur","Baden-Wuerttemberg","151","0.331353846435753","0.290013167653169","0.372694525218337"
"Nie","2017","(Fach-)Abitur","Bayern","173","0.334644480437052","0.296729719388354","0.372559241485751"
"Nie","2017","(Fach-)Abitur","Saarland","","","",""
"Nie","2017","(Fach-)Abitur","Berlin","38","0.229025497536863","0.164909257779664","0.293141737294063"
"Nie","2017","(Fach-)Abitur","Brandenburg","40","0.310336416527112","0.232296602734088","0.388376230320135"
"Nie","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","13","","",""
"Nie","2017","(Fach-)Abitur","Sachsen","45","0.245164373778429","0.179124054551401","0.311204693005456"
"Nie","2017","(Fach-)Abitur","Sachsen-Anhalt","33","0.273074634073839","0.184410532870467","0.361738735277211"
"Nie","2017","(Fach-)Abitur","Thueringen","27","","",""
"Nie","2017","AkademikerIn","Schleswig-Holstein","66","0.23976576601499","0.182829561379859","0.29670197065012"
"Nie","2017","AkademikerIn","Hamburg","71","0.470809439471395","0.398687432297988","0.542931446644802"
"Nie","2017","AkademikerIn","Niedersachsen","173","0.306621430514944","0.269849529552974","0.343393331476913"
"Nie","2017","AkademikerIn","Bremen","16","","",""
"Nie","2017","AkademikerIn","Nordrhein-Westfalen","408","0.280206010789367","0.255746034130885","0.304665987447849"
"Nie","2017","AkademikerIn","Hessen","144","0.259217436847821","0.221945813207297","0.296489060488345"
"Nie","2017","AkademikerIn","Rheinland-Pfalz,Saarland","80","0.230437256578036","0.182784741346115","0.278089771809957"
"Nie","2017","AkademikerIn","Baden-Wuerttemberg","312","0.380630415085576","0.348568694975688","0.412692135195464"
"Nie","2017","AkademikerIn","Bayern","334","0.335677724366677","0.307155422352402","0.364200026380952"
"Nie","2017","AkademikerIn","Saarland","","","",""
"Nie","2017","AkademikerIn","Berlin","99","0.207917383377918","0.168345378855124","0.247489387900712"
"Nie","2017","AkademikerIn","Brandenburg","77","0.257583531818173","0.203591376327022","0.311575687309324"
"Nie","2017","AkademikerIn","Mecklenburg-Vorpommern","50","0.311165418422768","0.234475688765294","0.387855148080241"
"Nie","2017","AkademikerIn","Sachsen","148","0.318188949779797","0.274864688095233","0.361513211464361"
"Nie","2017","AkademikerIn","Sachsen-Anhalt","68","0.303205514416334","0.241908105675235","0.364502923157433"
"Nie","2017","AkademikerIn","Thueringen","74","0.272607245246429","0.215306894402649","0.329907596090209"
"Sehr oft","2018","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Sehr oft","2018","(noch) kein Abschluss","Hamburg","1","","",""
