"corigin","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Indonesien","2006","5 Einkommensstärkstes Quintil","","","",""
"Ungarn","2006","1 Einkommensschwächstes Quintil","4","","",""
"Ungarn","2006","2","8","","",""
"Ungarn","2006","3","11","","",""
"Ungarn","2006","4","4","","",""
"Ungarn","2006","5 Einkommensstärkstes Quintil","7","","",""
"Bolivien","2006","1 Einkommensschwächstes Quintil","2","","",""
"Bolivien","2006","2","1","","",""
"Bolivien","2006","3","","","",""
"Bolivien","2006","4","","","",""
"Bolivien","2006","5 Einkommensstärkstes Quintil","","","",""
"Portugal","2006","1 Einkommensschwächstes Quintil","3","","",""
"Portugal","2006","2","1","","",""
"Portugal","2006","3","2","","",""
"Portugal","2006","4","1","","",""
"Portugal","2006","5 Einkommensstärkstes Quintil","1","","",""
"Bulgarien","2006","1 Einkommensschwächstes Quintil","","","",""
"Bulgarien","2006","2","5","","",""
"Bulgarien","2006","3","2","","",""
"Bulgarien","2006","4","","","",""
"Bulgarien","2006","5 Einkommensstärkstes Quintil","","","",""
"Syrien","2006","1 Einkommensschwächstes Quintil","","","",""
"Syrien","2006","2","","","",""
"Syrien","2006","3","","","",""
"Syrien","2006","4","1","","",""
"Syrien","2006","5 Einkommensstärkstes Quintil","","","",""
"Tschechien","2006","1 Einkommensschwächstes Quintil","11","","",""
"Tschechien","2006","2","17","","",""
"Tschechien","2006","3","21","","",""
"Tschechien","2006","4","13","","",""
"Tschechien","2006","5 Einkommensstärkstes Quintil","6","","",""
"Russland","2006","1 Einkommensschwächstes Quintil","71","0.0213064498865512","0.0170240651176025","0.0255888346554998"
"Russland","2006","2","63","0.0147256824055782","0.0113738694631547","0.0180774953480018"
"Russland","2006","3","20","","",""
"Russland","2006","4","29","","",""
"Russland","2006","5 Einkommensstärkstes Quintil","7","","",""
"Mexiko","2006","1 Einkommensschwächstes Quintil","1","","",""
"Mexiko","2006","2","","","",""
"Mexiko","2006","3","","","",""
"Mexiko","2006","4","","","",""
"Mexiko","2006","5 Einkommensstärkstes Quintil","","","",""
"Argentinien","2006","1 Einkommensschwächstes Quintil","","","",""
"Argentinien","2006","2","","","",""
"Argentinien","2006","3","","","",""
"Argentinien","2006","4","2","","",""
"Argentinien","2006","5 Einkommensstärkstes Quintil","1","","",""
"Benin","2006","1 Einkommensschwächstes Quintil","","","",""
"Benin","2006","2","","","",""
"Benin","2006","3","","","",""
"Benin","2006","4","","","",""
"Benin","2006","5 Einkommensstärkstes Quintil","","","",""
"Philippinen","2006","1 Einkommensschwächstes Quintil","6","","",""
"Philippinen","2006","2","1","","",""
"Philippinen","2006","3","3","","",""
"Philippinen","2006","4","2","","",""
"Philippinen","2006","5 Einkommensstärkstes Quintil","1","","",""
"Israel","2006","1 Einkommensschwächstes Quintil","","","",""
"Israel","2006","2","2","","",""
"Israel","2006","3","","","",""
"Israel","2006","4","1","","",""
"Israel","2006","5 Einkommensstärkstes Quintil","","","",""
"Japan","2006","1 Einkommensschwächstes Quintil","","","",""
"Japan","2006","2","","","",""
"Japan","2006","3","","","",""
"Japan","2006","4","","","",""
"Japan","2006","5 Einkommensstärkstes Quintil","1","","",""
"Australien","2006","1 Einkommensschwächstes Quintil","","","",""
"Australien","2006","2","1","","",""
"Australien","2006","3","","","",""
"Australien","2006","4","","","",""
"Australien","2006","5 Einkommensstärkstes Quintil","","","",""
"Indien","2006","1 Einkommensschwächstes Quintil","1","","",""
"Indien","2006","2","","","",""
"Indien","2006","3","","","",""
"Indien","2006","4","","","",""
"Indien","2006","5 Einkommensstärkstes Quintil","","","",""
"Afghanistan","2006","1 Einkommensschwächstes Quintil","2","","",""
"Afghanistan","2006","2","","","",""
"Afghanistan","2006","3","","","",""
"Afghanistan","2006","4","","","",""
"Afghanistan","2006","5 Einkommensstärkstes Quintil","","","",""
"Thailand","2006","1 Einkommensschwächstes Quintil","","","",""
"Thailand","2006","2","1","","",""
"Thailand","2006","3","","","",""
"Thailand","2006","4","1","","",""
"Thailand","2006","5 Einkommensstärkstes Quintil","1","","",""
"Jamaika","2006","1 Einkommensschwächstes Quintil","","","",""
"Jamaika","2006","2","","","",""
"Jamaika","2006","3","","","",""
"Jamaika","2006","4","1","","",""
"Jamaika","2006","5 Einkommensstärkstes Quintil","","","",""
"Saudi-Arabien","2006","1 Einkommensschwächstes Quintil","","","",""
"Saudi-Arabien","2006","2","","","",""
"Saudi-Arabien","2006","3","","","",""
"Saudi-Arabien","2006","4","","","",""
"Saudi-Arabien","2006","5 Einkommensstärkstes Quintil","","","",""
"Aethiopien","2006","1 Einkommensschwächstes Quintil","","","",""
"Aethiopien","2006","2","","","",""
"Aethiopien","2006","3","2","","",""
"Aethiopien","2006","4","","","",""
"Aethiopien","2006","5 Einkommensstärkstes Quintil","","","",""
"Kolumbien","2006","1 Einkommensschwächstes Quintil","","","",""
"Kolumbien","2006","2","1","","",""
"Kolumbien","2006","3","","","",""
"Kolumbien","2006","4","","","",""
"Kolumbien","2006","5 Einkommensstärkstes Quintil","","","",""
"Ghana","2006","1 Einkommensschwächstes Quintil","","","",""
"Ghana","2006","2","1","","",""
"Ghana","2006","3","","","",""
"Ghana","2006","4","","","",""
"Ghana","2006","5 Einkommensstärkstes Quintil","1","","",""
"Bangla Desh","2006","1 Einkommensschwächstes Quintil","","","",""
"Bangla Desh","2006","2","","","",""
"Bangla Desh","2006","3","1","","",""
"Bangla Desh","2006","4","","","",""
"Bangla Desh","2006","5 Einkommensstärkstes Quintil","","","",""
"Venezuela","2006","1 Einkommensschwächstes Quintil","","","",""
"Venezuela","2006","2","","","",""
"Venezuela","2006","3","","","",""
"Venezuela","2006","4","1","","",""
"Venezuela","2006","5 Einkommensstärkstes Quintil","","","",""
"Tunesien","2006","1 Einkommensschwächstes Quintil","1","","",""
"Tunesien","2006","2","1","","",""
"Tunesien","2006","3","","","",""
"Tunesien","2006","4","1","","",""
"Tunesien","2006","5 Einkommensstärkstes Quintil","","","",""
"Mauritius","2006","1 Einkommensschwächstes Quintil","","","",""
"Mauritius","2006","2","","","",""
"Mauritius","2006","3","1","","",""
"Mauritius","2006","4","","","",""
"Mauritius","2006","5 Einkommensstärkstes Quintil","","","",""
"Nigeria","2006","1 Einkommensschwächstes Quintil","","","",""
"Nigeria","2006","2","","","",""
"Nigeria","2006","3","","","",""
"Nigeria","2006","4","","","",""
"Nigeria","2006","5 Einkommensstärkstes Quintil","","","",""
"Kanada","2006","1 Einkommensschwächstes Quintil","1","","",""
"Kanada","2006","2","2","","",""
"Kanada","2006","3","","","",""
"Kanada","2006","4","2","","",""
"Kanada","2006","5 Einkommensstärkstes Quintil","","","",""
"Neuseeland","2006","1 Einkommensschwächstes Quintil","","","",""
"Neuseeland","2006","2","","","",""
"Neuseeland","2006","3","","","",""
"Neuseeland","2006","4","","","",""
"Neuseeland","2006","5 Einkommensstärkstes Quintil","","","",""
"Tansania","2006","1 Einkommensschwächstes Quintil","1","","",""
"Tansania","2006","2","","","",""
"Tansania","2006","3","","","",""
"Tansania","2006","4","","","",""
"Tansania","2006","5 Einkommensstärkstes Quintil","","","",""
"Zypern","2006","1 Einkommensschwächstes Quintil","","","",""
"Zypern","2006","2","","","",""
"Zypern","2006","3","","","",""
"Zypern","2006","4","","","",""
"Zypern","2006","5 Einkommensstärkstes Quintil","","","",""
"Kuba","2006","1 Einkommensschwächstes Quintil","1","","",""
"Kuba","2006","2","","","",""
"Kuba","2006","3","","","",""
"Kuba","2006","4","","","",""
"Kuba","2006","5 Einkommensstärkstes Quintil","1","","",""
"Irak","2006","1 Einkommensschwächstes Quintil","10","","",""
"Irak","2006","2","","","",""
"Irak","2006","3","","","",""
"Irak","2006","4","","","",""
"Irak","2006","5 Einkommensstärkstes Quintil","","","",""
"Brasilien","2006","1 Einkommensschwächstes Quintil","2","","",""
"Brasilien","2006","2","1","","",""
"Brasilien","2006","3","","","",""
"Brasilien","2006","4","2","","",""
"Brasilien","2006","5 Einkommensstärkstes Quintil","","","",""
"Hongkong","2006","1 Einkommensschwächstes Quintil","","","",""
"Hongkong","2006","2","","","",""
"Hongkong","2006","3","","","",""
"Hongkong","2006","4","","","",""
"Hongkong","2006","5 Einkommensstärkstes Quintil","","","",""
"Peru","2006","1 Einkommensschwächstes Quintil","","","",""
"Peru","2006","2","","","",""
"Peru","2006","3","","","",""
"Peru","2006","4","","","",""
"Peru","2006","5 Einkommensstärkstes Quintil","","","",""
"Sri Lanka","2006","1 Einkommensschwächstes Quintil","","","",""
"Sri Lanka","2006","2","2","","",""
"Sri Lanka","2006","3","","","",""
"Sri Lanka","2006","4","1","","",""
"Sri Lanka","2006","5 Einkommensstärkstes Quintil","","","",""
"Nepal","2006","1 Einkommensschwächstes Quintil","","","",""
"Nepal","2006","2","","","",""
"Nepal","2006","3","","","",""
"Nepal","2006","4","","","",""
"Nepal","2006","5 Einkommensstärkstes Quintil","","","",""
"Marokko","2006","1 Einkommensschwächstes Quintil","","","",""
"Marokko","2006","2","2","","",""
"Marokko","2006","3","2","","",""
"Marokko","2006","4","","","",""
"Marokko","2006","5 Einkommensstärkstes Quintil","","","",""
"China","2006","1 Einkommensschwächstes Quintil","","","",""
"China","2006","2","","","",""
"China","2006","3","3","","",""
"China","2006","4","","","",""
"China","2006","5 Einkommensstärkstes Quintil","2","","",""
"Irland","2006","1 Einkommensschwächstes Quintil","","","",""
"Irland","2006","2","","","",""
"Irland","2006","3","","","",""
"Irland","2006","4","2","","",""
"Irland","2006","5 Einkommensstärkstes Quintil","","","",""
"Moldawien","2006","1 Einkommensschwächstes Quintil","3","","",""
"Moldawien","2006","2","1","","",""
"Moldawien","2006","3","1","","",""
"Moldawien","2006","4","","","",""
"Moldawien","2006","5 Einkommensstärkstes Quintil","","","",""
"Kasachstan","2006","1 Einkommensschwächstes Quintil","65","0.0202540161249636","0.016076490737667","0.0244315415122603"
"Kasachstan","2006","2","58","0.0124478239461207","0.00936257493840727","0.0155330729538342"
"Kasachstan","2006","3","28","","",""
"Kasachstan","2006","4","13","","",""
"Kasachstan","2006","5 Einkommensstärkstes Quintil","1","","",""
"Albanien","2006","1 Einkommensschwächstes Quintil","5","","",""
"Albanien","2006","2","3","","",""
"Albanien","2006","3","","","",""
"Albanien","2006","4","","","",""
"Albanien","2006","5 Einkommensstärkstes Quintil","","","",""
"Libanon","2006","1 Einkommensschwächstes Quintil","3","","",""
"Libanon","2006","2","1","","",""
"Libanon","2006","3","","","",""
"Libanon","2006","4","","","",""
"Libanon","2006","5 Einkommensstärkstes Quintil","","","",""
"Kirgistan","2006","1 Einkommensschwächstes Quintil","5","","",""
"Kirgistan","2006","2","8","","",""
"Kirgistan","2006","3","","","",""
"Kirgistan","2006","4","1","","",""
"Kirgistan","2006","5 Einkommensstärkstes Quintil","","","",""
"Ukraine","2006","1 Einkommensschwächstes Quintil","21","","",""
"Ukraine","2006","2","18","","",""
"Ukraine","2006","3","3","","",""
"Ukraine","2006","4","2","","",""
"Ukraine","2006","5 Einkommensstärkstes Quintil","1","","",""
"Algerien","2006","1 Einkommensschwächstes Quintil","","","",""
"Algerien","2006","2","1","","",""
"Algerien","2006","3","","","",""
"Algerien","2006","4","","","",""
"Algerien","2006","5 Einkommensstärkstes Quintil","","","",""
"Mocambique","2006","1 Einkommensschwächstes Quintil","","","",""
"Mocambique","2006","2","","","",""
"Mocambique","2006","3","","","",""
"Mocambique","2006","4","","","",""
"Mocambique","2006","5 Einkommensstärkstes Quintil","","","",""
"Aegypten","2006","1 Einkommensschwächstes Quintil","","","",""
"Aegypten","2006","2","1","","",""
"Aegypten","2006","3","","","",""
"Aegypten","2006","4","","","",""
"Aegypten","2006","5 Einkommensstärkstes Quintil","","","",""
"Tadschikistan","2006","1 Einkommensschwächstes Quintil","","","",""
"Tadschikistan","2006","2","8","","",""
"Tadschikistan","2006","3","3","","",""
"Tadschikistan","2006","4","1","","",""
"Tadschikistan","2006","5 Einkommensstärkstes Quintil","1","","",""
"Vietnam","2006","1 Einkommensschwächstes Quintil","2","","",""
"Vietnam","2006","2","1","","",""
"Vietnam","2006","3","1","","",""
"Vietnam","2006","4","1","","",""
"Vietnam","2006","5 Einkommensstärkstes Quintil","","","",""
"Somalia","2006","1 Einkommensschwächstes Quintil","","","",""
"Somalia","2006","2","","","",""
"Somalia","2006","3","","","",""
"Somalia","2006","4","","","",""
"Somalia","2006","5 Einkommensstärkstes Quintil","","","",""
"Pakistan","2006","1 Einkommensschwächstes Quintil","2","","",""
"Pakistan","2006","2","","","",""
"Pakistan","2006","3","","","",""
"Pakistan","2006","4","","","",""
"Pakistan","2006","5 Einkommensstärkstes Quintil","","","",""
"Südafrika","2006","1 Einkommensschwächstes Quintil","","","",""
"Südafrika","2006","2","1","","",""
"Südafrika","2006","3","","","",""
"Südafrika","2006","4","1","","",""
"Südafrika","2006","5 Einkommensstärkstes Quintil","1","","",""
"Vereinigte Arabische Emirate","2006","1 Einkommensschwächstes Quintil","","","",""
"Vereinigte Arabische Emirate","2006","2","","","",""
"Vereinigte Arabische Emirate","2006","3","","","",""
"Vereinigte Arabische Emirate","2006","4","","","",""
"Vereinigte Arabische Emirate","2006","5 Einkommensstärkstes Quintil","1","","",""
"El Salvador","2006","1 Einkommensschwächstes Quintil","1","","",""
"El Salvador","2006","2","","","",""
"El Salvador","2006","3","","","",""
"El Salvador","2006","4","","","",""
"El Salvador","2006","5 Einkommensstärkstes Quintil","","","",""
"Eritrea","2006","1 Einkommensschwächstes Quintil","2","","",""
"Eritrea","2006","2","3","","",""
"Eritrea","2006","3","","","",""
"Eritrea","2006","4","","","",""
"Eritrea","2006","5 Einkommensstärkstes Quintil","","","",""
"Jordanien","2006","1 Einkommensschwächstes Quintil","","","",""
"Jordanien","2006","2","","","",""
"Jordanien","2006","3","","","",""
"Jordanien","2006","4","","","",""
"Jordanien","2006","5 Einkommensstärkstes Quintil","","","",""
"Costa Rica","2006","1 Einkommensschwächstes Quintil","","","",""
"Costa Rica","2006","2","","","",""
"Costa Rica","2006","3","","","",""
"Costa Rica","2006","4","","","",""
"Costa Rica","2006","5 Einkommensstärkstes Quintil","2","","",""
"Singapur","2006","1 Einkommensschwächstes Quintil","","","",""
"Singapur","2006","2","","","",""
"Singapur","2006","3","","","",""
"Singapur","2006","4","","","",""
"Singapur","2006","5 Einkommensstärkstes Quintil","1","","",""
"Burkina Faso","2006","1 Einkommensschwächstes Quintil","","","",""
"Burkina Faso","2006","2","","","",""
"Burkina Faso","2006","3","","","",""
"Burkina Faso","2006","4","","","",""
"Burkina Faso","2006","5 Einkommensstärkstes Quintil","","","",""
"Sambia","2006","1 Einkommensschwächstes Quintil","","","",""
"Sambia","2006","2","","","",""
"Sambia","2006","3","","","",""
"Sambia","2006","4","","","",""
"Sambia","2006","5 Einkommensstärkstes Quintil","","","",""
"Ecuador","2006","1 Einkommensschwächstes Quintil","","","",""
"Ecuador","2006","2","","","",""
"Ecuador","2006","3","","","",""
"Ecuador","2006","4","","","",""
"Ecuador","2006","5 Einkommensstärkstes Quintil","","","",""
"Usbekistan","2006","1 Einkommensschwächstes Quintil","","","",""
"Usbekistan","2006","2","2","","",""
"Usbekistan","2006","3","1","","",""
"Usbekistan","2006","4","","","",""
"Usbekistan","2006","5 Einkommensstärkstes Quintil","","","",""
"Staatenlos","2006","1 Einkommensschwächstes Quintil","","","",""
"Staatenlos","2006","2","","","",""
"Staatenlos","2006","3","","","",""
"Staatenlos","2006","4","","","",""
"Staatenlos","2006","5 Einkommensstärkstes Quintil","","","",""
"Laos","2006","1 Einkommensschwächstes Quintil","","","",""
"Laos","2006","2","","","",""
"Laos","2006","3","","","",""
"Laos","2006","4","","","",""
"Laos","2006","5 Einkommensstärkstes Quintil","","","",""
"Estland","2006","1 Einkommensschwächstes Quintil","1","","",""
"Estland","2006","2","","","",""
"Estland","2006","3","","","",""
"Estland","2006","4","","","",""
"Estland","2006","5 Einkommensstärkstes Quintil","","","",""
"Angola","2006","1 Einkommensschwächstes Quintil","","","",""
"Angola","2006","2","","","",""
"Angola","2006","3","","","",""
"Angola","2006","4","","","",""
"Angola","2006","5 Einkommensstärkstes Quintil","","","",""
"Lettland","2006","1 Einkommensschwächstes Quintil","3","","",""
"Lettland","2006","2","1","","",""
"Lettland","2006","3","","","",""
"Lettland","2006","4","3","","",""
"Lettland","2006","5 Einkommensstärkstes Quintil","","","",""
"Namibia","2006","1 Einkommensschwächstes Quintil","2","","",""
"Namibia","2006","2","","","",""
"Namibia","2006","3","","","",""
"Namibia","2006","4","","","",""
"Namibia","2006","5 Einkommensstärkstes Quintil","1","","",""
"Dominikanische Republik","2006","1 Einkommensschwächstes Quintil","1","","",""
