"corigin","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sudan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kongo","2004","kein Migrationshintergrund","","","",""
"Kongo","2004","direkter Migrationshintergrund","","","",""
"Kongo","2004","indirekter Migrationshintergrund","","","",""
"Kongo","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Togo","2004","kein Migrationshintergrund","","","",""
"Togo","2004","direkter Migrationshintergrund","","","",""
"Togo","2004","indirekter Migrationshintergrund","","","",""
"Togo","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mongolei","2004","kein Migrationshintergrund","","","",""
"Mongolei","2004","direkter Migrationshintergrund","","","",""
"Mongolei","2004","indirekter Migrationshintergrund","","","",""
"Mongolei","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Litauen","2004","kein Migrationshintergrund","","","",""
"Litauen","2004","direkter Migrationshintergrund","3","","",""
"Litauen","2004","indirekter Migrationshintergrund","","","",""
"Litauen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tschad","2004","kein Migrationshintergrund","","","",""
"Tschad","2004","direkter Migrationshintergrund","1","","",""
"Tschad","2004","indirekter Migrationshintergrund","","","",""
"Tschad","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Armenien","2004","kein Migrationshintergrund","","","",""
"Armenien","2004","direkter Migrationshintergrund","1","","",""
"Armenien","2004","indirekter Migrationshintergrund","","","",""
"Armenien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kurdistan_(149)","2004","kein Migrationshintergrund","","","",""
"Kurdistan_(149)","2004","direkter Migrationshintergrund","","","",""
"Kurdistan_(149)","2004","indirekter Migrationshintergrund","","","",""
"Kurdistan_(149)","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Liberia","2004","kein Migrationshintergrund","","","",""
"Liberia","2004","direkter Migrationshintergrund","1","","",""
"Liberia","2004","indirekter Migrationshintergrund","","","",""
"Liberia","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jemen","2004","kein Migrationshintergrund","","","",""
"Jemen","2004","direkter Migrationshintergrund","","","",""
"Jemen","2004","indirekter Migrationshintergrund","","","",""
"Jemen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Palaestina","2004","kein Migrationshintergrund","","","",""
"Palaestina","2004","direkter Migrationshintergrund","","","",""
"Palaestina","2004","indirekter Migrationshintergrund","","","",""
"Palaestina","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taiwan","2004","kein Migrationshintergrund","","","",""
"Taiwan","2004","direkter Migrationshintergrund","","","",""
"Taiwan","2004","indirekter Migrationshintergrund","","","",""
"Taiwan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Turkmenistan","2004","kein Migrationshintergrund","","","",""
"Turkmenistan","2004","direkter Migrationshintergrund","","","",""
"Turkmenistan","2004","indirekter Migrationshintergrund","","","",""
"Turkmenistan","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Afrika","2004","kein Migrationshintergrund","","","",""
"Afrika","2004","direkter Migrationshintergrund","","","",""
"Afrika","2004","indirekter Migrationshintergrund","","","",""
"Afrika","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sierra Leone(Westafrika)","2004","kein Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","2004","direkter Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","2004","indirekter Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Senegal","2004","kein Migrationshintergrund","","","",""
"Senegal","2004","direkter Migrationshintergrund","","","",""
"Senegal","2004","indirekter Migrationshintergrund","","","",""
"Senegal","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Malediven","2004","kein Migrationshintergrund","","","",""
"Malediven","2004","direkter Migrationshintergrund","","","",""
"Malediven","2004","indirekter Migrationshintergrund","","","",""
"Malediven","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Serbien","2004","kein Migrationshintergrund","","","",""
"Serbien","2004","direkter Migrationshintergrund","28","","",""
"Serbien","2004","indirekter Migrationshintergrund","","","",""
"Serbien","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gambia","2004","kein Migrationshintergrund","","","",""
"Gambia","2004","direkter Migrationshintergrund","","","",""
"Gambia","2004","indirekter Migrationshintergrund","","","",""
"Gambia","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Honduras","2004","kein Migrationshintergrund","","","",""
"Honduras","2004","direkter Migrationshintergrund","","","",""
"Honduras","2004","indirekter Migrationshintergrund","","","",""
"Honduras","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Montenegro_(168)","2004","kein Migrationshintergrund","","","",""
"Montenegro_(168)","2004","direkter Migrationshintergrund","4","","",""
"Montenegro_(168)","2004","indirekter Migrationshintergrund","","","",""
"Montenegro_(168)","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kambodscha","2004","kein Migrationshintergrund","","","",""
"Kambodscha","2004","direkter Migrationshintergrund","","","",""
"Kambodscha","2004","indirekter Migrationshintergrund","","","",""
"Kambodscha","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Surinam","2004","kein Migrationshintergrund","","","",""
"Surinam","2004","direkter Migrationshintergrund","","","",""
"Surinam","2004","indirekter Migrationshintergrund","","","",""
"Surinam","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Guyana","2004","kein Migrationshintergrund","","","",""
"Guyana","2004","direkter Migrationshintergrund","","","",""
"Guyana","2004","indirekter Migrationshintergrund","","","",""
"Guyana","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Simbabwe","2004","kein Migrationshintergrund","","","",""
"Simbabwe","2004","direkter Migrationshintergrund","","","",""
"Simbabwe","2004","indirekter Migrationshintergrund","","","",""
"Simbabwe","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Madagaskar","2004","kein Migrationshintergrund","","","",""
"Madagaskar","2004","direkter Migrationshintergrund","","","",""
"Madagaskar","2004","indirekter Migrationshintergrund","","","",""
"Madagaskar","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lesotho","2004","kein Migrationshintergrund","","","",""
"Lesotho","2004","direkter Migrationshintergrund","","","",""
"Lesotho","2004","indirekter Migrationshintergrund","","","",""
"Lesotho","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ruanda","2004","kein Migrationshintergrund","","","",""
"Ruanda","2004","direkter Migrationshintergrund","","","",""
"Ruanda","2004","indirekter Migrationshintergrund","","","",""
"Ruanda","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Myanmar","2004","kein Migrationshintergrund","","","",""
"Myanmar","2004","direkter Migrationshintergrund","","","",""
"Myanmar","2004","indirekter Migrationshintergrund","","","",""
"Myanmar","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Niger","2004","kein Migrationshintergrund","","","",""
"Niger","2004","direkter Migrationshintergrund","","","",""
"Niger","2004","indirekter Migrationshintergrund","","","",""
"Niger","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dschibuti","2004","kein Migrationshintergrund","","","",""
"Dschibuti","2004","direkter Migrationshintergrund","","","",""
"Dschibuti","2004","indirekter Migrationshintergrund","","","",""
"Dschibuti","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Katar","2004","kein Migrationshintergrund","","","",""
"Katar","2004","direkter Migrationshintergrund","","","",""
"Katar","2004","indirekter Migrationshintergrund","","","",""
"Katar","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kosovo","2004","kein Migrationshintergrund","","","",""
"Kosovo","2004","direkter Migrationshintergrund","","","",""
"Kosovo","2004","indirekter Migrationshintergrund","","","",""
"Kosovo","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Eastern Europe","2004","kein Migrationshintergrund","","","",""
"Eastern Europe","2004","direkter Migrationshintergrund","54","0.0243851851378204","0.0183570730622623","0.0304132972133786"
"Eastern Europe","2004","indirekter Migrationshintergrund","","","",""
"Eastern Europe","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ethnische Minderheiten","2004","kein Migrationshintergrund","","","",""
"Ethnische Minderheiten","2004","direkter Migrationshintergrund","","","",""
"Ethnische Minderheiten","2004","indirekter Migrationshintergrund","","","",""
"Ethnische Minderheiten","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Deutschland","2005","kein Migrationshintergrund","17502","1","1","1"
"Deutschland","2005","direkter Migrationshintergrund","","","",""
"Deutschland","2005","indirekter Migrationshintergrund","829","1","1","1"
"Deutschland","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Türkei","2005","kein Migrationshintergrund","","","",""
"Türkei","2005","direkter Migrationshintergrund","500","0.179127847481971","0.163617613134476","0.194638081829466"
"Türkei","2005","indirekter Migrationshintergrund","","","",""
"Türkei","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ex-Jugoslawien","2005","kein Migrationshintergrund","","","",""
"Ex-Jugoslawien","2005","direkter Migrationshintergrund","51","0.0196459145213349","0.0140325059776548","0.025259323065015"
"Ex-Jugoslawien","2005","indirekter Migrationshintergrund","","","",""
"Ex-Jugoslawien","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Griechenland","2005","kein Migrationshintergrund","","","",""
"Griechenland","2005","direkter Migrationshintergrund","98","0.0206115414347056","0.0148646661621727","0.0263584167072384"
"Griechenland","2005","indirekter Migrationshintergrund","","","",""
"Griechenland","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Italien","2005","kein Migrationshintergrund","","","",""
"Italien","2005","direkter Migrationshintergrund","178","0.0649557261439554","0.0549873629428165","0.0749240893450942"
"Italien","2005","indirekter Migrationshintergrund","","","",""
"Italien","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Spanien","2005","kein Migrationshintergrund","","","",""
"Spanien","2005","direkter Migrationshintergrund","41","0.0098133204176695","0.00582614287743886","0.0138004979579001"
"Spanien","2005","indirekter Migrationshintergrund","","","",""
"Spanien","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"österreich","2005","kein Migrationshintergrund","","","",""
"österreich","2005","direkter Migrationshintergrund","52","0.0294837311504775","0.0226415955671958","0.0363258667337591"
"österreich","2005","indirekter Migrationshintergrund","","","",""
"österreich","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Frankreich","2005","kein Migrationshintergrund","","","",""
"Frankreich","2005","direkter Migrationshintergrund","20","","",""
"Frankreich","2005","indirekter Migrationshintergrund","","","",""
"Frankreich","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Benelux","2005","kein Migrationshintergrund","","","",""
"Benelux","2005","direkter Migrationshintergrund","1","","",""
"Benelux","2005","indirekter Migrationshintergrund","","","",""
"Benelux","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dänemark","2005","kein Migrationshintergrund","","","",""
"Dänemark","2005","direkter Migrationshintergrund","6","","",""
"Dänemark","2005","indirekter Migrationshintergrund","","","",""
"Dänemark","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grossbritannien","2005","kein Migrationshintergrund","","","",""
"Grossbritannien","2005","direkter Migrationshintergrund","18","","",""
"Grossbritannien","2005","indirekter Migrationshintergrund","","","",""
"Grossbritannien","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schweden","2005","kein Migrationshintergrund","","","",""
"Schweden","2005","direkter Migrationshintergrund","2","","",""
"Schweden","2005","indirekter Migrationshintergrund","","","",""
"Schweden","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Norwegen","2005","kein Migrationshintergrund","","","",""
"Norwegen","2005","direkter Migrationshintergrund","","","",""
"Norwegen","2005","indirekter Migrationshintergrund","","","",""
"Norwegen","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Finnland","2005","kein Migrationshintergrund","","","",""
"Finnland","2005","direkter Migrationshintergrund","5","","",""
"Finnland","2005","indirekter Migrationshintergrund","","","",""
"Finnland","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"USA","2005","kein Migrationshintergrund","","","",""
"USA","2005","direkter Migrationshintergrund","25","","",""
"USA","2005","indirekter Migrationshintergrund","","","",""
"USA","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schweiz","2005","kein Migrationshintergrund","","","",""
"Schweiz","2005","direkter Migrationshintergrund","14","","",""
"Schweiz","2005","indirekter Migrationshintergrund","","","",""
"Schweiz","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Chile","2005","kein Migrationshintergrund","","","",""
"Chile","2005","direkter Migrationshintergrund","4","","",""
"Chile","2005","indirekter Migrationshintergrund","","","",""
