"corigin","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Brasilien","2003","Hauptschule","Ostdeutschland","","","",""
"Brasilien","2003","Realschule","Westdeutschland","1","","",""
"Brasilien","2003","Realschule","Ostdeutschland","","","",""
"Brasilien","2003","(Fach-)Abitur","Westdeutschland","4","","",""
"Brasilien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Brasilien","2003","AkademikerIn","Westdeutschland","","","",""
"Brasilien","2003","AkademikerIn","Ostdeutschland","","","",""
"Hongkong","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Hongkong","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Hongkong","2003","Hauptschule","Westdeutschland","","","",""
"Hongkong","2003","Hauptschule","Ostdeutschland","","","",""
"Hongkong","2003","Realschule","Westdeutschland","","","",""
"Hongkong","2003","Realschule","Ostdeutschland","","","",""
"Hongkong","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Hongkong","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Hongkong","2003","AkademikerIn","Westdeutschland","","","",""
"Hongkong","2003","AkademikerIn","Ostdeutschland","","","",""
"Peru","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Peru","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Peru","2003","Hauptschule","Westdeutschland","","","",""
"Peru","2003","Hauptschule","Ostdeutschland","","","",""
"Peru","2003","Realschule","Westdeutschland","","","",""
"Peru","2003","Realschule","Ostdeutschland","","","",""
"Peru","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Peru","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Peru","2003","AkademikerIn","Westdeutschland","","","",""
"Peru","2003","AkademikerIn","Ostdeutschland","","","",""
"Sri Lanka","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Sri Lanka","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sri Lanka","2003","Hauptschule","Westdeutschland","1","","",""
"Sri Lanka","2003","Hauptschule","Ostdeutschland","","","",""
"Sri Lanka","2003","Realschule","Westdeutschland","","","",""
"Sri Lanka","2003","Realschule","Ostdeutschland","","","",""
"Sri Lanka","2003","(Fach-)Abitur","Westdeutschland","3","","",""
"Sri Lanka","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Sri Lanka","2003","AkademikerIn","Westdeutschland","","","",""
"Sri Lanka","2003","AkademikerIn","Ostdeutschland","","","",""
"Nepal","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Nepal","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nepal","2003","Hauptschule","Westdeutschland","","","",""
"Nepal","2003","Hauptschule","Ostdeutschland","","","",""
"Nepal","2003","Realschule","Westdeutschland","","","",""
"Nepal","2003","Realschule","Ostdeutschland","","","",""
"Nepal","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Nepal","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Nepal","2003","AkademikerIn","Westdeutschland","","","",""
"Nepal","2003","AkademikerIn","Ostdeutschland","","","",""
"Marokko","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Marokko","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Marokko","2003","Hauptschule","Westdeutschland","","","",""
"Marokko","2003","Hauptschule","Ostdeutschland","","","",""
"Marokko","2003","Realschule","Westdeutschland","","","",""
"Marokko","2003","Realschule","Ostdeutschland","","","",""
"Marokko","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Marokko","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Marokko","2003","AkademikerIn","Westdeutschland","","","",""
"Marokko","2003","AkademikerIn","Ostdeutschland","","","",""
"China","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"China","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"China","2003","Hauptschule","Westdeutschland","","","",""
"China","2003","Hauptschule","Ostdeutschland","","","",""
"China","2003","Realschule","Westdeutschland","","","",""
"China","2003","Realschule","Ostdeutschland","","","",""
"China","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"China","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"China","2003","AkademikerIn","Westdeutschland","1","","",""
"China","2003","AkademikerIn","Ostdeutschland","","","",""
"Irland","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Irland","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Irland","2003","Hauptschule","Westdeutschland","2","","",""
"Irland","2003","Hauptschule","Ostdeutschland","","","",""
"Irland","2003","Realschule","Westdeutschland","","","",""
"Irland","2003","Realschule","Ostdeutschland","","","",""
"Irland","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Irland","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Irland","2003","AkademikerIn","Westdeutschland","","","",""
"Irland","2003","AkademikerIn","Ostdeutschland","","","",""
"Moldawien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Moldawien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Moldawien","2003","Hauptschule","Westdeutschland","","","",""
"Moldawien","2003","Hauptschule","Ostdeutschland","","","",""
"Moldawien","2003","Realschule","Westdeutschland","","","",""
"Moldawien","2003","Realschule","Ostdeutschland","","","",""
"Moldawien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Moldawien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Moldawien","2003","AkademikerIn","Westdeutschland","1","","",""
"Moldawien","2003","AkademikerIn","Ostdeutschland","","","",""
"Kasachstan","2003","(noch) kein Abschluss","Westdeutschland","9","","",""
"Kasachstan","2003","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Kasachstan","2003","Hauptschule","Westdeutschland","69","0.0101200445401621","0.00777637971732855","0.0124637093629956"
"Kasachstan","2003","Hauptschule","Ostdeutschland","3","","",""
"Kasachstan","2003","Realschule","Westdeutschland","21","","",""
"Kasachstan","2003","Realschule","Ostdeutschland","1","","",""
"Kasachstan","2003","(Fach-)Abitur","Westdeutschland","33","0.0194683669927754","0.0134698821208084","0.0254668518647424"
"Kasachstan","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Kasachstan","2003","AkademikerIn","Westdeutschland","22","","",""
"Kasachstan","2003","AkademikerIn","Ostdeutschland","1","","",""
"Albanien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Albanien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Albanien","2003","Hauptschule","Westdeutschland","4","","",""
"Albanien","2003","Hauptschule","Ostdeutschland","","","",""
"Albanien","2003","Realschule","Westdeutschland","","","",""
"Albanien","2003","Realschule","Ostdeutschland","","","",""
"Albanien","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Albanien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Albanien","2003","AkademikerIn","Westdeutschland","2","","",""
"Albanien","2003","AkademikerIn","Ostdeutschland","","","",""
"Libanon","2003","(noch) kein Abschluss","Westdeutschland","1","","",""
"Libanon","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Libanon","2003","Hauptschule","Westdeutschland","2","","",""
"Libanon","2003","Hauptschule","Ostdeutschland","","","",""
"Libanon","2003","Realschule","Westdeutschland","1","","",""
"Libanon","2003","Realschule","Ostdeutschland","","","",""
"Libanon","2003","(Fach-)Abitur","Westdeutschland","2","","",""
"Libanon","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Libanon","2003","AkademikerIn","Westdeutschland","","","",""
"Libanon","2003","AkademikerIn","Ostdeutschland","","","",""
"Kirgistan","2003","(noch) kein Abschluss","Westdeutschland","1","","",""
"Kirgistan","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kirgistan","2003","Hauptschule","Westdeutschland","9","","",""
"Kirgistan","2003","Hauptschule","Ostdeutschland","","","",""
"Kirgistan","2003","Realschule","Westdeutschland","2","","",""
"Kirgistan","2003","Realschule","Ostdeutschland","","","",""
"Kirgistan","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Kirgistan","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Kirgistan","2003","AkademikerIn","Westdeutschland","","","",""
"Kirgistan","2003","AkademikerIn","Ostdeutschland","","","",""
"Ukraine","2003","(noch) kein Abschluss","Westdeutschland","11","","",""
"Ukraine","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ukraine","2003","Hauptschule","Westdeutschland","25","","",""
"Ukraine","2003","Hauptschule","Ostdeutschland","","","",""
"Ukraine","2003","Realschule","Westdeutschland","1","","",""
"Ukraine","2003","Realschule","Ostdeutschland","","","",""
"Ukraine","2003","(Fach-)Abitur","Westdeutschland","2","","",""
"Ukraine","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Ukraine","2003","AkademikerIn","Westdeutschland","9","","",""
"Ukraine","2003","AkademikerIn","Ostdeutschland","","","",""
"Algerien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Algerien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Algerien","2003","Hauptschule","Westdeutschland","","","",""
"Algerien","2003","Hauptschule","Ostdeutschland","1","","",""
"Algerien","2003","Realschule","Westdeutschland","","","",""
"Algerien","2003","Realschule","Ostdeutschland","","","",""
"Algerien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Algerien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Algerien","2003","AkademikerIn","Westdeutschland","1","","",""
"Algerien","2003","AkademikerIn","Ostdeutschland","","","",""
"Mocambique","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Mocambique","2003","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Mocambique","2003","Hauptschule","Westdeutschland","","","",""
"Mocambique","2003","Hauptschule","Ostdeutschland","","","",""
"Mocambique","2003","Realschule","Westdeutschland","","","",""
"Mocambique","2003","Realschule","Ostdeutschland","","","",""
"Mocambique","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Mocambique","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Mocambique","2003","AkademikerIn","Westdeutschland","","","",""
"Mocambique","2003","AkademikerIn","Ostdeutschland","","","",""
"Aegypten","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Aegypten","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Aegypten","2003","Hauptschule","Westdeutschland","","","",""
"Aegypten","2003","Hauptschule","Ostdeutschland","","","",""
"Aegypten","2003","Realschule","Westdeutschland","","","",""
"Aegypten","2003","Realschule","Ostdeutschland","","","",""
"Aegypten","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Aegypten","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Aegypten","2003","AkademikerIn","Westdeutschland","1","","",""
"Aegypten","2003","AkademikerIn","Ostdeutschland","","","",""
"Tadschikistan","2003","(noch) kein Abschluss","Westdeutschland","2","","",""
"Tadschikistan","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Tadschikistan","2003","Hauptschule","Westdeutschland","5","","",""
"Tadschikistan","2003","Hauptschule","Ostdeutschland","","","",""
"Tadschikistan","2003","Realschule","Westdeutschland","2","","",""
"Tadschikistan","2003","Realschule","Ostdeutschland","","","",""
"Tadschikistan","2003","(Fach-)Abitur","Westdeutschland","3","","",""
"Tadschikistan","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Tadschikistan","2003","AkademikerIn","Westdeutschland","2","","",""
"Tadschikistan","2003","AkademikerIn","Ostdeutschland","","","",""
"Vietnam","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Vietnam","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Vietnam","2003","Hauptschule","Westdeutschland","3","","",""
"Vietnam","2003","Hauptschule","Ostdeutschland","1","","",""
"Vietnam","2003","Realschule","Westdeutschland","","","",""
"Vietnam","2003","Realschule","Ostdeutschland","","","",""
"Vietnam","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Vietnam","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Vietnam","2003","AkademikerIn","Westdeutschland","1","","",""
"Vietnam","2003","AkademikerIn","Ostdeutschland","","","",""
"Somalia","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Somalia","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Somalia","2003","Hauptschule","Westdeutschland","","","",""
"Somalia","2003","Hauptschule","Ostdeutschland","","","",""
"Somalia","2003","Realschule","Westdeutschland","","","",""
"Somalia","2003","Realschule","Ostdeutschland","","","",""
"Somalia","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Somalia","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Somalia","2003","AkademikerIn","Westdeutschland","","","",""
"Somalia","2003","AkademikerIn","Ostdeutschland","","","",""
"Pakistan","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Pakistan","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Pakistan","2003","Hauptschule","Westdeutschland","1","","",""
"Pakistan","2003","Hauptschule","Ostdeutschland","","","",""
"Pakistan","2003","Realschule","Westdeutschland","","","",""
"Pakistan","2003","Realschule","Ostdeutschland","","","",""
"Pakistan","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Pakistan","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Pakistan","2003","AkademikerIn","Westdeutschland","1","","",""
"Pakistan","2003","AkademikerIn","Ostdeutschland","","","",""
"Südafrika","2003","(noch) kein Abschluss","Westdeutschland","1","","",""
"Südafrika","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Südafrika","2003","Hauptschule","Westdeutschland","1","","",""
"Südafrika","2003","Hauptschule","Ostdeutschland","","","",""
"Südafrika","2003","Realschule","Westdeutschland","","","",""
"Südafrika","2003","Realschule","Ostdeutschland","","","",""
"Südafrika","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Südafrika","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Südafrika","2003","AkademikerIn","Westdeutschland","1","","",""
"Südafrika","2003","AkademikerIn","Ostdeutschland","1","","",""
"Vereinigte Arabische Emirate","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Vereinigte Arabische Emirate","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Vereinigte Arabische Emirate","2003","Hauptschule","Westdeutschland","","","",""
"Vereinigte Arabische Emirate","2003","Hauptschule","Ostdeutschland","","","",""
"Vereinigte Arabische Emirate","2003","Realschule","Westdeutschland","","","",""
"Vereinigte Arabische Emirate","2003","Realschule","Ostdeutschland","","","",""
"Vereinigte Arabische Emirate","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Vereinigte Arabische Emirate","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Vereinigte Arabische Emirate","2003","AkademikerIn","Westdeutschland","1","","",""
"Vereinigte Arabische Emirate","2003","AkademikerIn","Ostdeutschland","","","",""
"El Salvador","2003","(noch) kein Abschluss","Westdeutschland","1","","",""
"El Salvador","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"El Salvador","2003","Hauptschule","Westdeutschland","","","",""
"El Salvador","2003","Hauptschule","Ostdeutschland","","","",""
"El Salvador","2003","Realschule","Westdeutschland","","","",""
"El Salvador","2003","Realschule","Ostdeutschland","","","",""
"El Salvador","2003","(Fach-)Abitur","Westdeutschland","","","",""
"El Salvador","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"El Salvador","2003","AkademikerIn","Westdeutschland","","","",""
"El Salvador","2003","AkademikerIn","Ostdeutschland","","","",""
"Eritrea","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Eritrea","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Eritrea","2003","Hauptschule","Westdeutschland","2","","",""
"Eritrea","2003","Hauptschule","Ostdeutschland","","","",""
"Eritrea","2003","Realschule","Westdeutschland","","","",""
"Eritrea","2003","Realschule","Ostdeutschland","","","",""
"Eritrea","2003","(Fach-)Abitur","Westdeutschland","1","","",""
"Eritrea","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Eritrea","2003","AkademikerIn","Westdeutschland","","","",""
"Eritrea","2003","AkademikerIn","Ostdeutschland","","","",""
"Jordanien","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Jordanien","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Jordanien","2003","Hauptschule","Westdeutschland","","","",""
"Jordanien","2003","Hauptschule","Ostdeutschland","","","",""
"Jordanien","2003","Realschule","Westdeutschland","","","",""
"Jordanien","2003","Realschule","Ostdeutschland","","","",""
"Jordanien","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Jordanien","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Jordanien","2003","AkademikerIn","Westdeutschland","","","",""
"Jordanien","2003","AkademikerIn","Ostdeutschland","","","",""
"Costa Rica","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Costa Rica","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Costa Rica","2003","Hauptschule","Westdeutschland","","","",""
"Costa Rica","2003","Hauptschule","Ostdeutschland","","","",""
