"corigin","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Costa Rica","2009","3","männlich","","","",""
"Costa Rica","2009","3","weiblich","","","",""
"Costa Rica","2009","4","männlich","","","",""
"Costa Rica","2009","4","weiblich","","","",""
"Costa Rica","2009","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Costa Rica","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Singapur","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Singapur","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Singapur","2009","2","männlich","","","",""
"Singapur","2009","2","weiblich","","","",""
"Singapur","2009","3","männlich","","","",""
"Singapur","2009","3","weiblich","","","",""
"Singapur","2009","4","männlich","","","",""
"Singapur","2009","4","weiblich","","","",""
"Singapur","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Singapur","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Burkina Faso","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Burkina Faso","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Burkina Faso","2009","2","männlich","","","",""
"Burkina Faso","2009","2","weiblich","","","",""
"Burkina Faso","2009","3","männlich","","","",""
"Burkina Faso","2009","3","weiblich","","","",""
"Burkina Faso","2009","4","männlich","","","",""
"Burkina Faso","2009","4","weiblich","","","",""
"Burkina Faso","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Burkina Faso","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Sambia","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Sambia","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Sambia","2009","2","männlich","","","",""
"Sambia","2009","2","weiblich","","","",""
"Sambia","2009","3","männlich","","","",""
"Sambia","2009","3","weiblich","","","",""
"Sambia","2009","4","männlich","","","",""
"Sambia","2009","4","weiblich","","","",""
"Sambia","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Sambia","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ecuador","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ecuador","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ecuador","2009","2","männlich","","","",""
"Ecuador","2009","2","weiblich","","","",""
"Ecuador","2009","3","männlich","","","",""
"Ecuador","2009","3","weiblich","","","",""
"Ecuador","2009","4","männlich","","","",""
"Ecuador","2009","4","weiblich","","","",""
"Ecuador","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ecuador","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Usbekistan","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Usbekistan","2009","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Usbekistan","2009","2","männlich","1","","",""
"Usbekistan","2009","2","weiblich","","","",""
"Usbekistan","2009","3","männlich","","","",""
"Usbekistan","2009","3","weiblich","","","",""
"Usbekistan","2009","4","männlich","","","",""
"Usbekistan","2009","4","weiblich","1","","",""
"Usbekistan","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Usbekistan","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Staatenlos","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Staatenlos","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Staatenlos","2009","2","männlich","","","",""
"Staatenlos","2009","2","weiblich","","","",""
"Staatenlos","2009","3","männlich","","","",""
"Staatenlos","2009","3","weiblich","","","",""
"Staatenlos","2009","4","männlich","","","",""
"Staatenlos","2009","4","weiblich","","","",""
"Staatenlos","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Staatenlos","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Laos","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Laos","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Laos","2009","2","männlich","","","",""
"Laos","2009","2","weiblich","","","",""
"Laos","2009","3","männlich","","","",""
"Laos","2009","3","weiblich","","","",""
"Laos","2009","4","männlich","","","",""
"Laos","2009","4","weiblich","","","",""
"Laos","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Laos","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Estland","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Estland","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Estland","2009","2","männlich","","","",""
"Estland","2009","2","weiblich","","","",""
"Estland","2009","3","männlich","1","","",""
"Estland","2009","3","weiblich","","","",""
"Estland","2009","4","männlich","","","",""
"Estland","2009","4","weiblich","","","",""
"Estland","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Estland","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Angola","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Angola","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Angola","2009","2","männlich","","","",""
"Angola","2009","2","weiblich","","","",""
"Angola","2009","3","männlich","","","",""
"Angola","2009","3","weiblich","","","",""
"Angola","2009","4","männlich","","","",""
"Angola","2009","4","weiblich","","","",""
"Angola","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Angola","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Lettland","2009","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Lettland","2009","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Lettland","2009","2","männlich","","","",""
"Lettland","2009","2","weiblich","","","",""
"Lettland","2009","3","männlich","","","",""
"Lettland","2009","3","weiblich","","","",""
"Lettland","2009","4","männlich","1","","",""
"Lettland","2009","4","weiblich","","","",""
"Lettland","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Lettland","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Namibia","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Namibia","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Namibia","2009","2","männlich","","","",""
"Namibia","2009","2","weiblich","","","",""
"Namibia","2009","3","männlich","1","","",""
"Namibia","2009","3","weiblich","1","","",""
"Namibia","2009","4","männlich","","","",""
"Namibia","2009","4","weiblich","1","","",""
"Namibia","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Namibia","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Dominikanische Republik","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Dominikanische Republik","2009","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Dominikanische Republik","2009","2","männlich","","","",""
"Dominikanische Republik","2009","2","weiblich","","","",""
"Dominikanische Republik","2009","3","männlich","","","",""
"Dominikanische Republik","2009","3","weiblich","","","",""
"Dominikanische Republik","2009","4","männlich","","","",""
"Dominikanische Republik","2009","4","weiblich","","","",""
"Dominikanische Republik","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Dominikanische Republik","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nicaragua","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nicaragua","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nicaragua","2009","2","männlich","","","",""
"Nicaragua","2009","2","weiblich","","","",""
"Nicaragua","2009","3","männlich","","","",""
"Nicaragua","2009","3","weiblich","1","","",""
"Nicaragua","2009","4","männlich","","","",""
"Nicaragua","2009","4","weiblich","","","",""
"Nicaragua","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nicaragua","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kenia","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kenia","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kenia","2009","2","männlich","","","",""
"Kenia","2009","2","weiblich","","","",""
"Kenia","2009","3","männlich","","","",""
"Kenia","2009","3","weiblich","","","",""
"Kenia","2009","4","männlich","","","",""
"Kenia","2009","4","weiblich","","","",""
"Kenia","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kenia","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Libyen","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Libyen","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Libyen","2009","2","männlich","","","",""
"Libyen","2009","2","weiblich","","","",""
"Libyen","2009","3","männlich","","","",""
"Libyen","2009","3","weiblich","","","",""
"Libyen","2009","4","männlich","","","",""
"Libyen","2009","4","weiblich","","","",""
"Libyen","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Libyen","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Botswana","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Botswana","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Botswana","2009","2","männlich","","","",""
"Botswana","2009","2","weiblich","","","",""
"Botswana","2009","3","männlich","","","",""
"Botswana","2009","3","weiblich","","","",""
"Botswana","2009","4","männlich","","","",""
"Botswana","2009","4","weiblich","","","",""
"Botswana","2009","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Botswana","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Haiti","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Haiti","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Haiti","2009","2","männlich","","","",""
"Haiti","2009","2","weiblich","","","",""
"Haiti","2009","3","männlich","","","",""
"Haiti","2009","3","weiblich","","","",""
"Haiti","2009","4","männlich","","","",""
"Haiti","2009","4","weiblich","","","",""
"Haiti","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Haiti","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Luxemburg","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Luxemburg","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Luxemburg","2009","2","männlich","2","","",""
"Luxemburg","2009","2","weiblich","1","","",""
"Luxemburg","2009","3","männlich","","","",""
"Luxemburg","2009","3","weiblich","","","",""
"Luxemburg","2009","4","männlich","1","","",""
"Luxemburg","2009","4","weiblich","","","",""
"Luxemburg","2009","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Luxemburg","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Belgien","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Belgien","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Belgien","2009","2","männlich","1","","",""
"Belgien","2009","2","weiblich","","","",""
"Belgien","2009","3","männlich","","","",""
"Belgien","2009","3","weiblich","1","","",""
"Belgien","2009","4","männlich","","","",""
"Belgien","2009","4","weiblich","","","",""
"Belgien","2009","5 Einkommensstärkstes Quintil","männlich","2","","",""
"Belgien","2009","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"Niederlande","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Niederlande","2009","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Niederlande","2009","2","männlich","2","","",""
"Niederlande","2009","2","weiblich","2","","",""
"Niederlande","2009","3","männlich","1","","",""
"Niederlande","2009","3","weiblich","2","","",""
"Niederlande","2009","4","männlich","2","","",""
"Niederlande","2009","4","weiblich","","","",""
"Niederlande","2009","5 Einkommensstärkstes Quintil","männlich","3","","",""
"Niederlande","2009","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"Kroatien","2009","1 Einkommensschwächstes Quintil","männlich","6","","",""
"Kroatien","2009","1 Einkommensschwächstes Quintil","weiblich","7","","",""
"Kroatien","2009","2","männlich","3","","",""
"Kroatien","2009","2","weiblich","8","","",""
"Kroatien","2009","3","männlich","1","","",""
"Kroatien","2009","3","weiblich","6","","",""
"Kroatien","2009","4","männlich","8","","",""
"Kroatien","2009","4","weiblich","4","","",""
"Kroatien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kroatien","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Bosnien/Herzegowina","2009","1 Einkommensschwächstes Quintil","männlich","6","","",""
"Bosnien/Herzegowina","2009","1 Einkommensschwächstes Quintil","weiblich","5","","",""
"Bosnien/Herzegowina","2009","2","männlich","7","","",""
"Bosnien/Herzegowina","2009","2","weiblich","9","","",""
"Bosnien/Herzegowina","2009","3","männlich","3","","",""
"Bosnien/Herzegowina","2009","3","weiblich","2","","",""
"Bosnien/Herzegowina","2009","4","männlich","2","","",""
"Bosnien/Herzegowina","2009","4","weiblich","5","","",""
"Bosnien/Herzegowina","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Bosnien/Herzegowina","2009","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Makedonien","2009","1 Einkommensschwächstes Quintil","männlich","3","","",""
"Makedonien","2009","1 Einkommensschwächstes Quintil","weiblich","6","","",""
"Makedonien","2009","2","männlich","","","",""
"Makedonien","2009","2","weiblich","2","","",""
"Makedonien","2009","3","männlich","2","","",""
"Makedonien","2009","3","weiblich","2","","",""
"Makedonien","2009","4","männlich","","","",""
"Makedonien","2009","4","weiblich","","","",""
"Makedonien","2009","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Makedonien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Slowenien","2009","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Slowenien","2009","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Slowenien","2009","2","männlich","1","","",""
"Slowenien","2009","2","weiblich","2","","",""
"Slowenien","2009","3","männlich","1","","",""
"Slowenien","2009","3","weiblich","1","","",""
"Slowenien","2009","4","männlich","","","",""
"Slowenien","2009","4","weiblich","1","","",""
"Slowenien","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Slowenien","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Slowakei","2009","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Slowakei","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Slowakei","2009","2","männlich","","","",""
"Slowakei","2009","2","weiblich","","","",""
"Slowakei","2009","3","männlich","","","",""
"Slowakei","2009","3","weiblich","2","","",""
"Slowakei","2009","4","männlich","","","",""
"Slowakei","2009","4","weiblich","","","",""
"Slowakei","2009","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Slowakei","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Paraguay","2009","1 Einkommensschwächstes Quintil","männlich","","","",""
"Paraguay","2009","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Paraguay","2009","2","männlich","1","","",""
"Paraguay","2009","2","weiblich","","","",""
"Paraguay","2009","3","männlich","","","",""
"Paraguay","2009","3","weiblich","1","","",""
"Paraguay","2009","4","männlich","","","",""
"Paraguay","2009","4","weiblich","","","",""
"Paraguay","2009","5 Einkommensstärkstes Quintil","männlich","","","",""
"Paraguay","2009","5 Einkommensstärkstes Quintil","weiblich","","","",""
