study,dataset,version,variable,value,label,label_de
soep-core,p_statistics,v39,plh0258_h,10,Alevi denomination,Alevitische Rel.gemeinschaft
soep-core,p_statistics,v39,plh0258_h,11,Multiple answers,Mehrfachnennung
soep-core,p_statistics,v39,pli0079,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0079,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0079,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0079,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0079,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0079,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0079,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0079,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0079,1,Daily,Taeglich
soep-core,p_statistics,v39,pli0079,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0079,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0079,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0079,5,Never,Nie
soep-core,p_statistics,v39,pli0080,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0080,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0080,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0080,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0080,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0080,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0080,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0080,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0080,1,Daily,Taeglich
soep-core,p_statistics,v39,pli0080,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0080,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0080,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0080,5,Never,Nie
soep-core,p_statistics,v39,pli0081,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0081,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0081,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0081,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0081,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0081,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0081,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0081,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0081,1,Daily,Taeglich
soep-core,p_statistics,v39,pli0081,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0081,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0081,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0081,5,Never,Nie
soep-core,p_statistics,v39,pli0082,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0082,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0082,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0082,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0082,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0082,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0082,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0082,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0082,1,Daily,Taeglich
soep-core,p_statistics,v39,pli0082,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0082,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0082,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0082,5,Never,Nie
soep-core,p_statistics,v39,pli0083,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0083,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0083,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0083,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0083,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0083,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0083,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0083,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0083,1,Daily,Taeglich
soep-core,p_statistics,v39,pli0083,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0083,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0083,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0083,5,Never,Nie
soep-core,p_statistics,v39,pli0089,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0089,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0089,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0089,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0089,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0089,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0089,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0089,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0089,1,Daily,Taeglich
soep-core,p_statistics,v39,pli0089,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0089,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0089,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0089,5,Never,Nie
soep-core,p_statistics,v39,pli0091_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0091_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0091_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0091_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0091_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0091_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0091_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0091_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0091_h,1,Daily,Taeglich
soep-core,p_statistics,v39,pli0091_h,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0091_h,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0091_h,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0091_h,5,Never,Nie
soep-core,p_statistics,v39,pli0092_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0092_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0092_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0092_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0092_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0092_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0092_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0092_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0092_h,1,Daily,Täglich
soep-core,p_statistics,v39,pli0092_h,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0092_h,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0092_h,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0092_h,5,Never,Nie
soep-core,p_statistics,v39,pli0093_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0093_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0093_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0093_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0093_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0093_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0093_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0093_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0093_h,1,Daily,Taeglich
soep-core,p_statistics,v39,pli0093_h,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0093_h,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0093_h,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0093_h,5,Never,Nie
soep-core,p_statistics,v39,pli0094_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0094_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0094_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0094_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0094_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0094_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0094_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0094_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0094_h,1,Daily,Täglich
soep-core,p_statistics,v39,pli0094_h,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0094_h,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0094_h,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0094_h,5,Never,Nie
soep-core,p_statistics,v39,pli0095_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0095_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0095_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0095_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0095_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0095_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0095_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0095_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0095_h,1,Daily,Täglich
soep-core,p_statistics,v39,pli0095_h,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0095_h,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0095_h,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0095_h,5,Never,Nie
soep-core,p_statistics,v39,pli0096_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0096_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0096_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0096_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0096_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0096_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0096_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0096_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0096_h,1,Daily,Täglich
soep-core,p_statistics,v39,pli0096_h,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0096_h,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0096_h,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0096_h,5,Never,Nie
soep-core,p_statistics,v39,pli0097_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0097_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0097_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0097_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0097_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0097_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0097_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0097_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0097_h,1,Daily,Täglich
soep-core,p_statistics,v39,pli0097_h,2,At least once per week,Min 1x pro Woche
soep-core,p_statistics,v39,pli0097_h,3,At least once per month,Min 1x pro Monat
soep-core,p_statistics,v39,pli0097_h,4,Seldom,Seltener
soep-core,p_statistics,v39,pli0097_h,5,Never,Nie
soep-core,p_statistics,v39,pli0098_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,pli0098_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,pli0098_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,pli0098_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,pli0098_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,pli0098_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,pli0098_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,pli0098_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,pli0098_h,1,Daily,Taeglich
