"ple0055","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"10","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"11","2002","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"11","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"11","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"11","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"11","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"11","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"11","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"11","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"12","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"12","2002","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"12","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"12","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"12","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"12","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"12","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"12","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"13","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"13","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"13","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"13","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"13","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"13","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"13","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"13","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"14","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"14","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"14","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"14","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"14","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"14","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"14","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"14","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"15","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"15","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"15","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"15","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"15","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"15","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"15","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"15","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"16","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"16","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"16","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"16","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"16","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"16","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"16","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"16","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"17","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"17","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"17","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"17","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"17","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"17","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"17","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"17","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"18","2002","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"18","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"18","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"18","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"18","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"18","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"18","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"18","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"19","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"19","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"19","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"19","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"19","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"19","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"19","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"19","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"20","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"20","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"20","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"20","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"20","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"20","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"20","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"20","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"21","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"21","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"21","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"21","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"21","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"21","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"21","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"21","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"22","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"22","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"22","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"22","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"22","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"22","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"22","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"22","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"23","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"23","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"23","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"23","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"23","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"23","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"23","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"23","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"24","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"24","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"24","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"24","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"24","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"24","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"24","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"24","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"25","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"25","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"25","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"25","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"25","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"25","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"25","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"25","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"26","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"26","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"26","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"26","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"26","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"26","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"26","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"26","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"27","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"27","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"27","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"27","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"27","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"27","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"27","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"27","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"28","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"28","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"28","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"28","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"28","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"28","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"28","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"28","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"30","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"30","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"30","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"30","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"30","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"30","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"30","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"30","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"31","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"31","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"31","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"31","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"31","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"31","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"31","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"31","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"32","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"32","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"32","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"32","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"32","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"32","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"32","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"32","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"35","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"35","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"35","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"35","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"35","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"35","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"35","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"35","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"36","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"36","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
