"m11104","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2006","Realschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","Realschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2006","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2006","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2007","(noch) kein Abschluss","kein Migrationshintergrund","83","0.311217877696072","0.263055589068902","0.359380166323243"
"Fast nie oder nie","2007","(noch) kein Abschluss","direkter Migrationshintergrund","107","","",""
"Fast nie oder nie","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"Fast nie oder nie","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2007","Hauptschule","kein Migrationshintergrund","3424","0.571786991403122","0.559292556204755","0.584281426601489"
"Fast nie oder nie","2007","Hauptschule","direkter Migrationshintergrund","722","0.674552006698958","0.645798122229017","0.703305891168899"
"Fast nie oder nie","2007","Hauptschule","indirekter Migrationshintergrund","100","","",""
"Fast nie oder nie","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2007","Realschule","kein Migrationshintergrund","1776","","",""
"Fast nie oder nie","2007","Realschule","direkter Migrationshintergrund","81","0.464285221455348","0.390813417800344","0.537757025110353"
"Fast nie oder nie","2007","Realschule","indirekter Migrationshintergrund","58","0.266364042664631","0.203507658582136","0.329220426747126"
"Fast nie oder nie","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2007","(Fach-)Abitur","kein Migrationshintergrund","391","0.21103766450211","0.192418592681361","0.229656736322859"
"Fast nie oder nie","2007","(Fach-)Abitur","direkter Migrationshintergrund","173","","",""
"Fast nie oder nie","2007","(Fach-)Abitur","indirekter Migrationshintergrund","28","","",""
"Fast nie oder nie","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2007","AkademikerIn","kein Migrationshintergrund","940","0.241684667976832","0.228323971236171","0.255045364717493"
"Fast nie oder nie","2007","AkademikerIn","direkter Migrationshintergrund","104","","",""
"Fast nie oder nie","2007","AkademikerIn","indirekter Migrationshintergrund","13","","",""
"Fast nie oder nie","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2007","(noch) kein Abschluss","kein Migrationshintergrund","43","0.145165374469999","0.108521069704108","0.181809679235891"
"Mehrmals im Jahr","2007","(noch) kein Abschluss","direkter Migrationshintergrund","15","","",""
"Mehrmals im Jahr","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Mehrmals im Jahr","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2007","Hauptschule","kein Migrationshintergrund","889","0.149419927251989","0.140418084387225","0.158421770116753"
"Mehrmals im Jahr","2007","Hauptschule","direkter Migrationshintergrund","133","","",""
"Mehrmals im Jahr","2007","Hauptschule","indirekter Migrationshintergrund","46","0.19281132557911","0.142585426682552","0.243037224475669"
"Mehrmals im Jahr","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2007","Realschule","kein Migrationshintergrund","1038","","",""
"Mehrmals im Jahr","2007","Realschule","direkter Migrationshintergrund","26","","",""
"Mehrmals im Jahr","2007","Realschule","indirekter Migrationshintergrund","40","0.28075712595087","0.216861008691078","0.344653243210662"
"Mehrmals im Jahr","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2007","(Fach-)Abitur","kein Migrationshintergrund","368","0.214541183667936","0.195809925427374","0.233272441908498"
"Mehrmals im Jahr","2007","(Fach-)Abitur","direkter Migrationshintergrund","73","0.208723520687998","0.167314300396381","0.250132740979615"
"Mehrmals im Jahr","2007","(Fach-)Abitur","indirekter Migrationshintergrund","37","0.246653075568267","0.174471129818207","0.318835021318326"
"Mehrmals im Jahr","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2007","AkademikerIn","kein Migrationshintergrund","720","0.177314890662045","0.165395088137953","0.189234693186136"
"Mehrmals im Jahr","2007","AkademikerIn","direkter Migrationshintergrund","78","0.237913626419251","0.192719431111103","0.283107821727399"
"Mehrmals im Jahr","2007","AkademikerIn","indirekter Migrationshintergrund","17","","",""
"Mehrmals im Jahr","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2007","(noch) kein Abschluss","kein Migrationshintergrund","28","","",""
"Mindestens einmal im Monat","2007","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Mindestens einmal im Monat","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.121822138709221","0.0337650124276726","0.209879264990769"
"Mindestens einmal im Monat","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2007","Hauptschule","kein Migrationshintergrund","321","0.0511084069494897","0.0455477764561904","0.0566690374427891"
"Mindestens einmal im Monat","2007","Hauptschule","direkter Migrationshintergrund","39","0.045587962805492","0.0327870466851694","0.0583888789258146"
"Mindestens einmal im Monat","2007","Hauptschule","indirekter Migrationshintergrund","21","","",""
"Mindestens einmal im Monat","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2007","Realschule","kein Migrationshintergrund","362","0.0755544242266192","0.0682348375955733","0.0828740108576651"
"Mindestens einmal im Monat","2007","Realschule","direkter Migrationshintergrund","13","","",""
"Mindestens einmal im Monat","2007","Realschule","indirekter Migrationshintergrund","25","","",""
"Mindestens einmal im Monat","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2007","(Fach-)Abitur","kein Migrationshintergrund","189","","",""
"Mindestens einmal im Monat","2007","(Fach-)Abitur","direkter Migrationshintergrund","23","","",""
"Mindestens einmal im Monat","2007","(Fach-)Abitur","indirekter Migrationshintergrund","16","","",""
"Mindestens einmal im Monat","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2007","AkademikerIn","kein Migrationshintergrund","361","0.087684254214648","0.078857256190456","0.0965112522388399"
"Mindestens einmal im Monat","2007","AkademikerIn","direkter Migrationshintergrund","28","","",""
"Mindestens einmal im Monat","2007","AkademikerIn","indirekter Migrationshintergrund","11","","",""
"Mindestens einmal im Monat","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2007","(noch) kein Abschluss","kein Migrationshintergrund","201","","",""
"Mindestens einmal die Woche","2007","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Mindestens einmal die Woche","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","29","","",""
"Mindestens einmal die Woche","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2007","Hauptschule","kein Migrationshintergrund","1391","","",""
"Mindestens einmal die Woche","2007","Hauptschule","direkter Migrationshintergrund","126","","",""
"Mindestens einmal die Woche","2007","Hauptschule","indirekter Migrationshintergrund","70","0.314266683751774","0.255164882864742","0.373368484638805"
"Mindestens einmal die Woche","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2007","Realschule","kein Migrationshintergrund","1832","","",""
"Mindestens einmal die Woche","2007","Realschule","direkter Migrationshintergrund","57","0.333918638450382","0.264440939111377","0.403396337789387"
"Mindestens einmal die Woche","2007","Realschule","indirekter Migrationshintergrund","67","0.295090124530258","0.230239311403948","0.359940937656568"
"Mindestens einmal die Woche","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2007","(Fach-)Abitur","kein Migrationshintergrund","897","0.473351740224928","0.450569196022903","0.496134284426952"
"Mindestens einmal die Woche","2007","(Fach-)Abitur","direkter Migrationshintergrund","101","","",""
"Mindestens einmal die Woche","2007","(Fach-)Abitur","indirekter Migrationshintergrund","56","0.420987486114324","0.338313976258711","0.503660995969938"
"Mindestens einmal die Woche","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2007","AkademikerIn","kein Migrationshintergrund","1923","","",""
"Mindestens einmal die Woche","2007","AkademikerIn","direkter Migrationshintergrund","131","","",""
"Mindestens einmal die Woche","2007","AkademikerIn","indirekter Migrationshintergrund","44","0.506278633289156","0.3999930429804","0.612564223597912"
"Mindestens einmal die Woche","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2008","(noch) kein Abschluss","kein Migrationshintergrund","60","0.217354039793411","0.174925184911409","0.259782894675413"
