"pgfamstd","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","(noch) kein Abschluss","Laendlicher Raum","9","0.0715384051187266","0.0401514050794783","0.102925405157975"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","Hauptschule","Staedtischer Raum","529","0.131799054401271","0.122336293877783","0.141261814924759"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","Hauptschule","Laendlicher Raum","351","0.15374307633461","0.139931401469774","0.167554751199446"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","Realschule","Staedtischer Raum","133","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","Realschule","Laendlicher Raum","58","0.0336554088229987","0.0260937719857004","0.0412170456602969"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","(Fach-)Abitur","Staedtischer Raum","40","0.0413964337962779","0.0320391523933897","0.0507537151991661"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","AkademikerIn","Staedtischer Raum","83","0.0378419985257359","0.0309352071475363","0.0447487899039355"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","AkademikerIn","Laendlicher Raum","48","0.048005329053007","0.0360193235658848","0.0599913345401291"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","(noch) kein Abschluss","Staedtischer Raum","135","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","(noch) kein Abschluss","Laendlicher Raum","37","0.18370024433298","0.137510462690619","0.229890025975341"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","Hauptschule","Staedtischer Raum","3449","0.599403114617895","0.586062655741167","0.612743573494623"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","Hauptschule","Laendlicher Raum","1854","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","Realschule","Staedtischer Raum","1952","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","Realschule","Laendlicher Raum","1428","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","(Fach-)Abitur","Staedtischer Raum","891","0.440264076859754","0.417655365184499","0.462872788535009"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","(Fach-)Abitur","Laendlicher Raum","239","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","AkademikerIn","Staedtischer Raum","2202","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2006","AkademikerIn","Laendlicher Raum","980","0.642250094352034","0.616585314450202","0.667914874253866"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","(noch) kein Abschluss","Staedtischer Raum","5","0.0122391378080942","0.00359137816167284","0.0208868974545156"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","Hauptschule","Staedtischer Raum","144","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","Hauptschule","Laendlicher Raum","55","0.0242449333293897","0.0186508273514687","0.0298390393073107"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","Realschule","Staedtischer Raum","71","0.0250703708840628","0.019779421876945","0.0303613198911805"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","Realschule","Laendlicher Raum","46","0.02207771974373","0.0162028196698231","0.027952619817637"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","(Fach-)Abitur","Staedtischer Raum","39","0.0267450166365555","0.0193971315782074","0.0340929016949036"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","(Fach-)Abitur","Laendlicher Raum","8","0.012562173458076","0.00365049027174693","0.0214738566444051"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","AkademikerIn","Staedtischer Raum","92","0.0319863532352891","0.0259142518553511","0.038058454615227"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2006","AkademikerIn","Laendlicher Raum","26","","",""
"Ledig","2006","(noch) kein Abschluss","Staedtischer Raum","450","0.632963371805654","0.595054026541135","0.670872717070172"
"Ledig","2006","(noch) kein Abschluss","Laendlicher Raum","218","","",""
"Ledig","2006","Hauptschule","Staedtischer Raum","592","0.139138548164764","0.129716445091767","0.14856065123776"
"Ledig","2006","Hauptschule","Laendlicher Raum","423","0.174702218652202","0.160891879819482","0.188512557484923"
"Ledig","2006","Realschule","Staedtischer Raum","881","0.291183811094971","0.275808745091286","0.306558877098656"
"Ledig","2006","Realschule","Laendlicher Raum","647","0.302857367837668","0.284485593668956","0.32122914200638"
"Ledig","2006","(Fach-)Abitur","Staedtischer Raum","790","0.436731351059493","0.414142581542179","0.459320120576807"
"Ledig","2006","(Fach-)Abitur","Laendlicher Raum","304","0.48594648431588","0.445954693240488","0.525938275391273"
"Ledig","2006","AkademikerIn","Staedtischer Raum","626","0.266556912547222","0.251299036089412","0.281814789005031"
"Ledig","2006","AkademikerIn","Laendlicher Raum","160","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","Hauptschule","Staedtischer Raum","411","0.0948311600572618","0.086854927354939","0.102807392759585"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","Hauptschule","Laendlicher Raum","185","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","Realschule","Staedtischer Raum","299","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","Realschule","Laendlicher Raum","217","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","(Fach-)Abitur","Staedtischer Raum","90","0.0593331981121073","0.0485736411938046","0.07009275503041"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","(Fach-)Abitur","Laendlicher Raum","35","0.0942344157703253","0.0708576112866859","0.117611220253965"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","AkademikerIn","Staedtischer Raum","209","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2006","AkademikerIn","Laendlicher Raum","116","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","Hauptschule","Staedtischer Raum","587","0.138267556673273","0.128870240199781","0.147664873146765"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","Hauptschule","Laendlicher Raum","387","0.152970094180251","0.139878201875709","0.166061986484792"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","Realschule","Staedtischer Raum","151","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","Realschule","Laendlicher Raum","65","0.032493826209117","0.0254046053806604","0.0395830470375737"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","(Fach-)Abitur","Staedtischer Raum","42","0.0369263573320905","0.0283376939334739","0.045515020730707"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","AkademikerIn","Staedtischer Raum","97","0.0379201647721871","0.0313290849167567","0.0445112446276175"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2006","AkademikerIn","Laendlicher Raum","58","0.0547769722052912","0.0425937588407663","0.0669601855698161"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","(noch) kein Abschluss","Staedtischer Raum","113","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","(noch) kein Abschluss","Laendlicher Raum","34","0.189570378481775","0.14264329261464","0.236497464348911"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","Hauptschule","Staedtischer Raum","3087","0.596005640649295","0.581914012170583","0.610097269128007"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","Hauptschule","Laendlicher Raum","1681","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","Realschule","Staedtischer Raum","1856","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","Realschule","Laendlicher Raum","1339","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","(Fach-)Abitur","Staedtischer Raum","827","0.428573897413854","0.405532483375352","0.451615311452357"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","(Fach-)Abitur","Laendlicher Raum","243","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","AkademikerIn","Staedtischer Raum","2104","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2007","AkademikerIn","Laendlicher Raum","933","0.652460480017825","0.626424391985089","0.678496568050562"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","(noch) kein Abschluss","Staedtischer Raum","4","0.00662155115224268","-1.90594756880212e-05","0.0132621617801734"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","Hauptschule","Staedtischer Raum","128","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","Hauptschule","Laendlicher Raum","49","0.0234388647402238","0.0176872656366588","0.0291904638437888"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","Realschule","Staedtischer Raum","61","0.0232416207161068","0.0179833368922696","0.0284999045399441"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","Realschule","Laendlicher Raum","46","0.0244494075466566","0.0180807331768449","0.0308180819164683"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","(Fach-)Abitur","Staedtischer Raum","45","0.0319993777788242","0.0238048332918482","0.0401939222658002"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","(Fach-)Abitur","Laendlicher Raum","10","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","AkademikerIn","Staedtischer Raum","85","0.0260243529195285","0.020411772104193","0.031636933734864"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2007","AkademikerIn","Laendlicher Raum","27","","",""
"Ledig","2007","(noch) kein Abschluss","Staedtischer Raum","432","0.673954816621358","0.635573040739609","0.712336592503107"
"Ledig","2007","(noch) kein Abschluss","Laendlicher Raum","225","","",""
"Ledig","2007","Hauptschule","Staedtischer Raum","529","0.139852741253007","0.129892491111603","0.149812991394411"
"Ledig","2007","Hauptschule","Laendlicher Raum","390","0.174137582009852","0.159720721074142","0.188554442945563"
"Ledig","2007","Realschule","Staedtischer Raum","813","0.292314148367693","0.276441023920145","0.308187272815241"
"Ledig","2007","Realschule","Laendlicher Raum","600","0.306111619524916","0.287106321220305","0.325116917829528"
"Ledig","2007","(Fach-)Abitur","Staedtischer Raum","775","0.443893607513768","0.420760465640799","0.467026749386737"
"Ledig","2007","(Fach-)Abitur","Laendlicher Raum","283","","",""
"Ledig","2007","AkademikerIn","Staedtischer Raum","598","0.27658013005136","0.260811124961663","0.292349135141058"
"Ledig","2007","AkademikerIn","Laendlicher Raum","158","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","Hauptschule","Staedtischer Raum","387","0.0984345055780058","0.0898794926168382","0.106989518539173"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","Hauptschule","Laendlicher Raum","173","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","Realschule","Staedtischer Raum","282","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","Realschule","Laendlicher Raum","215","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","(Fach-)Abitur","Staedtischer Raum","82","0.0556109248231501","0.0449407442713208","0.0662811053749795"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","(Fach-)Abitur","Laendlicher Raum","38","0.0953473604749352","0.0715885712260123","0.119106149723858"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","AkademikerIn","Staedtischer Raum","206","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2007","AkademikerIn","Laendlicher Raum","113","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2007","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2007","(noch) kein Abschluss","Laendlicher Raum","7","0.050110343756698","0.023989875135322","0.0762308123780741"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2007","Hauptschule","Staedtischer Raum","527","0.135952104788584","0.126109495968616","0.145794713608552"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2007","Hauptschule","Laendlicher Raum","365","0.154845601821355","0.141092898706041","0.168598304936669"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2007","Realschule","Staedtischer Raum","142","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2007","Realschule","Laendlicher Raum","59","0.0309868955736235","0.023841211108479","0.038132580038768"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2007","(Fach-)Abitur","Staedtischer Raum","43","0.0399221924704032","0.0308067733964684","0.0490376115443381"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2007","(Fach-)Abitur","Laendlicher Raum","13","","",""
