"e11103","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"nicht erwerbstätig","2008","(Fach-)Abitur","indirekter Migrationshintergrund","37","0.284669884343764","0.205877029614336","0.363462739073193"
"nicht erwerbstätig","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","AkademikerIn","kein Migrationshintergrund","1043","0.273358803693962","0.259177179636355","0.287540427751569"
"nicht erwerbstätig","2008","AkademikerIn","direkter Migrationshintergrund","101","0.374045101431779","0.320439591800785","0.427650611062772"
"nicht erwerbstätig","2008","AkademikerIn","indirekter Migrationshintergrund","8","","",""
"nicht erwerbstätig","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2009","(noch) kein Abschluss","kein Migrationshintergrund","15","","",""
"Vollzeit","2009","(noch) kein Abschluss","direkter Migrationshintergrund","16","","",""
"Vollzeit","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Vollzeit","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2009","Hauptschule","kein Migrationshintergrund","1342","0.269329209859985","0.257321484017047","0.281336935702923"
"Vollzeit","2009","Hauptschule","direkter Migrationshintergrund","226","0.313885688600931","0.281276327571021","0.346495049630841"
"Vollzeit","2009","Hauptschule","indirekter Migrationshintergrund","102","0.478137695569587","0.411211573650697","0.545063817488476"
"Vollzeit","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2009","Realschule","kein Migrationshintergrund","2164","0.478914605760169","0.464343157957171","0.493486053563167"
"Vollzeit","2009","Realschule","direkter Migrationshintergrund","54","0.361470991219117","0.282452094803055","0.440489887635178"
"Vollzeit","2009","Realschule","indirekter Migrationshintergrund","80","0.460833270312013","0.386769311400775","0.534897229223252"
"Vollzeit","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2009","(Fach-)Abitur","kein Migrationshintergrund","643","0.408247592508213","0.384201616715877","0.432293568300549"
"Vollzeit","2009","(Fach-)Abitur","direkter Migrationshintergrund","102","0.356343117346222","0.301692071259888","0.410994163432555"
"Vollzeit","2009","(Fach-)Abitur","indirekter Migrationshintergrund","39","0.388185698589907","0.294971296246813","0.481400100933"
"Vollzeit","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2009","AkademikerIn","kein Migrationshintergrund","1867","0.52507926240556","0.508892201620873","0.541266323190247"
"Vollzeit","2009","AkademikerIn","direkter Migrationshintergrund","126","0.388211086250944","0.332313708672322","0.444108463829567"
"Vollzeit","2009","AkademikerIn","indirekter Migrationshintergrund","57","0.659448976754993","0.559869426877082","0.759028526632904"
"Vollzeit","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2009","(noch) kein Abschluss","kein Migrationshintergrund","69","0.157499748868652","0.1244262543152","0.190573243422104"
"Teilzeit","2009","(noch) kein Abschluss","direkter Migrationshintergrund","18","","",""
"Teilzeit","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","8","","",""
"Teilzeit","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2009","Hauptschule","kein Migrationshintergrund","910","0.170856932860932","0.160668926628582","0.181044939093282"
"Teilzeit","2009","Hauptschule","direkter Migrationshintergrund","208","0.268474815205709","0.237334377701796","0.299615252709622"
"Teilzeit","2009","Hauptschule","indirekter Migrationshintergrund","68","0.325628165103938","0.262843743572874","0.388412586635003"
"Teilzeit","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2009","Realschule","kein Migrationshintergrund","1191","0.253791197907574","0.241097514123054","0.266484881692093"
"Teilzeit","2009","Realschule","direkter Migrationshintergrund","41","0.357184649877464","0.278372453348066","0.435996846406861"
"Teilzeit","2009","Realschule","indirekter Migrationshintergrund","54","0.326888218491191","0.257190799290478","0.396585637691904"
"Teilzeit","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2009","(Fach-)Abitur","kein Migrationshintergrund","501","0.311021727690568","0.288374830920284","0.333668624460851"
"Teilzeit","2009","(Fach-)Abitur","direkter Migrationshintergrund","91","0.315331658401216","0.262309061563136","0.368354255239296"
"Teilzeit","2009","(Fach-)Abitur","indirekter Migrationshintergrund","32","0.326483069716755","0.236790176626044","0.416175962807466"
"Teilzeit","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2009","AkademikerIn","kein Migrationshintergrund","783","0.210790767114894","0.197569689086872","0.224011845142916"
"Teilzeit","2009","AkademikerIn","direkter Migrationshintergrund","81","0.307861651102867","0.254915923772269","0.360807378433466"
"Teilzeit","2009","AkademikerIn","indirekter Migrationshintergrund","24","","",""
"Teilzeit","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2009","(noch) kein Abschluss","kein Migrationshintergrund","382","0.774747958603076","0.736819104618765","0.812676812587387"
"nicht erwerbstätig","2009","(noch) kein Abschluss","direkter Migrationshintergrund","86","0.712984100469706","0.632046491888832","0.793921709050579"
"nicht erwerbstätig","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","78","0.827261475795416","0.749593247676776","0.904929703914055"
"nicht erwerbstätig","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2009","Hauptschule","kein Migrationshintergrund","2991","0.559813857279084","0.546376985661176","0.573250728896991"
"nicht erwerbstätig","2009","Hauptschule","direkter Migrationshintergrund","344","0.41763949619336","0.382985363767314","0.452293628619406"
"nicht erwerbstätig","2009","Hauptschule","indirekter Migrationshintergrund","44","0.196234139326475","0.143024138613026","0.249444140039924"
"nicht erwerbstätig","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2009","Realschule","kein Migrationshintergrund","1160","0.267294196332258","0.254385606718548","0.280202785945967"
"nicht erwerbstätig","2009","Realschule","direkter Migrationshintergrund","47","0.28134435890342","0.207386650808637","0.355302066998203"
"nicht erwerbstätig","2009","Realschule","indirekter Migrationshintergrund","40","0.212278511196795","0.15151920165956","0.273037820734031"
"nicht erwerbstätig","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2009","(Fach-)Abitur","kein Migrationshintergrund","461","0.280730679801219","0.258746954967012","0.302714404635427"
"nicht erwerbstätig","2009","(Fach-)Abitur","direkter Migrationshintergrund","102","0.328325224252562","0.274737078822235","0.381913369682889"
"nicht erwerbstätig","2009","(Fach-)Abitur","indirekter Migrationshintergrund","34","0.285331231693339","0.198957735577988","0.371704727808689"
"nicht erwerbstätig","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2009","AkademikerIn","kein Migrationshintergrund","1006","0.264129970479546","0.249839241053226","0.278420699905866"
"nicht erwerbstätig","2009","AkademikerIn","direkter Migrationshintergrund","85","0.303927262646188","0.251171633487532","0.356682891804844"
"nicht erwerbstätig","2009","AkademikerIn","indirekter Migrationshintergrund","6","","",""
"nicht erwerbstätig","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2010","(noch) kein Abschluss","kein Migrationshintergrund","27","","",""
"Vollzeit","2010","(noch) kein Abschluss","direkter Migrationshintergrund","41","0.141630760831659","0.0970517911439632","0.186209730519354"
"Vollzeit","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Vollzeit","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2010","Hauptschule","kein Migrationshintergrund","1656","0.263683355140488","0.252485463047387","0.274881247233588"
"Vollzeit","2010","Hauptschule","direkter Migrationshintergrund","408","0.293606654924642","0.268400559858533","0.318812749990751"
"Vollzeit","2010","Hauptschule","indirekter Migrationshintergrund","135","0.446617740553738","0.392898391279881","0.500337089827595"
"Vollzeit","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2010","Realschule","kein Migrationshintergrund","2740","0.493377604894142","0.480994673481447","0.505760536306836"
"Vollzeit","2010","Realschule","direkter Migrationshintergrund","84","0.34589783615322","0.287286105395264","0.404509566911176"
"Vollzeit","2010","Realschule","indirekter Migrationshintergrund","124","0.482854614349333","0.427317614324529","0.538391614374137"
"Vollzeit","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2010","(Fach-)Abitur","kein Migrationshintergrund","895","0.424374413669552","0.404210499992508","0.444538327346597"
"Vollzeit","2010","(Fach-)Abitur","direkter Migrationshintergrund","176","0.347341458834153","0.308288732161973","0.386394185506332"
"Vollzeit","2010","(Fach-)Abitur","indirekter Migrationshintergrund","67","0.43216513675645","0.360392576714814","0.503937696798086"
"Vollzeit","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2010","AkademikerIn","kein Migrationshintergrund","2406","0.526508594522888","0.512189948924328","0.540827240121448"
"Vollzeit","2010","AkademikerIn","direkter Migrationshintergrund","213","0.370190333549046","0.329502304155289","0.410878362942802"
"Vollzeit","2010","AkademikerIn","indirekter Migrationshintergrund","96","0.66153520090615","0.589115054213187","0.733955347599113"
"Vollzeit","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2010","(noch) kein Abschluss","kein Migrationshintergrund","84","0.135559234611874","0.109734945315837","0.161383523907911"
"Teilzeit","2010","(noch) kein Abschluss","direkter Migrationshintergrund","37","0.141903455076148","0.0972886786023784","0.186518231549917"
"Teilzeit","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","23","","",""
"Teilzeit","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2010","Hauptschule","kein Migrationshintergrund","1189","0.172989676438306","0.163377357557842","0.18260199531877"
"Teilzeit","2010","Hauptschule","direkter Migrationshintergrund","301","0.273592820421242","0.248918696872543","0.29826694396994"
"Teilzeit","2010","Hauptschule","indirekter Migrationshintergrund","91","0.306513562595011","0.256694680733239","0.356332444456784"
"Teilzeit","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2010","Realschule","kein Migrationshintergrund","1930","0.243123689075161","0.232498965146906","0.253748413003415"
"Teilzeit","2010","Realschule","direkter Migrationshintergrund","80","0.344595129443886","0.286035646955076","0.403154611932697"
"Teilzeit","2010","Realschule","indirekter Migrationshintergrund","98","0.324118953863729","0.272100762912836","0.376137144814622"
"Teilzeit","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2010","(Fach-)Abitur","kein Migrationshintergrund","787","0.298973890714845","0.280296598351647","0.317651183078042"
"Teilzeit","2010","(Fach-)Abitur","direkter Migrationshintergrund","170","0.308812869061031","0.270918423800362","0.346707314321701"
"Teilzeit","2010","(Fach-)Abitur","indirekter Migrationshintergrund","67","0.372560941168308","0.302511127814505","0.442610754522111"
"Teilzeit","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2010","AkademikerIn","kein Migrationshintergrund","1136","0.204031340143459","0.192474487318503","0.215588192968415"
"Teilzeit","2010","AkademikerIn","direkter Migrationshintergrund","166","0.328705232936531","0.289122169864077","0.368288296008986"
"Teilzeit","2010","AkademikerIn","indirekter Migrationshintergrund","42","0.237666429230356","0.172521200959486","0.302811657501226"
"Teilzeit","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2010","(noch) kein Abschluss","kein Migrationshintergrund","564","0.810778569807724","0.781230270095188","0.84032686952026"
"nicht erwerbstätig","2010","(noch) kein Abschluss","direkter Migrationshintergrund","157","0.716465784092194","0.658840294919753","0.774091273264634"
"nicht erwerbstätig","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","130","0.788908971257915","0.725075773614956","0.852742168900874"
"nicht erwerbstätig","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2010","Hauptschule","kein Migrationshintergrund","3103","0.563326968421206","0.550722600603467","0.575931336238945"
"nicht erwerbstätig","2010","Hauptschule","direkter Migrationshintergrund","545","0.432800524654116","0.405377767212261","0.460223282095971"
"nicht erwerbstätig","2010","Hauptschule","indirekter Migrationshintergrund","103","0.246868696851251","0.200275929723453","0.293461463979048"
"nicht erwerbstätig","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2010","Realschule","kein Migrationshintergrund","1592","0.263498706030698","0.252587630556139","0.274409781505257"
"nicht erwerbstätig","2010","Realschule","direkter Migrationshintergrund","89","0.309507034402894","0.252542740075527","0.36647132873026"
"nicht erwerbstätig","2010","Realschule","indirekter Migrationshintergrund","89","0.193026431786938","0.14916266308829","0.236890200485586"
"nicht erwerbstätig","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2010","(Fach-)Abitur","kein Migrationshintergrund","626","0.276651695615603","0.258401371115159","0.294902020116047"
"nicht erwerbstätig","2010","(Fach-)Abitur","direkter Migrationshintergrund","225","0.343845672104816","0.304886042714059","0.382805301495573"
