"beruf","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","2003","35-65 J.","(noch) kein Abschluss","41","0.232586398909791","0.167926790466072","0.297246007353509"
"Sonstige Nichterwerbspersonen","2003","35-65 J.","Hauptschule","530","0.105170659804511","0.0964612549504762","0.113880064658545"
"Sonstige Nichterwerbspersonen","2003","35-65 J.","Realschule","323","0.0886894604020276","0.0792316634274464","0.0981472573766087"
"Sonstige Nichterwerbspersonen","2003","35-65 J.","(Fach-)Abitur","121","0.115136496945596","0.0954711106443191","0.134801883246872"
"Sonstige Nichterwerbspersonen","2003","35-65 J.","AkademikerIn","151","0.0534799761602948","0.0457016587706941","0.0612582935498954"
"Sonstige Nichterwerbspersonen","2003","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2003","66 und älter","Hauptschule","52","0.0182216565569213","0.0129015001265186","0.0235418129873239"
"Sonstige Nichterwerbspersonen","2003","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","2003","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","2003","66 und älter","AkademikerIn","","","",""
"Beamte","2003","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","2003","16-34 J.","Hauptschule","","","",""
"Beamte","2003","16-34 J.","Realschule","52","0.0290219402173382","0.0214438400116037","0.0366000404230728"
"Beamte","2003","16-34 J.","(Fach-)Abitur","33","0.0290001287103241","0.0196676535647365","0.0383326038559117"
"Beamte","2003","16-34 J.","AkademikerIn","67","0.0959634700202903","0.0715685140204397","0.120358426020141"
"Beamte","2003","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","2003","35-65 J.","Hauptschule","48","0.00803293448562773","0.00549864156063212","0.0105672274106233"
"Beamte","2003","35-65 J.","Realschule","157","0.0474440110293266","0.0403717751171642","0.0545162469414889"
"Beamte","2003","35-65 J.","(Fach-)Abitur","56","0.0374697844359862","0.0257692521879612","0.0491703166840112"
"Beamte","2003","35-65 J.","AkademikerIn","568","0.138068431443855","0.126142048667123","0.149994814220587"
"Beamte","2003","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","2003","66 und älter","Hauptschule","","","",""
"Beamte","2003","66 und älter","Realschule","","","",""
"Beamte","2003","66 und älter","(Fach-)Abitur","","","",""
"Beamte","2003","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","2004","16-34 J.","(noch) kein Abschluss","54","0.0876155435190333","0.0664270754208378","0.108804011617229"
"Angestellte, einfache Tätigkeiten","2004","16-34 J.","Hauptschule","333","0.285927833552005","0.259674997317996","0.312180669786013"
"Angestellte, einfache Tätigkeiten","2004","16-34 J.","Realschule","299","0.178381079982748","0.160382724916049","0.196379435049446"
"Angestellte, einfache Tätigkeiten","2004","16-34 J.","(Fach-)Abitur","222","0.18024979450143","0.158697642353379","0.201801946649481"
"Angestellte, einfache Tätigkeiten","2004","16-34 J.","AkademikerIn","36","0.0891498600891259","0.0651818502733107","0.113117869904941"
"Angestellte, einfache Tätigkeiten","2004","35-65 J.","(noch) kein Abschluss","57","0.382375702970882","0.306359601059042","0.458391804882723"
"Angestellte, einfache Tätigkeiten","2004","35-65 J.","Hauptschule","1207","0.281450898665772","0.268261704045246","0.294640093286299"
"Angestellte, einfache Tätigkeiten","2004","35-65 J.","Realschule","580","0.165342349870268","0.152928253522753","0.177756446217783"
"Angestellte, einfache Tätigkeiten","2004","35-65 J.","(Fach-)Abitur","156","0.179247957040148","0.15556963524526","0.202926278835036"
"Angestellte, einfache Tätigkeiten","2004","35-65 J.","AkademikerIn","129","0.0504210951221858","0.0427493397470329","0.0580928504973387"
"Angestellte, einfache Tätigkeiten","2004","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","2004","66 und älter","Hauptschule","35","0.015137380241994","0.0103143803303047","0.0199603801536833"
"Angestellte, einfache Tätigkeiten","2004","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","2004","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","2004","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","16-34 J.","Hauptschule","243","0.201234793293746","0.177941115407455","0.224528471180037"
"Angestellte, qualifizierte Tätigkeiten","2004","16-34 J.","Realschule","616","0.37549567648389","0.352729326910801","0.39826202605698"
"Angestellte, qualifizierte Tätigkeiten","2004","16-34 J.","(Fach-)Abitur","269","0.249594366840076","0.225329499541808","0.273859234138344"
"Angestellte, qualifizierte Tätigkeiten","2004","16-34 J.","AkademikerIn","291","0.536118259248071","0.494173074197221","0.578063444298921"
"Angestellte, qualifizierte Tätigkeiten","2004","35-65 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","35-65 J.","Hauptschule","1088","0.242652314117345","0.230079612702827","0.255225015531862"
"Angestellte, qualifizierte Tätigkeiten","2004","35-65 J.","Realschule","1495","0.428887098481237","0.412348399360862","0.445425797601611"
"Angestellte, qualifizierte Tätigkeiten","2004","35-65 J.","(Fach-)Abitur","426","0.427749526203485","0.397206949444528","0.458292102962441"
"Angestellte, qualifizierte Tätigkeiten","2004","35-65 J.","AkademikerIn","1313","0.424836013906941","0.407504775944175","0.442167251869706"
"Angestellte, qualifizierte Tätigkeiten","2004","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","66 und älter","Hauptschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","66 und älter","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","2004","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2004","16-34 J.","Hauptschule","32","0.0276700432524881","0.0181401351634516","0.0371999513415246"
"Selbstständige/ManagerInnen","2004","16-34 J.","Realschule","57","0.0346770560574166","0.0260754285892535","0.0432786835255796"
"Selbstständige/ManagerInnen","2004","16-34 J.","(Fach-)Abitur","59","0.0584301116527446","0.0452791616470573","0.0715810616584318"
"Selbstständige/ManagerInnen","2004","16-34 J.","AkademikerIn","51","0.0864778449597908","0.0628371549854865","0.110118534934095"
"Selbstständige/ManagerInnen","2004","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2004","35-65 J.","Hauptschule","284","0.0587821466977553","0.0518836171152345","0.0656806762802761"
"Selbstständige/ManagerInnen","2004","35-65 J.","Realschule","312","0.0820985466684436","0.0729250557982862","0.0912720375386009"
"Selbstständige/ManagerInnen","2004","35-65 J.","(Fach-)Abitur","128","0.106343458281473","0.0873125930362483","0.125374323526698"
"Selbstständige/ManagerInnen","2004","35-65 J.","AkademikerIn","605","0.186117011826432","0.17247127154163","0.199762752111234"
"Selbstständige/ManagerInnen","2004","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2004","66 und älter","Hauptschule","","","",""
"Selbstständige/ManagerInnen","2004","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","2004","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","2004","66 und älter","AkademikerIn","46","0.0585502514725174","0.0400994237884732","0.0770010791565615"
"In Ausbildung","2004","16-34 J.","(noch) kein Abschluss","588","0.830769297302824","0.80266971669437","0.858868877911278"
"In Ausbildung","2004","16-34 J.","Hauptschule","193","0.171634445018887","0.149727077153198","0.193541812884575"
"In Ausbildung","2004","16-34 J.","Realschule","383","0.204969468444566","0.185991064068721","0.223947872820411"
"In Ausbildung","2004","16-34 J.","(Fach-)Abitur","496","0.374301000645721","0.347167507234579","0.401434494056864"
"In Ausbildung","2004","16-34 J.","AkademikerIn","35","0.0642081222145429","0.0435907744516185","0.0848254699774672"
"In Ausbildung","2004","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","2004","35-65 J.","Hauptschule","","","",""
"In Ausbildung","2004","35-65 J.","Realschule","","","",""
"In Ausbildung","2004","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","2004","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","2004","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","2004","66 und älter","Hauptschule","","","",""
"In Ausbildung","2004","66 und älter","Realschule","","","",""
"In Ausbildung","2004","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","2004","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","2004","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","2004","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","2004","16-34 J.","Realschule","","","",""
"In Rente oder Pension","2004","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","2004","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","2004","35-65 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","2004","35-65 J.","Hauptschule","889","0.192667036894095","0.18110008889277","0.20423398489542"
"In Rente oder Pension","2004","35-65 J.","Realschule","260","0.0904081793009652","0.0808253002995398","0.0999910583023905"
"In Rente oder Pension","2004","35-65 J.","(Fach-)Abitur","59","0.0650584094269474","0.0498332522266747","0.0802835666272202"
"In Rente oder Pension","2004","35-65 J.","AkademikerIn","241","0.0861261118629419","0.0762897695253788","0.0959624542005051"
"In Rente oder Pension","2004","66 und älter","(noch) kein Abschluss","62","0.931653627086868","0.871231547980568","0.992075706193168"
"In Rente oder Pension","2004","66 und älter","Hauptschule","2345","0.955006766268558","0.946818708560025","0.963194823977091"
"In Rente oder Pension","2004","66 und älter","Realschule","400","0.925466454263151","0.900926260667858","0.950006647858445"
"In Rente oder Pension","2004","66 und älter","(Fach-)Abitur","153","0.963360114944512","0.934157555881465","0.992562674007558"
"In Rente oder Pension","2004","66 und älter","AkademikerIn","542","0.886180249161769","0.861221503976401","0.911138994347137"
"Arbeitslose","2004","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","2004","16-34 J.","Hauptschule","167","0.16441908621105","0.142883964493445","0.185954207928655"
"Arbeitslose","2004","16-34 J.","Realschule","165","0.0969150893249451","0.0830064963469908","0.110823682302899"
"Arbeitslose","2004","16-34 J.","(Fach-)Abitur","43","0.0330464248846898","0.0230238908206221","0.0430689589487576"
"Arbeitslose","2004","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","2004","35-65 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","2004","35-65 J.","Hauptschule","445","0.107062065393744","0.0979939470962237","0.116130183691265"
"Arbeitslose","2004","35-65 J.","Realschule","305","0.0955935194509609","0.0857677871401584","0.105419251761763"
"Arbeitslose","2004","35-65 J.","(Fach-)Abitur","58","0.0704807714350887","0.054679852733644","0.0862816901365333"
"Arbeitslose","2004","35-65 J.","AkademikerIn","123","0.052339053461843","0.0445306453474624","0.0601474615762236"
"Arbeitslose","2004","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","2004","66 und älter","Hauptschule","","","",""
"Arbeitslose","2004","66 und älter","Realschule","","","",""
"Arbeitslose","2004","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","2004","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","2004","16-34 J.","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2004","16-34 J.","Hauptschule","162","0.142634131469936","0.122316560465953","0.162951702473919"
"Sonstige Nichterwerbspersonen","2004","16-34 J.","Realschule","168","0.079719704957982","0.0669856679453669","0.0924537419705971"
"Sonstige Nichterwerbspersonen","2004","16-34 J.","(Fach-)Abitur","105","0.0813237236695471","0.0659986572033454","0.0966487901357488"
"Sonstige Nichterwerbspersonen","2004","16-34 J.","AkademikerIn","41","0.0809581905751617","0.058015401775511","0.103900979374812"
"Sonstige Nichterwerbspersonen","2004","35-65 J.","(noch) kein Abschluss","37","0.187176801124933","0.126163809453953","0.248189792795914"
"Sonstige Nichterwerbspersonen","2004","35-65 J.","Hauptschule","489","0.104403661248774","0.0954355135774193","0.113371808920129"
"Sonstige Nichterwerbspersonen","2004","35-65 J.","Realschule","311","0.0828235415537039","0.0736132746075146","0.0920338084998931"
"Sonstige Nichterwerbspersonen","2004","35-65 J.","(Fach-)Abitur","118","0.107890340400894","0.0887381598365052","0.127042520965282"
"Sonstige Nichterwerbspersonen","2004","35-65 J.","AkademikerIn","151","0.0568197722849687","0.0487032465769182","0.0649362979930192"
"Sonstige Nichterwerbspersonen","2004","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2004","66 und älter","Hauptschule","56","0.0191913176974346","0.013771950041918","0.0246106853529511"
"Sonstige Nichterwerbspersonen","2004","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","2004","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","2004","66 und älter","AkademikerIn","","","",""
"Beamte","2004","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","2004","16-34 J.","Hauptschule","","","",""
"Beamte","2004","16-34 J.","Realschule","45","0.0284082168567607","0.0205975680864342","0.0362188656270872"
"Beamte","2004","16-34 J.","(Fach-)Abitur","","","",""
"Beamte","2004","16-34 J.","AkademikerIn","68","0.110237979638399","0.0838958592174065","0.136580100059392"
"Beamte","2004","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","2004","35-65 J.","Hauptschule","46","0.00923722179259578","0.0064315022410022","0.0120429413441894"
"Beamte","2004","35-65 J.","Realschule","154","0.0482346626670443","0.041074655870622","0.0553946694634667"
"Beamte","2004","35-65 J.","(Fach-)Abitur","50","0.0294198673377823","0.0189881964088862","0.0398515382666785"
"Beamte","2004","35-65 J.","AkademikerIn","545","0.135825503243498","0.123813527009012","0.147837479477983"
"Beamte","2004","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","2004","66 und älter","Hauptschule","","","",""
"Beamte","2004","66 und älter","Realschule","","","",""
"Beamte","2004","66 und älter","(Fach-)Abitur","","","",""
"Beamte","2004","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","2005","16-34 J.","(noch) kein Abschluss","55","0.093808119902083","0.0721161668933483","0.115500072910818"
"Angestellte, einfache Tätigkeiten","2005","16-34 J.","Hauptschule","286","0.282066080120742","0.254544045478244","0.30958811476324"
"Angestellte, einfache Tätigkeiten","2005","16-34 J.","Realschule","298","0.195182952632711","0.175701602401664","0.214664302863758"
"Angestellte, einfache Tätigkeiten","2005","16-34 J.","(Fach-)Abitur","195","0.177837631336814","0.155670188061437","0.200005074612191"
"Angestellte, einfache Tätigkeiten","2005","16-34 J.","AkademikerIn","30","0.0686473631016235","0.046935442934332","0.090359283268915"
"Angestellte, einfache Tätigkeiten","2005","35-65 J.","(noch) kein Abschluss","48","0.384414629115817","0.305235961665486","0.463593296566148"
"Angestellte, einfache Tätigkeiten","2005","35-65 J.","Hauptschule","1106","0.289272336164114","0.275408446868592","0.303136225459637"
"Angestellte, einfache Tätigkeiten","2005","35-65 J.","Realschule","563","0.172600754414305","0.15980767808358","0.185393830745029"
"Angestellte, einfache Tätigkeiten","2005","35-65 J.","(Fach-)Abitur","161","0.195049843885166","0.17035494551389","0.219744742256442"
