"beruf","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","2003","Berlin","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Berlin","weiblich","30","0.0875632066088989","0.0603355575748368","0.114790855642961"
"Sonstige Nichterwerbspersonen","2003","Brandenburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Brandenburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2003","Mecklenburg-Vorpommern","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Mecklenburg-Vorpommern","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen","weiblich","34","0.039064905404856","0.0257875416070255","0.0523422692026866"
"Sonstige Nichterwerbspersonen","2003","Sachsen-Anhalt","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen-Anhalt","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2003","Thüringen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2003","Thüringen","weiblich","","","",""
"Beamte","2003","Schleswig-Holstein","männlich","","","",""
"Beamte","2003","Schleswig-Holstein","weiblich","","","",""
"Beamte","2003","Hamburg","männlich","","","",""
"Beamte","2003","Hamburg","weiblich","","","",""
"Beamte","2003","Niedersachsen","männlich","72","0.0678363715818281","0.0515871874783404","0.0840855556853158"
"Beamte","2003","Niedersachsen","weiblich","36","0.0192824940640703","0.0106902993810342","0.0278746887471064"
"Beamte","2003","Bremen","männlich","","","",""
"Beamte","2003","Bremen","weiblich","","","",""
"Beamte","2003","Nordrhein-Westfalen","männlich","138","0.0407309059187293","0.0325814965827649","0.0488803152546938"
"Beamte","2003","Nordrhein-Westfalen","weiblich","108","0.026922970971149","0.0204460578929712","0.0333998840493268"
"Beamte","2003","Hessen","männlich","43","0.0500169780988957","0.0342151967192639","0.0658187594785274"
"Beamte","2003","Hessen","weiblich","40","0.029539894597398","0.0175418440445733","0.0415379451502226"
"Beamte","2003","Rheinland-Pfalz,Saarland","männlich","","","",""
"Beamte","2003","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Beamte","2003","Baden-Württemberg","männlich","73","0.0409099797314406","0.0301588621038115","0.0516610973590697"
"Beamte","2003","Baden-Württemberg","weiblich","40","0.0214233281254434","0.0137785588737881","0.0290680973770988"
"Beamte","2003","Bayern","männlich","103","0.0576902801718738","0.0457915602955185","0.069589000048229"
"Beamte","2003","Bayern","weiblich","72","0.022743813390899","0.015550284787218","0.0299373419945801"
"Beamte","2003","Saarland","männlich","","","",""
"Beamte","2003","Saarland","weiblich","","","",""
"Beamte","2003","Berlin","männlich","","","",""
"Beamte","2003","Berlin","weiblich","","","",""
"Beamte","2003","Brandenburg","männlich","","","",""
"Beamte","2003","Brandenburg","weiblich","","","",""
"Beamte","2003","Mecklenburg-Vorpommern","männlich","","","",""
"Beamte","2003","Mecklenburg-Vorpommern","weiblich","","","",""
"Beamte","2003","Sachsen","männlich","","","",""
"Beamte","2003","Sachsen","weiblich","","","",""
"Beamte","2003","Sachsen-Anhalt","männlich","","","",""
"Beamte","2003","Sachsen-Anhalt","weiblich","","","",""
"Beamte","2003","Thüringen","männlich","","","",""
"Beamte","2003","Thüringen","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2004","Schleswig-Holstein","männlich","33","0.132101409766059","0.0947684203350432","0.169434399197075"
"Angestellte, einfache Tätigkeiten","2004","Schleswig-Holstein","weiblich","69","0.176249835775263","0.136501142502373","0.215998529048153"
"Angestellte, einfache Tätigkeiten","2004","Hamburg","männlich","","","",""
"Angestellte, einfache Tätigkeiten","2004","Hamburg","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2004","Niedersachsen","männlich","121","0.132186140823169","0.110192599928287","0.154179681718051"
"Angestellte, einfache Tätigkeiten","2004","Niedersachsen","weiblich","182","0.204566845306053","0.179194655918879","0.229939034693227"
"Angestellte, einfache Tätigkeiten","2004","Bremen","männlich","","","",""
"Angestellte, einfache Tätigkeiten","2004","Bremen","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2004","Nordrhein-Westfalen","männlich","267","0.134812875295665","0.120512494179824","0.149113256411507"
"Angestellte, einfache Tätigkeiten","2004","Nordrhein-Westfalen","weiblich","406","0.178915032884259","0.163385527306178","0.19444453846234"
"Angestellte, einfache Tätigkeiten","2004","Hessen","männlich","81","0.131699513919139","0.106576567083128","0.156822460755149"
"Angestellte, einfache Tätigkeiten","2004","Hessen","weiblich","133","0.18183715983437","0.154140260686943","0.209534058981798"
"Angestellte, einfache Tätigkeiten","2004","Rheinland-Pfalz,Saarland","männlich","55","0.1305022689559","0.10030432321132","0.16070021470048"
"Angestellte, einfache Tätigkeiten","2004","Rheinland-Pfalz,Saarland","weiblich","92","0.173787880857927","0.141798249696621","0.205777512019233"
"Angestellte, einfache Tätigkeiten","2004","Baden-Württemberg","männlich","181","0.14233724174666","0.123121206813051","0.16155327668027"
"Angestellte, einfache Tätigkeiten","2004","Baden-Württemberg","weiblich","271","0.204271251663661","0.182644384759586","0.225898118567737"
"Angestellte, einfache Tätigkeiten","2004","Bayern","männlich","151","0.126847181052328","0.109711576204616","0.14398278590004"
"Angestellte, einfache Tätigkeiten","2004","Bayern","weiblich","328","0.210214241705907","0.190217765802708","0.230210717609106"
"Angestellte, einfache Tätigkeiten","2004","Saarland","männlich","","","",""
"Angestellte, einfache Tätigkeiten","2004","Saarland","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2004","Berlin","männlich","36","0.107737745205128","0.0771230329476321","0.138352457462624"
"Angestellte, einfache Tätigkeiten","2004","Berlin","weiblich","46","0.106264336455391","0.0764342526021963","0.136094420308586"
"Angestellte, einfache Tätigkeiten","2004","Brandenburg","männlich","46","0.101581094238881","0.0730607120825733","0.130101476395189"
"Angestellte, einfache Tätigkeiten","2004","Brandenburg","weiblich","76","0.160026123859677","0.126950699543732","0.193101548175623"
"Angestellte, einfache Tätigkeiten","2004","Mecklenburg-Vorpommern","männlich","35","0.16127464416142","0.114251995046753","0.208297293276087"
"Angestellte, einfache Tätigkeiten","2004","Mecklenburg-Vorpommern","weiblich","44","0.166384764065741","0.12244748592729","0.210322042204192"
"Angestellte, einfache Tätigkeiten","2004","Sachsen","männlich","58","0.0774919652970472","0.0584956583246909","0.0964882722694035"
"Angestellte, einfache Tätigkeiten","2004","Sachsen","weiblich","118","0.131041601442737","0.107745424374551","0.154337778510923"
"Angestellte, einfache Tätigkeiten","2004","Sachsen-Anhalt","männlich","41","0.0990934492294648","0.0707867942353646","0.127400104223565"
"Angestellte, einfache Tätigkeiten","2004","Sachsen-Anhalt","weiblich","64","0.126037759032674","0.0967705514598581","0.15530496660549"
"Angestellte, einfache Tätigkeiten","2004","Thüringen","männlich","56","0.124639945202053","0.094552896951014","0.154726993453093"
"Angestellte, einfache Tätigkeiten","2004","Thüringen","weiblich","69","0.109612648111402","0.08166486924054","0.137560426982265"
"Angestellte, qualifizierte Tätigkeiten","2004","Schleswig-Holstein","männlich","86","0.253860938135441","0.205875178041595","0.301846698229287"
"Angestellte, qualifizierte Tätigkeiten","2004","Schleswig-Holstein","weiblich","74","0.200522376758499","0.158754219391638","0.24229053412536"
"Angestellte, qualifizierte Tätigkeiten","2004","Hamburg","männlich","46","0.35243405318985","0.272728334618414","0.432139771761287"
"Angestellte, qualifizierte Tätigkeiten","2004","Hamburg","weiblich","41","0.249338617664228","0.181449118834063","0.317228116494392"
"Angestellte, qualifizierte Tätigkeiten","2004","Niedersachsen","männlich","258","0.257863764180573","0.229456730898017","0.286270797463128"
"Angestellte, qualifizierte Tätigkeiten","2004","Niedersachsen","weiblich","200","0.177707668600899","0.153663781461232","0.201751555740566"
"Angestellte, qualifizierte Tätigkeiten","2004","Bremen","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","Bremen","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","Nordrhein-Westfalen","männlich","691","0.320054461963889","0.300521148954571","0.339587774973206"
"Angestellte, qualifizierte Tätigkeiten","2004","Nordrhein-Westfalen","weiblich","504","0.199419505538213","0.183230264762954","0.215608746313473"
"Angestellte, qualifizierte Tätigkeiten","2004","Hessen","männlich","213","0.291770028489448","0.257998481039639","0.325541575939258"
"Angestellte, qualifizierte Tätigkeiten","2004","Hessen","weiblich","179","0.205787894172043","0.176757821872649","0.234817966471437"
"Angestellte, qualifizierte Tätigkeiten","2004","Rheinland-Pfalz,Saarland","männlich","153","0.303437574491784","0.262223187595941","0.344651961387626"
"Angestellte, qualifizierte Tätigkeiten","2004","Rheinland-Pfalz,Saarland","weiblich","110","0.165569425247483","0.134190440833272","0.196948409661694"
"Angestellte, qualifizierte Tätigkeiten","2004","Baden-Württemberg","männlich","442","0.355401137459197","0.329077227012767","0.381725047905628"
"Angestellte, qualifizierte Tätigkeiten","2004","Baden-Württemberg","weiblich","263","0.189763477864186","0.168729583836711","0.210797371891661"
"Angestellte, qualifizierte Tätigkeiten","2004","Bayern","männlich","491","0.317667646654341","0.29369597208564","0.341639321223041"
"Angestellte, qualifizierte Tätigkeiten","2004","Bayern","weiblich","356","0.20055896930205","0.180908089056728","0.220209849547372"
"Angestellte, qualifizierte Tätigkeiten","2004","Saarland","männlich","35","0.291530889362655","0.214293956526198","0.368767822199111"
"Angestellte, qualifizierte Tätigkeiten","2004","Saarland","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2004","Berlin","männlich","122","0.312673466202294","0.266898603629987","0.3584483287746"
"Angestellte, qualifizierte Tätigkeiten","2004","Berlin","weiblich","101","0.223795405608466","0.183452251389549","0.264138559827384"
"Angestellte, qualifizierte Tätigkeiten","2004","Brandenburg","männlich","118","0.252188939555855","0.2111903972446","0.29318748186711"
"Angestellte, qualifizierte Tätigkeiten","2004","Brandenburg","weiblich","111","0.198964220751671","0.16294863008197","0.234979811421373"
"Angestellte, qualifizierte Tätigkeiten","2004","Mecklenburg-Vorpommern","männlich","65","0.246290252406264","0.19120442998255","0.301376074829978"
"Angestellte, qualifizierte Tätigkeiten","2004","Mecklenburg-Vorpommern","weiblich","60","0.191051912843387","0.144672038109502","0.237431787577271"
"Angestellte, qualifizierte Tätigkeiten","2004","Sachsen","männlich","253","0.310772648556056","0.277890634621425","0.343654662490687"
"Angestellte, qualifizierte Tätigkeiten","2004","Sachsen","weiblich","243","0.244828352467052","0.215143543167418","0.274513161766686"
"Angestellte, qualifizierte Tätigkeiten","2004","Sachsen-Anhalt","männlich","141","0.270278618503675","0.228204929974325","0.312352307033026"
"Angestellte, qualifizierte Tätigkeiten","2004","Sachsen-Anhalt","weiblich","134","0.206016132597658","0.170351227658279","0.241681037537037"
"Angestellte, qualifizierte Tätigkeiten","2004","Thüringen","männlich","142","0.297459656824225","0.255819988066152","0.339099325582298"
"Angestellte, qualifizierte Tätigkeiten","2004","Thüringen","weiblich","105","0.1710599515134","0.13737288409529","0.20474701893151"
"Selbstständige/ManagerInnen","2004","Schleswig-Holstein","männlich","46","0.124817260042713","0.0883761796622842","0.161258340423142"
"Selbstständige/ManagerInnen","2004","Schleswig-Holstein","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Hamburg","männlich","","","",""
"Selbstständige/ManagerInnen","2004","Hamburg","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Niedersachsen","männlich","104","0.0933706042510171","0.0744772579350602","0.112263950566974"
"Selbstständige/ManagerInnen","2004","Niedersachsen","weiblich","40","0.0284999816937704","0.0180339469251488","0.038966016462392"
"Selbstständige/ManagerInnen","2004","Bremen","männlich","","","",""
"Selbstständige/ManagerInnen","2004","Bremen","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Nordrhein-Westfalen","männlich","235","0.0781196217017851","0.0668827802362074","0.0893564631673628"
"Selbstständige/ManagerInnen","2004","Nordrhein-Westfalen","weiblich","93","0.0359310793746022","0.0283900725232993","0.0434720862259051"
"Selbstständige/ManagerInnen","2004","Hessen","männlich","100","0.127171140847946","0.102419596383079","0.151922685312814"
"Selbstständige/ManagerInnen","2004","Hessen","weiblich","46","0.0448802748119024","0.0300131627306275","0.0597473868931774"
"Selbstständige/ManagerInnen","2004","Rheinland-Pfalz,Saarland","männlich","55","0.108345182484719","0.080481576153903","0.136208788815535"
"Selbstständige/ManagerInnen","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Baden-Württemberg","männlich","135","0.0967061144104938","0.080451086004406","0.112961142816582"
"Selbstständige/ManagerInnen","2004","Baden-Württemberg","weiblich","63","0.034530280821941","0.0247359032516372","0.0443246583922448"
"Selbstständige/ManagerInnen","2004","Bayern","männlich","169","0.0898103476582559","0.075089153726308","0.104531541590204"
"Selbstständige/ManagerInnen","2004","Bayern","weiblich","77","0.0402625582929949","0.030615505623152","0.0499096109628377"
"Selbstständige/ManagerInnen","2004","Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","2004","Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Berlin","männlich","54","0.122335317991471","0.0899804062959702","0.154690229686972"
"Selbstständige/ManagerInnen","2004","Berlin","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Brandenburg","männlich","34","0.0690277174932123","0.0450951337086833","0.0929603012777413"
"Selbstständige/ManagerInnen","2004","Brandenburg","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Mecklenburg-Vorpommern","männlich","","","",""
"Selbstständige/ManagerInnen","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Sachsen","männlich","74","0.0865550505101115","0.0665774575986325","0.10653264342159"
"Selbstständige/ManagerInnen","2004","Sachsen","weiblich","32","0.0356119385190144","0.022817999089349","0.0484058779486797"
"Selbstständige/ManagerInnen","2004","Sachsen-Anhalt","männlich","","","",""
"Selbstständige/ManagerInnen","2004","Sachsen-Anhalt","weiblich","","","",""
"Selbstständige/ManagerInnen","2004","Thüringen","männlich","39","0.0754252614466868","0.0513712773600698","0.0994792455333039"
"Selbstständige/ManagerInnen","2004","Thüringen","weiblich","","","",""
"In Ausbildung","2004","Schleswig-Holstein","männlich","","","",""
