"beruf","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","85","0.0954527604930049","0.074962644447837","0.115942876538173"
"Sonstige Nichterwerbspersonen","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","770","0.0429568478617014","0.0394160878709249","0.0464976078524779"
"Beamte","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","116","0.0160417711461444","0.0125276086935359","0.0195559335987529"
"Beamte","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1664","0.131390815964588","0.125764377198229","0.137017254730946"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","589","0.11038819070408","0.101898481608739","0.118877899799422"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","606","0.269169953919323","0.25098042179179","0.287359486046856"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","134","0.167403859830728","0.141772643454869","0.193035076206587"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3886","0.277758531747364","0.270298961683286","0.285218101811443"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1462","0.248209450033981","0.236506676006826","0.259912224061135"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","431","0.166431892869211","0.151156624028731","0.181707161709692"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","199","0.23812428331978","0.208881871069637","0.267366695569922"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1172","0.07044048081961","0.0661787242374504","0.0747022374017696"
"Selbstständige/ManagerInnen","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","355","0.0682525016120678","0.0614206309400308","0.0750843722841047"
"Selbstständige/ManagerInnen","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","121","0.04568139219328","0.0371185803163722","0.0542442040701877"
"Selbstständige/ManagerInnen","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","44","0.0440744089437597","0.0299823458408117","0.0581664720467078"
"Selbstständige/ManagerInnen","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","847","0.0563241768929033","0.0524844730841821","0.0601638807016244"
"In Ausbildung","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","404","0.0694500339013382","0.0625629192677789","0.0763371485348975"
"In Ausbildung","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","105","0.0528050733743061","0.0436332106066871","0.0619769361419252"
"In Ausbildung","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","203","0.254792784417693","0.224876932503174","0.284708636332212"
"In Ausbildung","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3653","0.293647112372924","0.286061989627543","0.301232235118304"
"In Rente oder Pension","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1508","0.31835370070845","0.305733515634899","0.330973885782"
"In Rente oder Pension","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","448","0.195935535935617","0.179657497103705","0.212213574767528"
"In Rente oder Pension","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","60","0.455539196178815","0.363306423338205","0.547771969019425"
"In Rente oder Pension","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","549","0.0471882596117815","0.0436567579631614","0.0507197612604015"
"Arbeitslose","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","564","0.119229497049306","0.110450306634667","0.128008687463946"
"Arbeitslose","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","218","0.1112944551813","0.0983966518610069","0.124192258501594"
"Arbeitslose","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","78","0.10038039955698","0.0797492607419672","0.121011538371993"
"Arbeitslose","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1289","0.0817226627432543","0.0771602237446747","0.086285101741834"
"Sonstige Nichterwerbspersonen","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","233","0.0479823928138927","0.0421921780408061","0.0537726075869793"
"Sonstige Nichterwerbspersonen","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","333","0.149908431362467","0.135268267910096","0.164548594814838"
"Sonstige Nichterwerbspersonen","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","125","0.148250120707061","0.123853883082966","0.172646358331156"
"Sonstige Nichterwerbspersonen","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","789","0.0415279598475754","0.0382052003686113","0.0448507193265396"
"Beamte","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","119","0.0181342331768844","0.014519244935733","0.0217492214180358"
"Beamte","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1725","0.142154787979369","0.136145174046364","0.148164401912373"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","616","0.129267645442116","0.11994031942346","0.138594971460772"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","533","0.271773703808026","0.252529918127089","0.291017489488963"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","159","0.211638791250078","0.183280556721406","0.239997025778751"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2007","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3600","0.280592529797021","0.272860618104256","0.288324441489785"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1397","0.254617448310196","0.242505790602542","0.26672910601785"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","391","0.169307117497761","0.153084853343888","0.185529381651633"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","209","0.253167003402595","0.222979011158222","0.283354995646968"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2007","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1079","0.0676294671271071","0.0633080756226848","0.0719508586315293"
"Selbstständige/ManagerInnen","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","318","0.0590675658518037","0.0525133060347141","0.0656218256688933"
"Selbstständige/ManagerInnen","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","94","0.036375430672695","0.0282767995041131","0.0444740618412769"
"Selbstständige/ManagerInnen","2007","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2007","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","40","0.0488625466382728","0.0338957581571597","0.063829335119386"
"Selbstständige/ManagerInnen","2007","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","781","0.053224204056255","0.0493610722821251","0.0570873358303849"
"In Ausbildung","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","406","0.0756080289005689","0.0682581203233108","0.0829579374778271"
"In Ausbildung","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","95","0.0533462785882795","0.0436254954640289","0.0630670617125301"
"In Ausbildung","2007","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2007","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","176","0.208958123241067","0.180732190822042","0.237184055660092"
"In Ausbildung","2007","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3474","0.294692663908246","0.286846900201449","0.302538427615043"
"In Rente oder Pension","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1452","0.319955181806488","0.306986876134437","0.33292348747854"
"In Rente oder Pension","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","441","0.221176456103297","0.203223225892728","0.239129686313867"
"In Rente oder Pension","2007","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","49","0.418426465886342","0.318703300637994","0.518149631134691"
"In Rente oder Pension","2007","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2007","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","446","0.0415644991359067","0.0381296783450802","0.0449993199267331"
"Arbeitslose","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","474","0.10473519346898","0.0962220104026285","0.113248376535331"
"Arbeitslose","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","173","0.0971536536793722","0.0843424449320894","0.109964862426655"
"Arbeitslose","2007","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2007","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","53","0.0954525350526331","0.0750526206929587","0.115852449412308"
"Arbeitslose","2007","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1109","0.0747147693458241","0.0701899378954372","0.079239600796211"
"Sonstige Nichterwerbspersonen","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","192","0.0370852359406055","0.0318315471562148","0.0423389247249961"
"Sonstige Nichterwerbspersonen","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","304","0.142946017724689","0.127805395082153","0.158086640367225"
