"pglfs","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Thueringen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Schleswig-Holstein","kein Migrationshintergrund","35","0.136221571504219","0.0972099513947185","0.17523319161372"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Hamburg","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Hamburg","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Hamburg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Niedersachsen","kein Migrationshintergrund","127","0.148185788546669","0.125557650476725","0.170813926616614"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Niedersachsen","direkter Migrationshintergrund","33","0.145926049214429","0.0940636934259259","0.197788405002931"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Bremen","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Bremen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Bremen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Nordrhein-Westfalen","kein Migrationshintergrund","268","0.126020642899451","0.111421099670138","0.140620186128764"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Nordrhein-Westfalen","direkter Migrationshintergrund","134","0.192813125331088","0.160254663302179","0.225371587359997"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Hessen","kein Migrationshintergrund","80","0.130973377132677","0.104222653195897","0.157724101069457"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Hessen","direkter Migrationshintergrund","45","0.16849855645237","0.120124359435144","0.216872753469596"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Hessen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","91","0.161602187464755","0.132271712924622","0.190932662004888"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Baden-Wuerttemberg","kein Migrationshintergrund","118","0.112636446216943","0.093234813962589","0.132038078471297"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Baden-Wuerttemberg","direkter Migrationshintergrund","105","0.165321563190412","0.134499951821425","0.1961431745594"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Bayern","kein Migrationshintergrund","165","0.11347779480767","0.0968336594093433","0.130121930205998"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Bayern","direkter Migrationshintergrund","54","0.120175673736143","0.0847145008858027","0.155636846586484"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Bayern","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Saarland","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Saarland","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Saarland","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Berlin","kein Migrationshintergrund","45","0.114314161044021","0.0847836795080346","0.143844642580007"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Berlin","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Berlin","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Brandenburg","kein Migrationshintergrund","67","0.109334322960319","0.084025188930234","0.134643456990404"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Brandenburg","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Mecklenburg-Vorpommern","kein Migrationshintergrund","41","0.134921426007048","0.101101449881337","0.16874140213276"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Sachsen","kein Migrationshintergrund","101","0.102150096459544","0.0843980490144868","0.119902143904602"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Sachsen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Sachsen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Sachsen-Anhalt","kein Migrationshintergrund","75","0.135250307933086","0.109139535301048","0.161361080565125"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Thueringen","kein Migrationshintergrund","69","0.103312326606898","0.0807002659366682","0.125924387277127"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Thueringen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Schleswig-Holstein","kein Migrationshintergrund","39","0.153096302745194","0.112144857616307","0.194047747874082"
"NE: 65 Jahre und älter","1999","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Hamburg","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Hamburg","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Niedersachsen","kein Migrationshintergrund","126","0.176685123615184","0.152393526185043","0.200976721045326"
"NE: 65 Jahre und älter","1999","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Bremen","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Bremen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Bremen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Nordrhein-Westfalen","kein Migrationshintergrund","266","0.188863114036776","0.171644884855981","0.20608134321757"
"NE: 65 Jahre und älter","1999","Nordrhein-Westfalen","direkter Migrationshintergrund","42","0.0942772758197978","0.0701610310260201","0.118393520613576"
"NE: 65 Jahre und älter","1999","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Hessen","kein Migrationshintergrund","91","0.203530650576411","0.171605942843253","0.235455358309569"
"NE: 65 Jahre und älter","1999","Hessen","direkter Migrationshintergrund","32","0.238457067331302","0.183384354709981","0.293529779952623"
"NE: 65 Jahre und älter","1999","Hessen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","115","0.246561045777192","0.212216587499342","0.280905504055041"
"NE: 65 Jahre und älter","1999","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Baden-Wuerttemberg","kein Migrationshintergrund","134","0.183458826356746","0.159706488893017","0.207211163820475"
"NE: 65 Jahre und älter","1999","Baden-Wuerttemberg","direkter Migrationshintergrund","58","0.150471987353534","0.120806760619827","0.180137214087241"
"NE: 65 Jahre und älter","1999","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Bayern","kein Migrationshintergrund","213","0.231981837335884","0.209831837647459","0.254131837024308"
"NE: 65 Jahre und älter","1999","Bayern","direkter Migrationshintergrund","38","0.158113892169057","0.118325305192822","0.197902479145292"
"NE: 65 Jahre und älter","1999","Bayern","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Saarland","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Saarland","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Saarland","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Berlin","kein Migrationshintergrund","61","0.175170968698766","0.139893802054958","0.210448135342575"
"NE: 65 Jahre und älter","1999","Berlin","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Berlin","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Brandenburg","kein Migrationshintergrund","67","0.175911378229588","0.14503149908145","0.206791257377727"
"NE: 65 Jahre und älter","1999","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Mecklenburg-Vorpommern","kein Migrationshintergrund","38","0.14650396021359","0.111498926931692","0.181508993495488"
"NE: 65 Jahre und älter","1999","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Sachsen","kein Migrationshintergrund","135","0.196924946522995","0.173614229894711","0.220235663151279"
"NE: 65 Jahre und älter","1999","Sachsen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Sachsen-Anhalt","kein Migrationshintergrund","77","0.182234484908377","0.152760757553676","0.211708212263079"
"NE: 65 Jahre und älter","1999","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Thueringen","kein Migrationshintergrund","89","0.192607375628197","0.163310431893493","0.221904319362902"
"NE: 65 Jahre und älter","1999","Thueringen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1999","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Hamburg","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Hamburg","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Bremen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Bremen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Bremen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Nordrhein-Westfalen","kein Migrationshintergrund","61","0.0213967310130107","0.015031049883957","0.0277624121420645"
"NE: derzeit in Ausbildung","1999","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Hessen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Hessen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Hessen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Bayern","kein Migrationshintergrund","39","0.0278400730170607","0.0192070076392037","0.0364731383949177"
"NE: derzeit in Ausbildung","1999","Bayern","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Bayern","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Saarland","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Saarland","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Saarland","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Berlin","kein Migrationshintergrund","31","0.0552412237764377","0.0340394217628185","0.0764430257900568"
"NE: derzeit in Ausbildung","1999","Berlin","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Berlin","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Brandenburg","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1999","Sachsen","kein Migrationshintergrund","46","0.0304634004464602","0.0203894807866108","0.0405373201063096"
