year,migback,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.05258,66,1528,0.04138,0.06377
2011,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.13296,119,1528,0.11593,0.14999
2011,No migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.03783,66,1528,0.02826,0.04740
2011,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.04916,164,1528,0.03832,0.06001
2011,No migration background,First Stage of Tertiary Education,Self-employed,0.10729,190,1650,0.09235,0.12223
2011,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.10365,160,1650,0.08894,0.11836
2011,No migration background,First Stage of Tertiary Education,Civil servant,0.03252,72,1650,0.02396,0.04108
2011,No migration background,First Stage of Tertiary Education,White-collar worker,0.39528,697,1650,0.37169,0.41888
2011,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.30830,419,1650,0.28601,0.33059
2011,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.02038,34,1650,0.01356,0.02720
2011,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.02871,78,1650,0.02065,0.03676
2011,No migration background,Second Stage of Tertiary Education,Self-employed,0.11244,617,5364,0.10398,0.12089
2011,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01504,58,5364,0.01178,0.01829
2011,No migration background,Second Stage of Tertiary Education,Civil servant,0.12452,745,5364,0.11568,0.13336
2011,No migration background,Second Stage of Tertiary Education,White-collar worker,0.43891,2386,5364,0.42563,0.45219
2011,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.01230,63,5364,0.00935,0.01525
2011,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.24876,1123,5364,0.23719,0.26033
2011,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.01757,94,5364,0.01405,0.02109
2011,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03046,278,5364,0.02586,0.03506
2011,Direct migration background,Primary Level,Blue-collar worker,0.19503,49,136,0.12819,0.26187
2011,Direct migration background,Primary Level,Not employed: Pensioner,0.38516,41,136,0.30307,0.46725
2011,Direct migration background,Primary Level,Not employed: no further information,0.20810,46,136,0.13962,0.27658
2011,Direct migration background,Lower Secondary Level,Blue-collar worker,0.28058,188,649,0.24599,0.31517
2011,Direct migration background,Lower Secondary Level,White-collar worker,0.08390,57,649,0.06256,0.10525
2011,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.05139,35,649,0.03439,0.06839
2011,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.33387,144,649,0.29756,0.37018
2011,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.08956,79,649,0.06758,0.11155
2011,Direct migration background,Lower Secondary Level,Not employed: no further information,0.14509,146,649,0.11797,0.17220
2011,Direct migration background,Upper Secondary Level,Self-employed,0.03817,47,1220,0.02742,0.04893
2011,Direct migration background,Upper Secondary Level,Blue-collar worker,0.32766,379,1220,0.30131,0.35401
2011,Direct migration background,Upper Secondary Level,White-collar worker,0.20097,275,1220,0.17848,0.22347
2011,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04681,49,1220,0.03495,0.05867
2011,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.18907,184,1220,0.16709,0.21105
2011,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.07749,117,1220,0.06248,0.09250
2011,Direct migration background,Upper Secondary Level,Not employed: no further information,0.10583,169,1220,0.08856,0.12310
2011,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.29159,81,345,0.24356,0.33962
2011,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.33598,124,345,0.28607,0.38590
2011,Direct migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.13195,36,345,0.09619,0.16772
2011,Direct migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.05109,31,345,0.02782,0.07435
2011,Direct migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.14384,73,345,0.10676,0.18093
2011,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.42243,47,78,0.31210,0.53276
2011,Direct migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.27705,31,78,0.17709,0.37702
2011,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.11123,69,603,0.08611,0.13634
2011,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.08459,52,603,0.06236,0.10682
2011,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.39700,270,603,0.35791,0.43608
2011,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.13699,72,603,0.10952,0.16445
2011,Direct migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.07931,51,603,0.05772,0.10089
2011,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.14873,89,603,0.12030,0.17715
2011,Indirect migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.50619,40,40,0.34928,0.66311
2011,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.43044,78,163,0.35420,0.50669
2011,Indirect migration background,Pre-primary Level,Not employed: no further information,0.44928,85,163,0.37269,0.52588
2011,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.14374,35,208,0.09595,0.19154
2011,Indirect migration background,Lower Secondary Level,White-collar worker,0.22990,40,208,0.17258,0.28722
2011,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.29591,62,208,0.23372,0.35809
2011,Indirect migration background,Lower Secondary Level,Not employed: registered unemployed,0.17153,33,208,0.12017,0.22288
2011,Indirect migration background,Lower Secondary Level,Not employed: no further information,0.11333,38,208,0.07014,0.15651
2011,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.25483,112,469,0.21535,0.29431
2011,Indirect migration background,Upper Secondary Level,White-collar worker,0.32430,183,469,0.28189,0.36671
2011,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.19902,75,469,0.16284,0.23519
2011,Indirect migration background,Upper Secondary Level,Not employed: registered unemployed,0.04856,32,469,0.02909,0.06803
2011,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.09363,67,469,0.06724,0.12002
2011,Indirect migration background,Post-secondary Non-tertiary Level,White-collar worker,0.61861,48,48,0.47974,0.75748
2011,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.80316,111,111,0.72885,0.87746
2012,No migration background,No answer / don't know,Blue-collar worker,0.19499,37,229,0.14356,0.24642
2012,No migration background,No answer / don't know,White-collar worker,0.17403,36,229,0.12482,0.22324
2012,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.43527,156,229,0.37092,0.49963
2012,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.45490,303,638,0.41623,0.49357
2012,No migration background,Pre-primary Level,Not employed: no further information,0.43497,335,638,0.39647,0.47347
2012,No migration background,Primary Level,Blue-collar worker,0.25841,43,144,0.18666,0.33016
2012,No migration background,Primary Level,Not employed: Pensioner,0.26819,39,144,0.19558,0.34081
2012,No migration background,Primary Level,Not employed: registered unemployed,0.27218,62,144,0.19923,0.34513
2012,No migration background,Lower Secondary Level,Self-employed,0.01479,36,2091,0.00961,0.01996
2012,No migration background,Lower Secondary Level,Blue-collar worker,0.14028,280,2091,0.12539,0.15517
2012,No migration background,Lower Secondary Level,White-collar worker,0.10023,234,2091,0.08736,0.11311
2012,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13833,338,2091,0.12353,0.15313
2012,No migration background,Lower Secondary Level,Not employed: Pensioner,0.45307,771,2091,0.43173,0.47441
2012,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.08306,245,2091,0.07123,0.09489
2012,No migration background,Lower Secondary Level,Not employed: no further information,0.06309,187,2091,0.05267,0.07352
2012,No migration background,Upper Secondary Level,Self-employed,0.04348,530,11846,0.03981,0.04716
2012,No migration background,Upper Secondary Level,Blue-collar worker,0.18402,2163,11846,0.17704,0.19100
2012,No migration background,Upper Secondary Level,Civil servant,0.02168,250,11846,0.01906,0.02430
2012,No migration background,Upper Secondary Level,White-collar worker,0.28188,3755,11846,0.27377,0.28998
2012,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04172,456,11846,0.03812,0.04532
2012,No migration background,Upper Secondary Level,Not employed: Pensioner,0.32686,3151,11846,0.31841,0.33531
2012,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00291,33,11846,0.00194,0.00388
2012,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.05111,733,11846,0.04714,0.05508
2012,No migration background,Upper Secondary Level,Not employed: no further information,0.04634,775,11846,0.04255,0.05012
2012,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.06664,120,1489,0.05397,0.07931
2012,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.06120,92,1489,0.04902,0.07338
2012,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.59408,915,1489,0.56913,0.61904
2012,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.05883,65,1489,0.04687,0.07078
2012,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.12966,112,1489,0.11260,0.14673
2012,No migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.03036,51,1489,0.02165,0.03908
2012,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.04984,134,1489,0.03878,0.06089
2012,No migration background,First Stage of Tertiary Education,Self-employed,0.10956,192,1629,0.09439,0.12473
2012,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.09187,139,1629,0.07784,0.10590
2012,No migration background,First Stage of Tertiary Education,Civil servant,0.04401,72,1629,0.03405,0.05398
2012,No migration background,First Stage of Tertiary Education,White-collar worker,0.40921,697,1629,0.38533,0.43309
2012,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.29079,420,1629,0.26873,0.31285
2012,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.02738,42,1629,0.01945,0.03531
2012,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.02409,67,1629,0.01664,0.03154
2012,No migration background,Second Stage of Tertiary Education,Self-employed,0.11501,604,5319,0.10643,0.12358
2012,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.00945,53,5319,0.00685,0.01205
2012,No migration background,Second Stage of Tertiary Education,Civil servant,0.12653,733,5319,0.11760,0.13547
2012,No migration background,Second Stage of Tertiary Education,White-collar worker,0.42415,2345,5319,0.41087,0.43743
2012,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.01512,64,5319,0.01184,0.01840
2012,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.25562,1164,5319,0.24390,0.26735
2012,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.01484,85,5319,0.01159,0.01809
2012,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03927,271,5319,0.03405,0.04449
2012,Direct migration background,Primary Level,Blue-collar worker,0.21642,43,116,0.14115,0.29168
2012,Direct migration background,Primary Level,Not employed: Pensioner,0.39617,36,116,0.30677,0.48556
2012,Direct migration background,Primary Level,Not employed: no further information,0.18882,37,116,0.11729,0.26035
